bat_id,datalogger,date,time,channel,BPM,power,skin_temp,time_of_day,sex,repro,age,species
150.313,8323,8/6/2014,1:11:09,8,17,72,-22.2444,Night,M,NR,A,MYSO
150.313,8323,8/6/2014,1:11:11,8,34,67,38.5952,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:15:14,11,34.5,54,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:15:16,11,34.5,88,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:15:19,11,17.3,53,-20.1277782,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:15:42,11,34.5,55,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:15:45,11,17.3,44,-20.1277782,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:15:47,11,34.5,37,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:15:49,11,34.5,35,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:16:15,11,34.4,29,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:16:17,11,34.6,63,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:16:43,11,34.1,125,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:16:45,11,34.1,67,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:16:46,11,34.1,87,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:17:15,11,34.2,55,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:17:16,11,34.1,41,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:17:18,11,34.2,68,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:18:44,11,17,52,-22.2444,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:18:47,11,17,43,-22.2444,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:19:17,11,34.1,38,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:19:47,11,11.4,54,-71.1717344,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:20:15,11,11.4,66,-71.1717344,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:20:17,11,34.2,47,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:20:19,11,34.2,82,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:20:43,11,17.2,78,-20.8280128,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:20:45,11,34.3,69,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:20:47,11,34.3,45,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:20:49,11,34.3,56,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:23:49,11,33.8,48,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:24:14,11,16.8,52,-23.6821472,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:27:42,11,34.4,59,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:28:48,11,34.5,56,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:29:16,11,17.2,30,-20.8280128,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:29:18,11,34.3,65,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:30:14,11,34.8,45,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:30:16,11,34.6,91,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:30:17,11,34.5,58,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:30:19,11,34.5,64,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:36:19,11,17.4,84,-19.4328224,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:37:13,11,34.5,34,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:37:14,11,34.8,84,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:37:16,11,34.4,38,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:37:18,11,34.4,123,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:37:20,11,34.3,50,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:37:44,11,17.3,30,-20.1277782,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:37:47,11,17.3,58,-20.1277782,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:37:49,11,34.6,70,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:38:13,11,34.8,49,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:38:50,11,34.8,70,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:39:14,11,35,51,39.51,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:39:19,11,11.6,35,-69.0955776,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:39:43,11,34.4,54,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:39:45,11,34.4,101,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:42:43,11,34.9,56,39.4263626,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:42:45,11,34.9,48,39.4263626,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:42:47,11,34.9,52,39.4263626,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:42:48,11,35,93,39.51,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:43:14,11,34.6,50,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:43:16,11,34.6,56,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:43:18,11,34.6,68,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:43:19,11,34.6,101,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:43:44,11,17.2,72,-20.8280128,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:43:47,11,17.2,33,-20.8280128,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:43:49,11,34.7,40,39.2540022,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:00:15,11,34.2,68,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:00:17,11,34.2,38,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:00:19,11,34.2,33,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:00:45,11,34,64,38.5952,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:00:47,11,33.9,31,38.4937606,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:01:15,11,34.4,49,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:01:18,11,17.2,42,-20.8280128,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:01:43,11,34.4,85,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:01:44,11,34.3,63,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:01:48,11,17.2,79,-20.8280128,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:01:50,11,34.4,76,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:03:16,11,34.9,37,39.4263626,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:03:44,11,17.3,84,-20.1277782,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:03:48,11,17.2,86,-20.8280128,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:03:49,11,34.4,99,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:15:18,11,17.3,49,-20.1277782,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:15:19,11,34.4,31,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:16:18,11,11.5,57,-70.130425,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:16:42,11,34.7,40,39.2540022,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:16:44,11,34.5,27,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:16:46,11,35,33,39.51,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:17:19,11,17.4,34,-19.4328224,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:17:50,11,11.6,91,-69.0955776,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:18:14,11,34.5,53,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:18:16,11,34.5,33,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:18:45,11,17.4,56,-19.4328224,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:18:47,11,34.8,67,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:18:49,11,34.8,83,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:19:20,11,34.8,115,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:20:41,11,34.6,75,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:20:43,11,34.6,49,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:20:45,11,34.6,117,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:20:46,11,34.6,57,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:20:48,11,34.6,105,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:21:13,11,34.5,73,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:21:16,11,17.3,37,-20.1277782,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:21:44,11,17.4,33,-19.4328224,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:22:44,11,34.6,98,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:22:46,11,34.5,87,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:22:48,11,34.5,50,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:43:46,11,34.4,130,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:43:47,11,34.4,45,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:43:49,11,34.4,49,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:46:12,11,34.6,34,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:46:13,11,35,39,39.51,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,2:46:17,11,17.3,59,-20.1277782,Night,M,NR,A,MYSO
