bat_id,datalogger,date,time,channel,BPM,power,skin_temp,time_of_day,sex,repro,age,species
150.313,8321,8/4/2014,0:53:27,11,16.7,97,-24.4090818,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,0:53:29,11,33.3,47,37.8446698,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,0:54:00,11,34,99,38.5952,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,0:54:01,11,33.8,86,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,0:54:03,11,33.8,83,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:08:57,11,17.1,37,-21.5335466,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:08:59,11,34.6,72,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:09:01,11,34.2,91,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:09:03,11,34.1,41,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:09:26,11,34.2,99,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:09:27,11,34.2,58,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:09:29,11,34.2,99,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:36:53,11,33.4,132,37.9577696,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:36:55,11,33.4,70,37.9577696,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:37:01,11,11.1,53,-74.3346386,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:37:28,11,33.6,37,38.1780064,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:43:25,11,34.3,85,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:43:26,11,34.3,80,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:43:28,11,34.3,61,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,1:43:30,11,34.3,77,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:01:24,11,33.4,34,37.9577696,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:01:26,11,33.1,30,37.6124054,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:01:53,11,33.4,114,37.9577696,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:01:55,11,33.4,63,37.9577696,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:01:57,11,33.3,81,37.8446698,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:02:00,11,16.6,47,-25.1414176,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:02:24,11,33.6,119,38.1780064,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:02:25,11,33.6,79,38.1780064,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:02:27,11,33.6,61,38.1780064,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:02:29,11,33.7,70,38.2851842,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:38:58,11,11.2,38,-73.2738208,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:39:00,11,33.8,108,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:39:25,11,16.9,80,-22.9605934,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,3:39:29,11,16.9,35,-22.9605934,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,4:04:30,11,16.8,41,-23.6821472,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,4:04:53,11,33.4,43,37.9577696,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,4:04:57,11,16.8,72,-23.6821472,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,4:04:59,11,33.6,109,38.1780064,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,4:05:29,11,34.1,35,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:41:36,11,33.4,116,37.9577696,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:41:38,11,33.3,46,37.8446698,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:41:40,11,33.3,51,37.8446698,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:42:10,11,33.8,50,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:42:12,11,33.8,44,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:43:11,11,34.3,40,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:43:39,11,17.3,105,-20.1277782,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:43:41,11,34.5,41,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:43:43,11,34.8,70,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:44:05,11,34.7,87,39.2540022,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:44:07,11,34.8,94,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:44:09,11,34.8,100,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:44:12,11,17.4,32,-19.4328224,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:44:35,11,34.9,64,39.4263626,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:44:40,11,11.6,61,-69.0955776,Night,M,NR,A,MYSO
150.313,8321,8/4/2014,23:44:41,11,34.8,30,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:39:07,11,11.2,40,-73.2738208,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:39:35,11,16.8,85,-23.6821472,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:39:37,11,33.7,29,38.2851842,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:39:41,11,16.9,39,-22.9605934,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:40:09,11,16.9,29,-22.9605934,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:40:38,11,33.5,81,38.068875,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:41:36,11,11.3,32,-72.2195262,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:55:38,11,33.5,29,38.068875,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:55:40,11,33.6,42,38.1780064,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:56:09,11,16.8,63,-23.6821472,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:56:36,11,33.5,70,38.068875,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,1:56:37,11,33.5,56,38.068875,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:03:08,11,33.8,50,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:03:10,11,33.8,69,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:03:35,11,34.1,80,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:03:37,11,34.1,77,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:03:39,11,33.8,33,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:04:35,11,17.1,80,-21.5335466,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:04:36,11,34.3,95,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:04:38,11,34.2,65,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:05:33,11,34.1,36,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:05:35,11,34.4,81,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:05:37,11,34.1,36,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:05:38,11,34.1,62,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,2:05:40,11,34.1,37,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:03:32,11,16.9,34,-22.9605934,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:03:34,11,34.1,43,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:03:38,11,16.9,34,-22.9605934,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:04:02,11,33.9,53,38.4937606,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:04:04,11,33.9,87,38.4937606,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:04:06,11,33.9,47,38.4937606,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:04:08,11,33.9,89,38.4937606,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:05:06,11,16.9,29,-22.9605934,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:05:31,11,33.9,137,38.4937606,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:05:36,11,11.3,71,-72.2195262,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:06:08,11,34.1,36,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:19:37,11,11.5,41,-70.130425,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:19:39,11,34.6,40,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:20:39,11,11.5,34,-70.130425,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:30:36,11,11.4,46,-71.1717344,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:30:38,11,34.2,39,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:30:39,11,34.3,32,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:31:07,11,11.4,53,-71.1717344,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,4:31:09,11,34.1,61,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:00:00,11,33.8,38,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:00:05,11,11.3,92,-72.2195262,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:00:32,11,16.9,92,-22.9605934,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:00:36,11,16.9,45,-22.9605934,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:02:02,11,34.3,58,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:02:03,11,34.4,66,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:02:05,11,34.3,33,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:03:03,11,17,38,-22.2444,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:03:33,11,17.2,49,-20.8280128,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:03:35,11,34.4,37,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:03:36,11,34.7,54,39.2540022,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:04:01,11,34.8,73,39.3410368,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,5:04:06,11,11.5,45,-70.130425,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:42:51,11,33.4,71,37.9577696,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:43:18,11,16.8,35,-23.6821472,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:43:19,11,34,60,38.5952,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:43:21,11,33.7,43,38.2851842,Night,M,NR,A,MYSO
150.313,8323,8/5/2014,23:48:32,8,17,49,-22.2444,Night,M,NR,A,MYSO
150.313,8323,8/5/2014,23:52:31,8,34.2,58,38.7924832,Night,M,NR,A,MYSO
150.313,8323,8/5/2014,23:52:32,8,34.2,67,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:56:45,11,35,41,39.51,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:57:46,11,34.2,59,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:57:47,11,34.2,91,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:57:49,11,34.1,70,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:57:51,11,34.1,65,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:58:47,11,17.1,97,-21.5335466,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:58:49,11,34.2,100,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:58:51,11,34.2,109,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:59:17,11,34.5,49,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:59:47,11,17,64,-22.2444,Night,M,NR,A,MYSO
150.313,8321,8/5/2014,23:59:49,11,34,49,38.5952,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:01:46,11,34.7,31,39.2540022,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:01:50,11,17.3,31,-20.1277782,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:01:51,11,34.5,100,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:02:16,11,17,69,-22.2444,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:02:20,11,17,38,-22.2444,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:02:51,11,34.1,33,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:03:14,11,34.1,49,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:03:16,11,34.2,52,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:03:18,11,34.2,94,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:03:20,11,34.2,85,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:03:21,11,34.3,80,38.8883678,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:19:46,11,33.5,71,38.068875,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:19:48,11,33.5,61,38.068875,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:20:13,11,33.7,34,38.2851842,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:20:18,11,11.3,31,-72.2195262,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:20:20,11,34.1,35,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:33:20,11,17.2,69,-20.8280128,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:33:45,11,34.5,89,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:33:50,11,11.5,36,-70.130425,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:34:20,11,34.6,30,39.1652384,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:34:21,11,34.4,33,38.9824416,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:34:44,11,34.1,68,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:34:46,11,34,36,38.5952,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:35:18,11,17.1,27,-21.5335466,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:35:46,11,34.7,48,39.2540022,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:35:49,11,17.2,45,-20.8280128,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:35:51,11,34.5,35,39.074725,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:37:44,11,33.8,44,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:37:46,11,33.7,28,38.2851842,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:37:47,11,33.8,62,38.3904288,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:37:49,11,33.7,95,38.2851842,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:37:51,11,33.6,37,38.1780064,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:46:21,11,34.2,41,38.7924832,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:47:43,11,33.9,57,38.4937606,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:47:47,11,17,57,-22.2444,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:47:49,11,34,57,38.5952,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:48:17,11,34.1,37,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:48:18,11,34.1,38,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:48:50,11,34,39,38.5952,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:49:17,11,11.3,84,-72.2195262,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:49:20,11,17,59,-22.2444,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,0:49:48,11,34.1,36,38.6947674,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:05:19,11,33.6,87,38.1780064,Night,M,NR,A,MYSO
150.313,8321,8/6/2014,1:05:21,11,33.2,31,37.7295552,Night,M,NR,A,MYSO
