bat_id,datalogger,download_date,date,time,channel,BPM,antenna,power,skin_temp,time_of_day,sex,repro,age,species
151.709,8322,8/10/2014,8/5/2014,6:07:51,9,25.1,AH0,123,22.4298671,Day,F,NR,A,MYSE
151.709,8322,8/10/2014,8/5/2014,6:07:53,9,25.1,AH0,63,22.4298671,Day,F,NR,A,MYSE
151.709,8322,8/10/2014,8/5/2014,6:08:37,9,12.4,AH0,58,-62.3177536,Day,F,NR,A,MYSE
151.709,8322,8/10/2014,8/5/2014,6:27:55,9,12.4,AH0,63,-62.3177536,Day,F,NR,A,MYSE
151.709,8322,8/10/2014,8/5/2014,6:28:34,9,12.9,AH0,126,-57.1539171,Day,F,NR,A,MYSE
151.709,8322,8/10/2014,8/5/2014,6:28:36,9,25.9,AH0,60,25.1086919,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:39:42,9,34,AH0,254,40.8632,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:39:43,9,34,AH0,254,40.8632,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:39:45,9,34,AH0,254,40.8632,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:39:47,9,34,AH0,255,40.8632,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:39:49,9,34,AH0,254,40.8632,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:40:22,9,34,AH0,255,40.8632,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:40:24,9,33.9,AH0,255,40.7659959,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:40:26,9,34,AH0,255,40.8632,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:40:28,9,33.9,AH0,255,40.7659959,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:41:01,9,33.9,AH0,255,40.7659959,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:41:03,9,33.8,AH0,255,40.6670072,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:41:05,9,33.8,AH0,255,40.6670072,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:41:06,9,33.8,AH0,255,40.6670072,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:41:08,9,33.8,AH0,255,40.6670072,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:41:42,9,33.7,AH0,255,40.5662093,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:41:44,9,33.7,AH0,255,40.5662093,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:41:46,9,33.7,AH0,255,40.5662093,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:41:47,9,33.7,AH0,255,40.5662093,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:42:21,9,33.6,AH0,255,40.4635776,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:42:23,9,33.6,AH0,255,40.4635776,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:42:25,9,33.6,AH0,255,40.4635776,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:42:27,9,33.6,AH0,255,40.4635776,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:42:28,9,33.6,AH0,255,40.4635776,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:43:02,9,33.7,AH0,255,40.5662093,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:43:04,9,33.8,AH0,255,40.6670072,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:43:06,9,33.8,AH0,255,40.6670072,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:43:08,9,33.8,AH0,255,40.6670072,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:43:41,9,33.7,AH0,255,40.5662093,Day,F,NR,A,MYSE
151.709,8443,8/15/2014,8/5/2014,18:43:43,9,33.7,AH0,255,40.5662093,Day,F,NR,A,MYSE
