bat_id,datalogger,download_date,date,time,channel,BPM,power,skin_temp,time_of_day,sex,repro,age,species
150.112,8443,7/16/2014,7/13/2014,20:45:55,2,21.6,58,24.247296,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:45:58,2,21.7,54,24.445938,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:46:24,2,21.9,217,24.838284,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:46:27,2,21.9,217,24.838284,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:46:54,2,22.2,217,25.414548,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:46:57,2,22.3,215,25.603392,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:47:24,2,22.4,217,25.790624,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:47:26,2,22.4,218,25.790624,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:47:29,2,22.5,216,25.97625,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:47:53,2,22.7,245,26.342708,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:47:56,2,22.7,244,26.342708,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:47:58,2,22.7,245,26.342708,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:48:24,2,23,245,26.8805,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:48:27,2,23,245,26.8805,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:48:53,2,23.3,243,27.404162,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:48:55,2,23.3,243,27.404162,Day,F,PL,A,MYSE
150.112,8443,7/16/2014,7/13/2014,20:48:58,2,23.4,242,27.575604,Day,F,PL,A,MYSE
