bat_id,datalogger,download_date,date,time,channel,BPM,antenna,power,skin_temp,time_of_day,sex,repro,age,species
151.667,8443,7/17/2014,9/9/2014,19:26:31,11,26.8,42,9/9/2014 19:26,25.7109024,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:26:46,11,26.7,31,9/9/2014 19:26,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:26:48,11,26.9,47,9/9/2014 19:26,25.9733588,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:27:45,11,26.9,97,9/9/2014 19:27,25.9733588,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:27:47,11,26.7,38,9/9/2014 19:27,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:27:49,11,26.7,29,9/9/2014 19:27,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:27:51,11,26.8,42,9/9/2014 19:27,25.7109024,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:28:25,11,26.7,87,9/9/2014 19:28,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:28:27,11,26.8,91,9/9/2014 19:28,25.7109024,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:28:29,11,26.8,50,9/9/2014 19:28,25.7109024,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:28:32,11,26.7,45,9/9/2014 19:28,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:32:05,11,26.7,50,9/9/2014 19:32,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:32:07,11,26.7,40,9/9/2014 19:32,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:32:09,11,26.7,35,9/9/2014 19:32,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:32:12,11,26.9,43,9/9/2014 19:32,25.9733588,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:32:25,11,26.7,42,9/9/2014 19:32,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:32:27,11,26.7,41,9/9/2014 19:32,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:32:29,11,26.7,43,9/9/2014 19:32,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:32:32,11,26.7,39,9/9/2014 19:32,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:32:47,11,26.7,38,9/9/2014 19:32,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:32:50,11,26.7,38,9/9/2014 19:32,25.4452116,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:35:45,11,26.8,34,9/9/2014 19:35,25.7109024,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:35:47,11,26.8,36,9/9/2014 19:35,25.7109024,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:35:49,11,26.8,39,9/9/2014 19:35,25.7109024,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:35:52,11,26.8,36,9/9/2014 19:35,25.7109024,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:36:05,11,26.8,35,9/9/2014 19:36,25.7109024,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,19:36:07,11,26.8,34,9/9/2014 19:36,25.7109024,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:09:24,11,25,43,9/9/2014 23:09,20.415,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:09:27,11,23.7,52,9/9/2014 23:09,15.8752596,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:10:03,11,28.4,43,9/9/2014 23:10,29.5351328,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:10:05,11,28.6,44,9/9/2014 23:10,29.9588592,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:10:07,11,28.4,36,9/9/2014 23:10,29.5351328,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:10:22,11,28.7,51,9/9/2014 23:10,30.1663796,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:10:24,11,28.7,54,9/9/2014 23:10,30.1663796,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:10:26,11,28.7,47,9/9/2014 23:10,30.1663796,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:10:28,11,28.5,45,9/9/2014 23:10,29.74845,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:11:01,11,27.7,45,9/9/2014 23:11,27.9588756,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:11:27,11,27.6,51,9/9/2014 23:11,27.7216032,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:12:03,11,27.1,48,9/9/2014 23:12,26.4886452,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:12:06,11,27.1,48,9/9/2014 23:12,26.4886452,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:12:08,11,27,42,9/9/2014 23:12,26.2326,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:12:22,11,26.7,47,9/9/2014 23:12,25.4452116,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:12:24,11,26.7,44,9/9/2014 23:12,25.4452116,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:12:27,11,26.7,41,9/9/2014 23:12,25.4452116,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:12:29,11,26.7,43,9/9/2014 23:12,25.4452116,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:12:47,11,26.9,47,9/9/2014 23:12,25.9733588,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/9/2014,23:12:49,11,26.7,40,9/9/2014 23:12,25.4452116,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,11:54:10,11,28.8,44,9/10/2014 11:54,30.3710304,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,12:04:33,11,29,45,9/10/2014 12:04,30.7718,Day,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,21:34:47,11,28.4,54,9/10/2014 21:34,29.5351328,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,21:35:04,11,26.7,52,9/10/2014 21:35,25.4452116,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,21:35:06,11,26.9,47,9/10/2014 21:35,25.9733588,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,21:35:25,11,26.8,44,9/10/2014 21:35,25.7109024,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:34:21,11,29,79,9/10/2014 22:34,30.7718,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:34:23,11,29,80,9/10/2014 22:34,30.7718,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:34:25,11,29,80,9/10/2014 22:34,30.7718,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:34:27,11,29,81,9/10/2014 22:34,30.7718,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:34:40,11,29,79,9/10/2014 22:34,30.7718,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:34:42,11,29,79,9/10/2014 22:34,30.7718,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:34:44,11,29,78,9/10/2014 22:34,30.7718,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:34:46,11,29,79,9/10/2014 22:34,30.7718,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:35:00,11,28.9,79,9/10/2014 22:35,30.5728308,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:35:03,11,28.9,80,9/10/2014 22:35,30.5728308,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:35:05,11,28.9,80,9/10/2014 22:35,30.5728308,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:35:07,11,28.8,80,9/10/2014 22:35,30.3710304,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:35:21,11,28.8,86,9/10/2014 22:35,30.3710304,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:35:23,11,28.8,83,9/10/2014 22:35,30.3710304,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:35:25,11,28.8,84,9/10/2014 22:35,30.3710304,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:35:40,11,28.8,83,9/10/2014 22:35,30.3710304,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:35:42,11,28.8,81,9/10/2014 22:35,30.3710304,Night,M,S,A,MYSE
151.667,8443,7/17/2014,9/10/2014,22:35:44,11,28.8,85,9/10/2014 22:35,30.3710304,Night,M,S,A,MYSE
