bat_id,datalogger,download_date,date,time,channel,BPM,antenna,power,skin_temp,time_of_day,sex,repro,age,species
151.621,8323,8/5/2014,8/5/2014,17:22:27,10,29.9,AH0,85,33.2319511,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:54:14,10,31.9,AH0,245,36.4705051,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:54:16,10,31.9,AH0,246,36.4705051,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:54:18,10,31.9,AH0,246,36.4705051,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:54:20,10,31.9,AH0,245,36.4705051,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:54:54,10,32,AH0,248,36.6052,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:54:55,10,32,AH0,245,36.6052,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:54:57,10,32,AH0,248,36.6052,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:54:59,10,32,AH0,247,36.6052,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:55:35,10,32.1,AH0,245,36.7374729,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:55:37,10,32.1,AH0,246,36.7374729,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:55:38,10,32.1,AH0,246,36.7374729,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:55:40,10,32.1,AH0,247,36.7374729,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:56:14,10,32.2,AH0,245,36.8673472,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:56:16,10,32.2,AH0,246,36.8673472,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:56:18,10,32.2,AH0,247,36.8673472,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:56:19,10,32.3,AH0,244,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:56:53,10,32.3,AH0,245,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:56:55,10,32.3,AH0,244,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:56:57,10,32.3,AH0,244,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:56:58,10,32.3,AH0,245,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:57:00,10,32.3,AH0,245,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:57:34,10,32.3,AH0,198,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:57:36,10,32.3,AH0,226,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:57:38,10,32.3,AH0,206,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:57:39,10,32.3,AH0,203,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:58:13,10,32.6,AH0,238,37.3633264,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:58:15,10,32.3,AH0,239,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:58:17,10,32.3,AH0,243,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:58:18,10,32.3,AH0,245,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:58:20,10,32.3,AH0,240,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:58:54,10,32.3,AH0,229,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:58:56,10,32.3,AH0,104,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:58:57,10,32.3,AH0,133,36.9948463,Day,F,PL,A,MYSE
151.621,8323,8/7/2014,8/5/2014,17:58:59,10,32.3,AH0,93,36.9948463,Day,F,PL,A,MYSE
