bat_id,datalogger,download_date,date,time,channel,BPM,power,skin_temp,time_of_day,sex,repro,age,species
150.995,8321,6/25/2015,6/22/2015,16:46:10,16,29.9,250,36.1983396,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:46:12,16,29.9,245,36.1983396,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:46:14,16,29.9,251,36.1983396,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:46:16,16,30,248,36.37,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:46:50,16,30.3,243,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:46:52,16,30.3,247,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:46:54,16,30.4,237,37.0337056,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:46:56,16,30.4,241,37.0337056,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:47:29,16,34.6,239,42.0957304,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:47:31,16,30.7,239,37.5079732,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:47:33,16,30.7,244,37.5079732,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:47:35,16,30.7,240,37.5079732,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:47:37,16,30.7,229,37.5079732,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:48:10,16,30.7,202,37.5079732,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:48:12,16,30.7,212,37.5079732,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:48:14,16,30.7,203,37.5079732,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:48:16,16,30.7,206,37.5079732,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:48:49,16,30.5,197,37.194,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:48:51,16,30.5,195,37.194,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:48:53,16,30.5,196,37.194,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:48:55,16,30.5,254,37.194,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:48:57,16,30.5,238,37.194,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:49:29,16,40.7,253,45.5321532,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:49:31,16,30.4,253,37.0337056,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:49:33,16,30.4,253,37.0337056,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:49:35,16,30.4,253,37.0337056,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:49:37,16,30.4,252,37.0337056,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:50:10,16,30.4,252,37.0337056,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:50:12,16,30.4,252,37.0337056,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:50:14,16,30.4,252,37.0337056,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:50:16,16,30.4,252,37.0337056,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:50:50,16,30.4,253,37.0337056,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:50:52,16,30.3,252,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:50:54,16,30.3,252,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:50:56,16,30.3,252,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:51:29,16,30.3,252,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:51:31,16,30.3,252,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:51:33,16,30.3,253,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:51:35,16,30.3,251,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:52:09,16,34.4,251,41.9216736,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:52:11,16,30.3,250,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:52:13,16,30.3,251,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:52:15,16,30.3,251,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:52:17,16,30.3,251,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:52:51,16,30.3,250,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:52:53,16,30.3,249,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:52:55,16,30.3,249,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:52:57,16,30.3,251,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:53:30,16,30.3,248,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:53:32,16,30.3,251,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:53:34,16,30.3,249,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:53:36,16,30.3,250,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:54:10,16,30.3,250,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:54:12,16,30.3,249,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:54:14,16,30.3,246,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:54:16,16,30.3,250,36.8711788,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:54:50,16,30.2,248,36.7063992,Day,M,NR,A,MYSO
150.995,8321,6/25/2015,6/22/2015,16:54:52,16,30.2,249,36.7063992,Day,M,NR,A,MYSO
