Day,Species,Bat freq,Datalogger,Date,BPM,Power,day_name,Time,date_time,Temp
Day,MYSE,150.227,8322,7/27/2014,31,190,Jul_27,15:53:29,7/27/14 15:53,34.655
Day,MYSE,150.227,8322,7/27/2014,31.1,188,Jul_27,15:53:31,7/27/14 15:53,34.821034
Day,MYSE,150.227,8322,7/27/2014,31.1,195,Jul_27,15:53:33,7/27/14 15:53,34.821034
Day,MYSE,150.227,8322,7/27/2014,31.1,196,Jul_27,15:53:35,7/27/14 15:53,34.821034
Day,MYSE,150.227,8322,7/27/2014,31.1,191,Jul_27,15:53:37,7/27/14 15:53,34.821034
Day,MYSE,150.227,8322,7/27/2014,31,195,Jul_27,15:54:29,7/27/14 15:54,34.655
Day,MYSE,150.227,8322,7/27/2014,31,195,Jul_27,15:54:31,7/27/14 15:54,34.655
Day,MYSE,150.227,8322,7/27/2014,31,192,Jul_27,15:54:33,7/27/14 15:54,34.655
Day,MYSE,150.227,8322,7/27/2014,31,191,Jul_27,15:54:35,7/27/14 15:54,34.655
Day,MYSE,150.227,8322,7/27/2014,31,183,Jul_27,15:54:37,7/27/14 15:54,34.655
Day,MYSE,150.227,8322,7/27/2014,31,198,Jul_27,15:55:29,7/27/14 15:55,34.655
Day,MYSE,150.227,8322,7/27/2014,31,198,Jul_27,15:55:31,7/27/14 15:55,34.655
Day,MYSE,150.227,8322,7/27/2014,31,197,Jul_27,15:55:33,7/27/14 15:55,34.655
Day,MYSE,150.227,8322,7/27/2014,31,199,Jul_27,15:55:35,7/27/14 15:55,34.655
Day,MYSE,150.227,8322,7/27/2014,31,197,Jul_27,15:56:29,7/27/14 15:56,34.655
Day,MYSE,150.227,8322,7/27/2014,31,199,Jul_27,15:56:31,7/27/14 15:56,34.655
Day,MYSE,150.227,8322,7/27/2014,31,197,Jul_27,15:56:33,7/27/14 15:56,34.655
Day,MYSE,150.227,8322,7/27/2014,31,198,Jul_27,15:56:35,7/27/14 15:56,34.655
Day,MYSE,150.227,8322,7/27/2014,30.9,201,Jul_27,15:57:30,7/27/14 15:57,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,200,Jul_27,15:57:31,7/27/14 15:57,34.486226
Day,MYSE,150.227,8322,7/27/2014,31,196,Jul_27,15:57:33,7/27/14 15:57,34.655
Day,MYSE,150.227,8322,7/27/2014,31,199,Jul_27,15:57:35,7/27/14 15:57,34.655
Day,MYSE,150.227,8322,7/27/2014,31.1,194,Jul_27,15:58:29,7/27/14 15:58,34.821034
Day,MYSE,150.227,8322,7/27/2014,31.1,193,Jul_27,15:58:31,7/27/14 15:58,34.821034
Day,MYSE,150.227,8322,7/27/2014,31.1,191,Jul_27,15:58:33,7/27/14 15:58,34.821034
Day,MYSE,150.227,8322,7/27/2014,31.1,190,Jul_27,15:58:35,7/27/14 15:58,34.821034
Day,MYSE,150.227,8322,7/27/2014,31.2,195,Jul_27,15:59:29,7/27/14 15:59,34.984352
Day,MYSE,150.227,8322,7/27/2014,31.2,193,Jul_27,15:59:31,7/27/14 15:59,34.984352
Day,MYSE,150.227,8322,7/27/2014,31.2,195,Jul_27,15:59:33,7/27/14 15:59,34.984352
Day,MYSE,150.227,8322,7/27/2014,31.2,195,Jul_27,15:59:35,7/27/14 15:59,34.984352
Day,MYSE,150.227,8322,7/27/2014,31.2,193,Jul_27,15:59:37,7/27/14 15:59,34.984352
Day,MYSE,150.227,8322,7/27/2014,30.9,194,Jul_27,16:00:29,7/27/14 16:00,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,195,Jul_27,16:00:31,7/27/14 16:00,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,202,Jul_27,16:00:33,7/27/14 16:00,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,205,Jul_27,16:00:35,7/27/14 16:00,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,202,Jul_27,16:00:37,7/27/14 16:00,34.486226
Day,MYSE,150.227,8322,7/27/2014,31,197,Jul_27,16:01:29,7/27/14 16:01,34.655
Day,MYSE,150.227,8322,7/27/2014,31,194,Jul_27,16:01:31,7/27/14 16:01,34.655
Day,MYSE,150.227,8322,7/27/2014,31,197,Jul_27,16:01:33,7/27/14 16:01,34.655
Day,MYSE,150.227,8322,7/27/2014,31,195,Jul_27,16:01:35,7/27/14 16:01,34.655
Day,MYSE,150.227,8322,7/27/2014,31,194,Jul_27,16:01:37,7/27/14 16:01,34.655
Day,MYSE,150.227,8322,7/27/2014,30.7,192,Jul_27,16:02:29,7/27/14 16:02,34.140362
Day,MYSE,150.227,8322,7/27/2014,30.7,203,Jul_27,16:02:31,7/27/14 16:02,34.140362
Day,MYSE,150.227,8322,7/27/2014,30.7,195,Jul_27,16:02:33,7/27/14 16:02,34.140362
Day,MYSE,150.227,8322,7/27/2014,30.7,194,Jul_27,16:02:35,7/27/14 16:02,34.140362
Day,MYSE,150.227,8322,7/27/2014,30.8,196,Jul_27,16:03:42,7/27/14 16:03,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,192,Jul_27,16:03:44,7/27/14 16:03,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,191,Jul_27,16:03:46,7/27/14 16:03,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,195,Jul_27,16:03:48,7/27/14 16:03,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.9,201,Jul_27,16:04:40,7/27/14 16:04,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,199,Jul_27,16:04:42,7/27/14 16:04,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,186,Jul_27,16:04:44,7/27/14 16:04,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,177,Jul_27,16:04:46,7/27/14 16:04,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,180,Jul_27,16:04:48,7/27/14 16:04,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,178,Jul_27,16:05:40,7/27/14 16:05,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,196,Jul_27,16:05:42,7/27/14 16:05,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,199,Jul_27,16:05:44,7/27/14 16:05,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,207,Jul_27,16:05:46,7/27/14 16:05,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.8,110,Jul_27,16:06:41,7/27/14 16:06,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,210,Jul_27,16:06:43,7/27/14 16:06,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,164,Jul_27,16:06:44,7/27/14 16:06,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,180,Jul_27,16:06:46,7/27/14 16:06,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,197,Jul_27,16:07:41,7/27/14 16:07,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,202,Jul_27,16:07:43,7/27/14 16:07,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,206,Jul_27,16:07:45,7/27/14 16:07,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,199,Jul_27,16:07:47,7/27/14 16:07,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,207,Jul_27,16:08:41,7/27/14 16:08,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.9,211,Jul_27,16:08:43,7/27/14 16:08,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.8,210,Jul_27,16:08:45,7/27/14 16:08,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,211,Jul_27,16:08:47,7/27/14 16:08,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.9,205,Jul_27,16:09:42,7/27/14 16:09,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,203,Jul_27,16:09:43,7/27/14 16:09,34.486226
Day,MYSE,150.227,8322,7/27/2014,31,207,Jul_27,16:09:45,7/27/14 16:09,34.655
Day,MYSE,150.227,8322,7/27/2014,31,208,Jul_27,16:09:47,7/27/14 16:09,34.655
Day,MYSE,150.227,8322,7/27/2014,30.9,208,Jul_27,16:10:42,7/27/14 16:10,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,211,Jul_27,16:10:44,7/27/14 16:10,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,207,Jul_27,16:10:46,7/27/14 16:10,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,209,Jul_27,16:10:47,7/27/14 16:10,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.8,207,Jul_27,16:11:42,7/27/14 16:11,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,204,Jul_27,16:11:44,7/27/14 16:11,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,195,Jul_27,16:11:46,7/27/14 16:11,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,206,Jul_27,16:11:48,7/27/14 16:11,34.314688
Day,MYSE,150.227,8322,7/27/2014,31,206,Jul_27,16:12:40,7/27/14 16:12,34.655
Day,MYSE,150.227,8322,7/27/2014,31,204,Jul_27,16:12:42,7/27/14 16:12,34.655
Day,MYSE,150.227,8322,7/27/2014,31,204,Jul_27,16:12:44,7/27/14 16:12,34.655
Day,MYSE,150.227,8322,7/27/2014,31,205,Jul_27,16:12:46,7/27/14 16:12,34.655
Day,MYSE,150.227,8322,7/27/2014,31,203,Jul_27,16:12:48,7/27/14 16:12,34.655
Day,MYSE,150.227,8322,7/27/2014,30.9,205,Jul_27,16:13:40,7/27/14 16:13,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,208,Jul_27,16:13:42,7/27/14 16:13,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,211,Jul_27,16:13:44,7/27/14 16:13,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,207,Jul_27,16:13:46,7/27/14 16:13,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,205,Jul_27,16:13:48,7/27/14 16:13,34.486226
Day,MYSE,150.227,8322,7/27/2014,31,201,Jul_27,16:14:40,7/27/14 16:14,34.655
Day,MYSE,150.227,8322,7/27/2014,31,206,Jul_27,16:14:42,7/27/14 16:14,34.655
Day,MYSE,150.227,8322,7/27/2014,31,206,Jul_27,16:14:44,7/27/14 16:14,34.655
Day,MYSE,150.227,8322,7/27/2014,31,207,Jul_27,16:14:46,7/27/14 16:14,34.655
Day,MYSE,150.227,8322,7/27/2014,30.9,200,Jul_27,16:15:40,7/27/14 16:15,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,201,Jul_27,16:15:42,7/27/14 16:15,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,197,Jul_27,16:15:44,7/27/14 16:15,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,203,Jul_27,16:15:46,7/27/14 16:15,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:16:41,7/27/14 16:16,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:16:42,7/27/14 16:16,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:16:44,7/27/14 16:16,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:16:46,7/27/14 16:16,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.8,207,Jul_27,16:17:41,7/27/14 16:17,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,204,Jul_27,16:17:43,7/27/14 16:17,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,208,Jul_27,16:17:45,7/27/14 16:17,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,204,Jul_27,16:17:46,7/27/14 16:17,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.9,206,Jul_27,16:18:41,7/27/14 16:18,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.8,206,Jul_27,16:18:43,7/27/14 16:18,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,205,Jul_27,16:18:45,7/27/14 16:18,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,203,Jul_27,16:18:47,7/27/14 16:18,34.314688
Day,MYSE,150.227,8322,7/27/2014,31,206,Jul_27,16:19:41,7/27/14 16:19,34.655
Day,MYSE,150.227,8322,7/27/2014,31,207,Jul_27,16:19:43,7/27/14 16:19,34.655
Day,MYSE,150.227,8322,7/27/2014,31,206,Jul_27,16:19:45,7/27/14 16:19,34.655
Day,MYSE,150.227,8322,7/27/2014,31,204,Jul_27,16:19:47,7/27/14 16:19,34.655
Day,MYSE,150.227,8322,7/27/2014,30.9,207,Jul_27,16:20:41,7/27/14 16:20,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,209,Jul_27,16:20:43,7/27/14 16:20,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,211,Jul_27,16:20:45,7/27/14 16:20,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,214,Jul_27,16:20:47,7/27/14 16:20,34.486226
Day,MYSE,150.227,8322,7/27/2014,31,210,Jul_27,16:21:41,7/27/14 16:21,34.655
Day,MYSE,150.227,8322,7/27/2014,31,203,Jul_27,16:21:43,7/27/14 16:21,34.655
Day,MYSE,150.227,8322,7/27/2014,31,199,Jul_27,16:21:45,7/27/14 16:21,34.655
Day,MYSE,150.227,8322,7/27/2014,31,196,Jul_27,16:21:47,7/27/14 16:21,34.655
Day,MYSE,150.227,8322,7/27/2014,31.1,212,Jul_27,16:22:41,7/27/14 16:22,34.821034
Day,MYSE,150.227,8322,7/27/2014,31.1,215,Jul_27,16:22:43,7/27/14 16:22,34.821034
Day,MYSE,150.227,8322,7/27/2014,31.1,214,Jul_27,16:22:45,7/27/14 16:22,34.821034
Day,MYSE,150.227,8322,7/27/2014,31.1,213,Jul_27,16:22:47,7/27/14 16:22,34.821034
Day,MYSE,150.227,8322,7/27/2014,31,214,Jul_27,16:23:41,7/27/14 16:23,34.655
Day,MYSE,150.227,8322,7/27/2014,31,214,Jul_27,16:23:43,7/27/14 16:23,34.655
Day,MYSE,150.227,8322,7/27/2014,30.9,211,Jul_27,16:23:45,7/27/14 16:23,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:23:47,7/27/14 16:23,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:24:41,7/27/14 16:24,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.8,216,Jul_27,16:24:43,7/27/14 16:24,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,215,Jul_27,16:24:45,7/27/14 16:24,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,213,Jul_27,16:24:47,7/27/14 16:24,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:25:42,7/27/14 16:25,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:25:44,7/27/14 16:25,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:25:46,7/27/14 16:25,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,211,Jul_27,16:25:48,7/27/14 16:25,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:26:40,7/27/14 16:26,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:26:42,7/27/14 16:26,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:26:44,7/27/14 16:26,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:26:46,7/27/14 16:26,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,214,Jul_27,16:27:40,7/27/14 16:27,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:27:42,7/27/14 16:27,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:27:44,7/27/14 16:27,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:27:46,7/27/14 16:27,34.486226
Day,MYSE,150.227,8322,7/27/2014,31,212,Jul_27,16:28:40,7/27/14 16:28,34.655
Day,MYSE,150.227,8322,7/27/2014,31,214,Jul_27,16:28:42,7/27/14 16:28,34.655
Day,MYSE,150.227,8322,7/27/2014,31,214,Jul_27,16:28:44,7/27/14 16:28,34.655
Day,MYSE,150.227,8322,7/27/2014,31,213,Jul_27,16:28:46,7/27/14 16:28,34.655
Day,MYSE,150.227,8322,7/27/2014,31,213,Jul_27,16:29:41,7/27/14 16:29,34.655
Day,MYSE,150.227,8322,7/27/2014,31,219,Jul_27,16:29:42,7/27/14 16:29,34.655
Day,MYSE,150.227,8322,7/27/2014,31,220,Jul_27,16:29:44,7/27/14 16:29,34.655
Day,MYSE,150.227,8322,7/27/2014,31,219,Jul_27,16:29:46,7/27/14 16:29,34.655
Day,MYSE,150.227,8322,7/27/2014,31,213,Jul_27,16:30:41,7/27/14 16:30,34.655
Day,MYSE,150.227,8322,7/27/2014,31,213,Jul_27,16:30:42,7/27/14 16:30,34.655
Day,MYSE,150.227,8322,7/27/2014,31,210,Jul_27,16:30:44,7/27/14 16:30,34.655
Day,MYSE,150.227,8322,7/27/2014,30.9,216,Jul_27,16:30:46,7/27/14 16:30,34.486226
Day,MYSE,150.227,8322,7/27/2014,31,215,Jul_27,16:31:41,7/27/14 16:31,34.655
Day,MYSE,150.227,8322,7/27/2014,31,216,Jul_27,16:31:43,7/27/14 16:31,34.655
Day,MYSE,150.227,8322,7/27/2014,31,215,Jul_27,16:31:45,7/27/14 16:31,34.655
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:31:47,7/27/14 16:31,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:32:41,7/27/14 16:32,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,214,Jul_27,16:32:43,7/27/14 16:32,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:32:45,7/27/14 16:32,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:32:47,7/27/14 16:32,34.486226
Day,MYSE,150.227,8322,7/27/2014,31.1,213,Jul_27,16:33:41,7/27/14 16:33,34.821034
Day,MYSE,150.227,8322,7/27/2014,31,208,Jul_27,16:33:43,7/27/14 16:33,34.655
Day,MYSE,150.227,8322,7/27/2014,31,210,Jul_27,16:33:45,7/27/14 16:33,34.655
Day,MYSE,150.227,8322,7/27/2014,31,212,Jul_27,16:33:47,7/27/14 16:33,34.655
Day,MYSE,150.227,8322,7/27/2014,31,214,Jul_27,16:34:41,7/27/14 16:34,34.655
Day,MYSE,150.227,8322,7/27/2014,31,213,Jul_27,16:34:43,7/27/14 16:34,34.655
Day,MYSE,150.227,8322,7/27/2014,31,212,Jul_27,16:34:44,7/27/14 16:34,34.655
Day,MYSE,150.227,8322,7/27/2014,31,213,Jul_27,16:34:46,7/27/14 16:34,34.655
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:35:41,7/27/14 16:35,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,220,Jul_27,16:35:43,7/27/14 16:35,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,218,Jul_27,16:35:45,7/27/14 16:35,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:35:46,7/27/14 16:35,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.8,213,Jul_27,16:36:41,7/27/14 16:36,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,210,Jul_27,16:36:43,7/27/14 16:36,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,214,Jul_27,16:36:45,7/27/14 16:36,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,208,Jul_27,16:36:47,7/27/14 16:36,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,212,Jul_27,16:37:41,7/27/14 16:37,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,212,Jul_27,16:37:43,7/27/14 16:37,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,212,Jul_27,16:37:45,7/27/14 16:37,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,213,Jul_27,16:37:47,7/27/14 16:37,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,215,Jul_27,16:38:40,7/27/14 16:38,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,205,Jul_27,16:38:42,7/27/14 16:38,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,216,Jul_27,16:38:44,7/27/14 16:38,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,217,Jul_27,16:38:46,7/27/14 16:38,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,214,Jul_27,16:38:47,7/27/14 16:38,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,212,Jul_27,16:39:40,7/27/14 16:39,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,217,Jul_27,16:39:42,7/27/14 16:39,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,217,Jul_27,16:39:44,7/27/14 16:39,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,215,Jul_27,16:39:46,7/27/14 16:39,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,209,Jul_27,16:40:40,7/27/14 16:40,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,211,Jul_27,16:40:42,7/27/14 16:40,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,210,Jul_27,16:40:44,7/27/14 16:40,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,217,Jul_27,16:40:46,7/27/14 16:40,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,214,Jul_27,16:41:41,7/27/14 16:41,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,210,Jul_27,16:41:43,7/27/14 16:41,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,211,Jul_27,16:41:45,7/27/14 16:41,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,211,Jul_27,16:41:47,7/27/14 16:41,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.9,209,Jul_27,16:42:41,7/27/14 16:42,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,211,Jul_27,16:42:43,7/27/14 16:42,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,218,Jul_27,16:42:45,7/27/14 16:42,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.8,214,Jul_27,16:42:47,7/27/14 16:42,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.9,210,Jul_27,16:43:41,7/27/14 16:43,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,209,Jul_27,16:43:43,7/27/14 16:43,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,210,Jul_27,16:43:45,7/27/14 16:43,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,207,Jul_27,16:43:47,7/27/14 16:43,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,214,Jul_27,16:44:41,7/27/14 16:44,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,214,Jul_27,16:44:43,7/27/14 16:44,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:44:45,7/27/14 16:44,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:44:47,7/27/14 16:44,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,210,Jul_27,16:45:40,7/27/14 16:45,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,211,Jul_27,16:45:42,7/27/14 16:45,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:45:44,7/27/14 16:45,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:45:45,7/27/14 16:45,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,210,Jul_27,16:45:47,7/27/14 16:45,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,219,Jul_27,16:46:40,7/27/14 16:46,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:46:42,7/27/14 16:46,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:46:44,7/27/14 16:46,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,216,Jul_27,16:46:46,7/27/14 16:46,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:47:40,7/27/14 16:47,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,220,Jul_27,16:47:42,7/27/14 16:47,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,216,Jul_27,16:47:44,7/27/14 16:47,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,207,Jul_27,16:47:46,7/27/14 16:47,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.8,215,Jul_27,16:48:40,7/27/14 16:48,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,214,Jul_27,16:48:42,7/27/14 16:48,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,214,Jul_27,16:48:44,7/27/14 16:48,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.8,213,Jul_27,16:48:46,7/27/14 16:48,34.314688
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:49:42,7/27/14 16:49,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:49:44,7/27/14 16:49,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,211,Jul_27,16:49:45,7/27/14 16:49,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:49:47,7/27/14 16:49,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,210,Jul_27,16:50:42,7/27/14 16:50,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,214,Jul_27,16:50:44,7/27/14 16:50,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,219,Jul_27,16:50:46,7/27/14 16:50,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,208,Jul_27,16:50:48,7/27/14 16:50,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:51:42,7/27/14 16:51,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,210,Jul_27,16:51:44,7/27/14 16:51,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:51:46,7/27/14 16:51,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,214,Jul_27,16:51:48,7/27/14 16:51,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,218,Jul_27,16:52:42,7/27/14 16:52,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,214,Jul_27,16:52:44,7/27/14 16:52,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,214,Jul_27,16:52:46,7/27/14 16:52,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:52:48,7/27/14 16:52,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,211,Jul_27,16:53:41,7/27/14 16:53,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:53:42,7/27/14 16:53,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,215,Jul_27,16:53:44,7/27/14 16:53,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,213,Jul_27,16:53:46,7/27/14 16:53,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,214,Jul_27,16:53:48,7/27/14 16:53,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,212,Jul_27,16:54:41,7/27/14 16:54,34.486226
Day,MYSE,150.227,8322,7/27/2014,30.9,209,Jul_27,16:54:43,7/27/14 16:54,34.486226
