Bat freq,Species,Datalogger,Download date,Recording date,Time,Channel,BPM,Antenna,Power,Day,Date_Time,Temp
150.189,MYSE,8322,7/15/2014,7/13/2014,11:45:44,4,16.7,AH0,151,Day,7/13/2014 11:45,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:46:02,4,16.7,AH0,151,Day,7/13/2014 11:46,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:46:06,4,16.7,AH0,151,Day,7/13/2014 11:46,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:46:20,4,16.7,AH0,150,Day,7/13/2014 11:46,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:46:24,4,16.7,AH0,151,Day,7/13/2014 11:46,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:46:42,4,16.7,AH0,150,Day,7/13/2014 11:46,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:46:45,4,16.7,AH0,149,Day,7/13/2014 11:46,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:47:03,4,16.7,AH0,150,Day,7/13/2014 11:47,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:47:21,4,16.7,AH0,151,Day,7/13/2014 11:47,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:47:25,4,16.7,AH0,151,Day,7/13/2014 11:47,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:47:43,4,16.7,AH0,150,Day,7/13/2014 11:47,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:48:01,4,16.7,AH0,149,Day,7/13/2014 11:48,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:48:04,4,16.7,AH0,150,Day,7/13/2014 11:48,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:48:22,4,16.7,AH0,151,Day,7/13/2014 11:48,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:48:26,4,16.7,AH0,149,Day,7/13/2014 11:48,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:48:40,4,16.7,AH0,150,Day,7/13/2014 11:48,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:48:44,4,16.7,AH0,150,Day,7/13/2014 11:48,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:49:02,4,16.7,AH0,149,Day,7/13/2014 11:49,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:49:06,4,16.7,AH0,150,Day,7/13/2014 11:49,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:49:24,4,16.7,AH0,150,Day,7/13/2014 11:49,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:49:42,4,16.7,AH0,151,Day,7/13/2014 11:49,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:49:45,4,16.7,AH0,151,Day,7/13/2014 11:49,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:50:02,4,16.7,AH0,151,Day,7/13/2014 11:50,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:50:20,4,16.7,AH0,152,Day,7/13/2014 11:50,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:50:24,4,16.7,AH0,151,Day,7/13/2014 11:50,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:50:42,4,16.7,AH0,149,Day,7/13/2014 11:50,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:50:45,4,16.7,AH0,150,Day,7/13/2014 11:50,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:51:00,4,16.7,AH0,151,Day,7/13/2014 11:51,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:51:03,4,16.7,AH0,151,Day,7/13/2014 11:51,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:51:21,4,16.7,AH0,153,Day,7/13/2014 11:51,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:51:25,4,16.7,AH0,152,Day,7/13/2014 11:51,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:51:39,4,16.7,AH0,150,Day,7/13/2014 11:51,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:51:43,4,16.7,AH0,149,Day,7/13/2014 11:51,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:52:01,4,16.7,AH0,150,Day,7/13/2014 11:52,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:52:04,4,16.7,AH0,150,Day,7/13/2014 11:52,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:52:22,4,16.7,AH0,151,Day,7/13/2014 11:52,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:52:40,4,16.7,AH0,150,Day,7/13/2014 11:52,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:52:44,4,16.7,AH0,149,Day,7/13/2014 11:52,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:53:02,4,16.7,AH0,148,Day,7/13/2014 11:53,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:53:05,4,16.7,AH0,149,Day,7/13/2014 11:53,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:53:20,4,16.7,AH0,150,Day,7/13/2014 11:53,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:53:23,4,16.7,AH0,150,Day,7/13/2014 11:53,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:53:41,4,16.7,AH0,147,Day,7/13/2014 11:53,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:53:45,4,16.7,AH0,150,Day,7/13/2014 11:53,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:53:59,4,16.7,AH0,151,Day,7/13/2014 11:53,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:54:03,4,16.7,AH0,151,Day,7/13/2014 11:54,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:54:21,4,16.7,AH0,149,Day,7/13/2014 11:54,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:54:24,4,16.7,AH0,149,Day,7/13/2014 11:54,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:54:42,4,16.7,AH0,149,Day,7/13/2014 11:54,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:55:00,4,16.7,AH0,148,Day,7/13/2014 11:55,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:55:04,4,16.7,AH0,150,Day,7/13/2014 11:55,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:55:22,4,16.7,AH0,148,Day,7/13/2014 11:55,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:55:25,4,16.7,AH0,150,Day,7/13/2014 11:55,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:55:40,4,16.7,AH0,150,Day,7/13/2014 11:55,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:55:43,4,16.7,AH0,149,Day,7/13/2014 11:55,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:56:01,4,16.7,AH0,149,Day,7/13/2014 11:56,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:56:05,4,16.7,AH0,151,Day,7/13/2014 11:56,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:56:19,4,16.7,AH0,150,Day,7/13/2014 11:56,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:56:23,4,16.7,AH0,151,Day,7/13/2014 11:56,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:56:40,4,16.7,AH0,150,Day,7/13/2014 11:56,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:56:44,4,16.7,AH0,150,Day,7/13/2014 11:56,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:57:02,4,16.7,AH0,149,Day,7/13/2014 11:57,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:57:20,4,16.7,AH0,147,Day,7/13/2014 11:57,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:57:23,4,16.7,AH0,148,Day,7/13/2014 11:57,17.7699277
150.189,MYSE,8322,7/15/2014,7/13/2014,11:57:41,4,16.8,AH0,148,Day,7/13/2014 11:57,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,11:57:45,4,16.8,AH0,149,Day,7/13/2014 11:57,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,11:57:59,4,16.8,AH0,150,Day,7/13/2014 11:57,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,11:58:03,4,16.8,AH0,150,Day,7/13/2014 11:58,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,11:58:21,4,16.8,AH0,148,Day,7/13/2014 11:58,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,11:58:24,4,16.8,AH0,148,Day,7/13/2014 11:58,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,11:58:42,4,16.8,AH0,148,Day,7/13/2014 11:58,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,11:59:00,4,16.8,AH0,148,Day,7/13/2014 11:59,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,11:59:04,4,16.8,AH0,149,Day,7/13/2014 11:59,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,11:59:22,4,16.8,AH0,150,Day,7/13/2014 11:59,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,11:59:40,4,16.8,AH0,148,Day,7/13/2014 11:59,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,11:59:43,4,16.8,AH0,147,Day,7/13/2014 11:59,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:00:01,4,16.8,AH0,148,Day,7/13/2014 12:00,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:00:05,4,16.8,AH0,149,Day,7/13/2014 12:00,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:00:19,4,16.8,AH0,149,Day,7/13/2014 12:00,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:00:23,4,16.8,AH0,150,Day,7/13/2014 12:00,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:00:40,4,16.8,AH0,149,Day,7/13/2014 12:00,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:00:44,4,16.8,AH0,147,Day,7/13/2014 12:00,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:01:02,4,16.8,AH0,150,Day,7/13/2014 12:01,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:01:20,4,16.8,AH0,148,Day,7/13/2014 12:01,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:01:23,4,16.8,AH0,149,Day,7/13/2014 12:01,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:01:41,4,16.8,AH0,147,Day,7/13/2014 12:01,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:01:45,4,16.8,AH0,148,Day,7/13/2014 12:01,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:01:59,4,16.8,AH0,147,Day,7/13/2014 12:01,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:02:03,4,16.8,AH0,146,Day,7/13/2014 12:02,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:02:21,4,16.8,AH0,149,Day,7/13/2014 12:02,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:02:24,4,16.8,AH0,148,Day,7/13/2014 12:02,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:02:42,4,16.8,AH0,150,Day,7/13/2014 12:02,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:03:00,4,16.8,AH0,147,Day,7/13/2014 12:03,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:03:03,4,16.8,AH0,147,Day,7/13/2014 12:03,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:03:21,4,16.8,AH0,147,Day,7/13/2014 12:03,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:03:25,4,16.8,AH0,149,Day,7/13/2014 12:03,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:03:39,4,16.8,AH0,148,Day,7/13/2014 12:03,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:03:43,4,16.8,AH0,146,Day,7/13/2014 12:03,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:04:01,4,16.8,AH0,148,Day,7/13/2014 12:04,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:04:04,4,16.8,AH0,148,Day,7/13/2014 12:04,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:04:22,4,16.8,AH0,151,Day,7/13/2014 12:04,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:04:40,4,16.8,AH0,150,Day,7/13/2014 12:04,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:04:44,4,16.8,AH0,151,Day,7/13/2014 12:04,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:05:01,4,16.8,AH0,149,Day,7/13/2014 12:05,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:05:05,4,16.8,AH0,147,Day,7/13/2014 12:05,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:05:19,4,16.8,AH0,146,Day,7/13/2014 12:05,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:05:23,4,16.8,AH0,146,Day,7/13/2014 12:05,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:05:41,4,16.8,AH0,147,Day,7/13/2014 12:05,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:05:44,4,16.8,AH0,148,Day,7/13/2014 12:05,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:06:02,4,16.8,AH0,146,Day,7/13/2014 12:06,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:06:20,4,16.8,AH0,147,Day,7/13/2014 12:06,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:06:24,4,16.8,AH0,149,Day,7/13/2014 12:06,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:06:41,4,16.8,AH0,147,Day,7/13/2014 12:06,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:06:45,4,16.8,AH0,148,Day,7/13/2014 12:06,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:06:59,4,16.8,AH0,149,Day,7/13/2014 12:06,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:07:03,4,16.8,AH0,149,Day,7/13/2014 12:07,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:07:21,4,16.8,AH0,150,Day,7/13/2014 12:07,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:07:24,4,16.8,AH0,150,Day,7/13/2014 12:07,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:07:42,4,16.8,AH0,154,Day,7/13/2014 12:07,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:08:00,4,16.8,AH0,156,Day,7/13/2014 12:08,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:08:03,4,16.8,AH0,157,Day,7/13/2014 12:08,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:08:21,4,16.8,AH0,151,Day,7/13/2014 12:08,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:08:25,4,16.8,AH0,154,Day,7/13/2014 12:08,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:08:39,4,16.8,AH0,153,Day,7/13/2014 12:08,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:08:43,4,16.8,AH0,157,Day,7/13/2014 12:08,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:09:01,4,16.8,AH0,158,Day,7/13/2014 12:09,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:09:04,4,16.8,AH0,158,Day,7/13/2014 12:09,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:09:22,4,16.8,AH0,157,Day,7/13/2014 12:09,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:09:40,4,16.8,AH0,156,Day,7/13/2014 12:09,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:09:43,4,16.8,AH0,156,Day,7/13/2014 12:09,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:10:01,4,16.8,AH0,156,Day,7/13/2014 12:10,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:10:05,4,16.8,AH0,158,Day,7/13/2014 12:10,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:10:19,4,16.8,AH0,152,Day,7/13/2014 12:10,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:10:22,4,16.8,AH0,154,Day,7/13/2014 12:10,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:10:40,4,16.8,AH0,146,Day,7/13/2014 12:10,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:10:44,4,16.8,AH0,150,Day,7/13/2014 12:10,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:11:02,4,16.8,AH0,154,Day,7/13/2014 12:11,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:11:19,4,16.8,AH0,155,Day,7/13/2014 12:11,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:11:23,4,16.8,AH0,154,Day,7/13/2014 12:11,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:11:41,4,16.9,AH0,154,Day,7/13/2014 12:11,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:11:44,4,16.8,AH0,155,Day,7/13/2014 12:11,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:11:59,4,16.9,AH0,158,Day,7/13/2014 12:11,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:12:02,4,16.8,AH0,156,Day,7/13/2014 12:12,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:12:20,4,16.8,AH0,156,Day,7/13/2014 12:12,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:12:24,4,16.9,AH0,156,Day,7/13/2014 12:12,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:12:41,4,16.9,AH0,156,Day,7/13/2014 12:12,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:12:45,4,16.9,AH0,155,Day,7/13/2014 12:12,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:12:59,4,16.8,AH0,153,Day,7/13/2014 12:12,18.0140048
150.189,MYSE,8322,7/15/2014,7/13/2014,12:13:03,4,16.9,AH0,153,Day,7/13/2014 12:13,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:13:21,4,16.9,AH0,157,Day,7/13/2014 12:13,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:13:24,4,16.9,AH0,158,Day,7/13/2014 12:13,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:13:42,4,16.9,AH0,155,Day,7/13/2014 12:13,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:14:00,4,16.9,AH0,154,Day,7/13/2014 12:14,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:14:03,4,16.9,AH0,152,Day,7/13/2014 12:14,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:14:21,4,16.9,AH0,154,Day,7/13/2014 12:14,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:14:25,4,16.9,AH0,156,Day,7/13/2014 12:14,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:14:39,4,16.9,AH0,153,Day,7/13/2014 12:14,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:14:42,4,16.9,AH0,154,Day,7/13/2014 12:14,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:15:00,4,16.9,AH0,156,Day,7/13/2014 12:15,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:15:04,4,16.9,AH0,153,Day,7/13/2014 12:15,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:15:22,4,16.9,AH0,144,Day,7/13/2014 12:15,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:15:39,4,16.9,AH0,155,Day,7/13/2014 12:15,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:15:43,4,16.9,AH0,157,Day,7/13/2014 12:15,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:16:01,4,16.9,AH0,156,Day,7/13/2014 12:16,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:16:04,4,16.9,AH0,156,Day,7/13/2014 12:16,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:16:22,4,16.9,AH0,154,Day,7/13/2014 12:16,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:16:40,4,16.9,AH0,152,Day,7/13/2014 12:16,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:16:43,4,16.9,AH0,156,Day,7/13/2014 12:16,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:17:01,4,16.9,AH0,155,Day,7/13/2014 12:17,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:17:05,4,16.9,AH0,154,Day,7/13/2014 12:17,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:17:19,4,16.9,AH0,157,Day,7/13/2014 12:17,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:17:22,4,16.9,AH0,156,Day,7/13/2014 12:17,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:17:40,4,16.9,AH0,156,Day,7/13/2014 12:17,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:17:44,4,16.9,AH0,159,Day,7/13/2014 12:17,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:18:01,4,16.9,AH0,160,Day,7/13/2014 12:18,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:18:19,4,16.9,AH0,151,Day,7/13/2014 12:18,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:18:23,4,16.9,AH0,150,Day,7/13/2014 12:18,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:18:41,4,16.9,AH0,159,Day,7/13/2014 12:18,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:18:44,4,16.9,AH0,155,Day,7/13/2014 12:18,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:19:02,4,16.9,AH0,125,Day,7/13/2014 12:19,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:19:20,4,16.9,AH0,155,Day,7/13/2014 12:19,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:19:23,4,16.9,AH0,147,Day,7/13/2014 12:19,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:19:41,4,16.9,AH0,141,Day,7/13/2014 12:19,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:19:44,4,16.9,AH0,126,Day,7/13/2014 12:19,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:19:59,4,16.9,AH0,87,Day,7/13/2014 12:19,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:20:02,4,16.9,AH0,92,Day,7/13/2014 12:20,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:20:20,4,16.9,AH0,90,Day,7/13/2014 12:20,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:20:23,4,16.9,AH0,88,Day,7/13/2014 12:20,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:20:41,4,16.9,AH0,93,Day,7/13/2014 12:20,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:20:45,4,16.9,AH0,89,Day,7/13/2014 12:20,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:20:59,4,16.9,AH0,90,Day,7/13/2014 12:20,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:21:03,4,16.9,AH0,92,Day,7/13/2014 12:21,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:21:20,4,16.9,AH0,148,Day,7/13/2014 12:21,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:21:24,4,16.9,AH0,136,Day,7/13/2014 12:21,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:21:42,4,16.9,AH0,142,Day,7/13/2014 12:21,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:21:59,4,16.9,AH0,148,Day,7/13/2014 12:21,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:22:03,4,16.9,AH0,148,Day,7/13/2014 12:22,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:22:21,4,16.9,AH0,152,Day,7/13/2014 12:22,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:22:24,4,16.9,AH0,149,Day,7/13/2014 12:22,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:22:42,4,16.9,AH0,144,Day,7/13/2014 12:22,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:23:00,4,16.9,AH0,134,Day,7/13/2014 12:23,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:23:03,4,16.9,AH0,131,Day,7/13/2014 12:23,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:23:21,4,16.9,AH0,126,Day,7/13/2014 12:23,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:23:24,4,16.9,AH0,125,Day,7/13/2014 12:23,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:23:39,4,16.9,AH0,122,Day,7/13/2014 12:23,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:23:42,4,16.9,AH0,121,Day,7/13/2014 12:23,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:24:00,4,16.9,AH0,116,Day,7/13/2014 12:24,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:24:03,4,16.9,AH0,116,Day,7/13/2014 12:24,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:24:21,4,16.9,AH0,111,Day,7/13/2014 12:24,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:24:25,4,16.9,AH0,111,Day,7/13/2014 12:24,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:24:39,4,16.9,AH0,110,Day,7/13/2014 12:24,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:24:42,4,16.9,AH0,109,Day,7/13/2014 12:24,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:25:00,4,16.9,AH0,143,Day,7/13/2014 12:25,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:25:04,4,16.9,AH0,143,Day,7/13/2014 12:25,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:25:21,4,16.9,AH0,150,Day,7/13/2014 12:25,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:25:25,4,16.9,AH0,149,Day,7/13/2014 12:25,18.2565271
150.189,MYSE,8322,7/15/2014,7/13/2014,12:25:39,4,17,AH0,150,Day,7/13/2014 12:25,18.4975
