Bat freq,Species,Datalogger,Download date,Recording date,Time,Channel,BPM,Power,Date_time,Temp,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:25:39,11,32.3,108,8/6/14 18:25,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:25:40,11,32.3,97,8/6/14 18:25,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:25:42,11,32.3,100,8/6/14 18:25,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:26:06,11,32.2,117,8/6/14 18:26,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:26:08,11,32.2,117,8/6/14 18:26,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:26:10,11,32.2,108,8/6/14 18:26,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:26:12,11,32.2,121,8/6/14 18:26,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:26:38,11,32.2,74,8/6/14 18:26,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:26:40,11,32.2,74,8/6/14 18:26,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:26:42,11,32.2,90,8/6/14 18:26,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:27:06,11,31.9,100,8/6/14 18:27,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:27:08,11,32,102,8/6/14 18:27,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:27:10,11,32,91,8/6/14 18:27,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:27:12,11,31.9,93,8/6/14 18:27,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:27:37,11,31.7,104,8/6/14 18:27,35.7471882,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:27:38,11,31.7,108,8/6/14 18:27,35.7471882,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:27:40,11,31.7,105,8/6/14 18:27,35.7471882,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:27:42,11,31.8,106,8/6/14 18:27,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:28:07,11,32,105,8/6/14 18:28,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:28:09,11,32,103,8/6/14 18:28,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:28:10,11,32,113,8/6/14 18:28,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:28:12,11,32,112,8/6/14 18:28,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:28:37,11,32.2,113,8/6/14 18:28,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:28:39,11,32.2,122,8/6/14 18:28,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:28:40,11,32.2,121,8/6/14 18:28,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:29:06,11,32.2,121,8/6/14 18:29,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:29:08,11,32.2,113,8/6/14 18:29,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:29:10,11,32.2,116,8/6/14 18:29,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:29:12,11,32.2,119,8/6/14 18:29,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:29:36,11,32.3,122,8/6/14 18:29,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:29:38,11,32.3,122,8/6/14 18:29,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:29:40,11,32.3,119,8/6/14 18:29,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:29:42,11,32.3,123,8/6/14 18:29,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:30:06,11,32.2,112,8/6/14 18:30,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:30:08,11,32.2,125,8/6/14 18:30,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:30:10,11,32.2,128,8/6/14 18:30,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:30:12,11,32.2,111,8/6/14 18:30,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:30:36,11,32.2,103,8/6/14 18:30,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:30:38,11,32.2,120,8/6/14 18:30,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:30:40,11,32.2,116,8/6/14 18:30,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:30:41,11,32.2,117,8/6/14 18:30,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:31:06,11,32.2,116,8/6/14 18:31,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:31:08,11,32.2,119,8/6/14 18:31,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:31:09,11,32.2,117,8/6/14 18:31,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:31:11,11,32.2,118,8/6/14 18:31,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:31:35,11,32.3,116,8/6/14 18:31,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:31:37,11,32.3,117,8/6/14 18:31,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:31:39,11,32.3,117,8/6/14 18:31,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:31:41,11,32.3,115,8/6/14 18:31,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:31:43,11,32.3,116,8/6/14 18:31,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:32:05,11,32.3,117,8/6/14 18:32,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:32:07,11,32.3,115,8/6/14 18:32,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:32:09,11,32.3,114,8/6/14 18:32,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:32:11,11,32.3,117,8/6/14 18:32,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:32:13,11,32.3,117,8/6/14 18:32,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:32:35,11,32.2,111,8/6/14 18:32,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:32:37,11,32.2,109,8/6/14 18:32,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:32:39,11,32.2,112,8/6/14 18:32,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:32:41,11,32.2,112,8/6/14 18:32,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:32:42,11,32.2,111,8/6/14 18:32,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:33:07,11,32.2,116,8/6/14 18:33,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:33:09,11,32.2,113,8/6/14 18:33,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:33:10,11,32.1,114,8/6/14 18:33,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:33:12,11,32.1,114,8/6/14 18:33,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:33:37,11,32.1,117,8/6/14 18:33,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:33:38,11,32.1,116,8/6/14 18:33,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:33:40,11,32.1,114,8/6/14 18:33,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:33:42,11,32.1,116,8/6/14 18:33,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:34:06,11,32.1,120,8/6/14 18:34,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:34:08,11,32.1,118,8/6/14 18:34,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:34:10,11,32.1,117,8/6/14 18:34,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:34:12,11,32.1,118,8/6/14 18:34,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:34:36,11,32.1,114,8/6/14 18:34,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:34:38,11,32.1,116,8/6/14 18:34,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:34:40,11,32.1,111,8/6/14 18:34,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:34:42,11,32.1,114,8/6/14 18:34,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:35:06,11,32.1,117,8/6/14 18:35,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:35:08,11,32.1,115,8/6/14 18:35,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:35:10,11,32.1,113,8/6/14 18:35,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:35:12,11,32.1,118,8/6/14 18:35,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:35:36,11,32.2,113,8/6/14 18:35,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:35:38,11,32.2,114,8/6/14 18:35,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:35:40,11,32.2,114,8/6/14 18:35,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:35:42,11,32.2,116,8/6/14 18:35,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:36:06,11,32.2,111,8/6/14 18:36,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:36:08,11,32.2,115,8/6/14 18:36,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:36:10,11,32.2,115,8/6/14 18:36,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:36:12,11,32.2,115,8/6/14 18:36,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:36:36,11,32.2,118,8/6/14 18:36,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:36:38,11,32.2,116,8/6/14 18:36,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:36:39,11,32.2,118,8/6/14 18:36,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:36:41,11,32.2,118,8/6/14 18:36,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:37:06,11,32.1,118,8/6/14 18:37,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:37:07,11,32.1,118,8/6/14 18:37,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:37:09,11,32.1,120,8/6/14 18:37,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:37:11,11,32.1,119,8/6/14 18:37,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:37:36,11,32,119,8/6/14 18:37,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:37:37,11,32,120,8/6/14 18:37,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:37:39,11,31.9,121,8/6/14 18:37,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:37:41,11,31.9,122,8/6/14 18:37,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:38:06,11,31.9,119,8/6/14 18:38,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:38:08,11,31.9,117,8/6/14 18:38,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:38:09,11,31.9,118,8/6/14 18:38,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:38:11,11,31.9,116,8/6/14 18:38,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:38:36,11,31.8,109,8/6/14 18:38,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:38:38,11,31.8,109,8/6/14 18:38,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:38:40,11,31.8,111,8/6/14 18:38,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:38:41,11,31.8,110,8/6/14 18:38,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:39:06,11,31.8,115,8/6/14 18:39,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:39:08,11,31.8,115,8/6/14 18:39,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:39:10,11,31.8,117,8/6/14 18:39,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:39:12,11,31.8,114,8/6/14 18:39,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:39:36,11,31.7,118,8/6/14 18:39,35.7471882,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:39:38,11,31.7,118,8/6/14 18:39,35.7471882,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:39:40,11,31.7,116,8/6/14 18:39,35.7471882,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:39:42,11,31.7,121,8/6/14 18:39,35.7471882,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:40:07,11,31.8,117,8/6/14 18:40,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:40:08,11,31.8,114,8/6/14 18:40,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:40:10,11,31.8,117,8/6/14 18:40,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:40:12,11,31.8,116,8/6/14 18:40,35.8949728,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:40:35,11,32.2,115,8/6/14 18:40,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:40:37,11,31.9,115,8/6/14 18:40,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:40:39,11,31.9,120,8/6/14 18:40,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:40:40,11,31.9,119,8/6/14 18:40,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:40:42,11,31.9,117,8/6/14 18:40,36.0404366,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:41:05,11,32,116,8/6/14 18:41,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:41:07,11,32,116,8/6/14 18:41,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:41:09,11,32,119,8/6/14 18:41,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:41:11,11,32,120,8/6/14 18:41,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:41:12,11,32,119,8/6/14 18:41,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:41:35,11,32,118,8/6/14 18:41,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:41:37,11,32,120,8/6/14 18:41,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:41:39,11,32,120,8/6/14 18:41,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:41:41,11,32,115,8/6/14 18:41,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:41:42,11,32,119,8/6/14 18:41,36.1836,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:42:05,11,32.1,117,8/6/14 18:42,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:42:07,11,32.1,120,8/6/14 18:42,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:42:09,11,32.1,119,8/6/14 18:42,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:42:11,11,32.1,118,8/6/14 18:42,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:42:12,11,32.1,117,8/6/14 18:42,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:42:35,11,32.1,118,8/6/14 18:42,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:42:37,11,32.1,113,8/6/14 18:42,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:42:39,11,32.1,117,8/6/14 18:42,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:42:40,11,32.1,115,8/6/14 18:42,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:42:42,11,32.1,112,8/6/14 18:42,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:43:07,11,32.1,115,8/6/14 18:43,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:43:08,11,32.1,117,8/6/14 18:43,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:43:10,11,32.1,119,8/6/14 18:43,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:43:12,11,32.1,120,8/6/14 18:43,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:43:37,11,32.1,117,8/6/14 18:43,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:43:38,11,32.1,119,8/6/14 18:43,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:43:40,11,32.1,119,8/6/14 18:43,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:43:42,11,32.1,118,8/6/14 18:43,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:44:06,11,32.1,117,8/6/14 18:44,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:44:08,11,32.1,120,8/6/14 18:44,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:44:10,11,32.1,118,8/6/14 18:44,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:44:12,11,32.1,117,8/6/14 18:44,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:44:36,11,32.1,119,8/6/14 18:44,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:44:38,11,32.1,122,8/6/14 18:44,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:44:40,11,32.1,121,8/6/14 18:44,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:44:42,11,32.1,121,8/6/14 18:44,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:45:06,11,32.1,118,8/6/14 18:45,36.3244834,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:45:08,11,32.2,123,8/6/14 18:45,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:45:10,11,32.2,122,8/6/14 18:45,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:45:12,11,32.2,121,8/6/14 18:45,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:45:36,11,32.2,118,8/6/14 18:45,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:45:38,11,32.2,118,8/6/14 18:45,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:45:40,11,32.2,117,8/6/14 18:45,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:45:42,11,32.2,119,8/6/14 18:45,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:46:06,11,32.2,120,8/6/14 18:46,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:46:08,11,32.2,121,8/6/14 18:46,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:46:10,11,32.2,120,8/6/14 18:46,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:46:11,11,32.2,120,8/6/14 18:46,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:46:36,11,32.2,121,8/6/14 18:46,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:46:38,11,32.2,125,8/6/14 18:46,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:46:39,11,32.2,125,8/6/14 18:46,36.4631072,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:46:41,11,32.3,122,8/6/14 18:46,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:47:05,11,32.3,121,8/6/14 18:47,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:47:07,11,32.3,123,8/6/14 18:47,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:47:09,11,32.3,121,8/6/14 18:47,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:47:11,11,32.3,122,8/6/14 18:47,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:47:35,11,32.3,122,8/6/14 18:47,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:47:37,11,32.3,119,8/6/14 18:47,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:47:39,11,32.3,121,8/6/14 18:47,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:47:41,11,32.3,122,8/6/14 18:47,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:47:43,11,32.3,120,8/6/14 18:47,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:48:05,11,32.3,119,8/6/14 18:48,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:48:07,11,32.3,120,8/6/14 18:48,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:48:09,11,32.3,117,8/6/14 18:48,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:48:10,11,32.3,117,8/6/14 18:48,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:48:12,11,32.3,113,8/6/14 18:48,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:48:36,11,32.3,119,8/6/14 18:48,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:48:38,11,32.3,119,8/6/14 18:48,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:48:40,11,32.3,119,8/6/14 18:48,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:48:42,11,32.3,120,8/6/14 18:48,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:49:06,11,32.3,117,8/6/14 18:49,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:49:08,11,32.3,122,8/6/14 18:49,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:49:10,11,32.3,120,8/6/14 18:49,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:49:12,11,32.3,120,8/6/14 18:49,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:49:36,11,32.3,119,8/6/14 18:49,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:49:38,11,32.3,121,8/6/14 18:49,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:49:40,11,32.3,118,8/6/14 18:49,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:49:41,11,32.3,120,8/6/14 18:49,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:50:06,11,32.3,119,8/6/14 18:50,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:50:07,11,32.3,118,8/6/14 18:50,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:50:09,11,32.3,122,8/6/14 18:50,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:50:11,11,32.3,120,8/6/14 18:50,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:50:35,11,32.3,122,8/6/14 18:50,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:50:37,11,32.3,120,8/6/14 18:50,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:50:39,11,32.3,119,8/6/14 18:50,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:50:41,11,32.3,121,8/6/14 18:50,36.5994918,Day
150.313,MYSO,8321,2014/08/16,2014/08/06,18:50:43,11,32.3,119,8/6/14 18:50,36.5994918,Day
