Bat freq,Species,Datalogger,Download date,Recording date,Time,Channel,Day,Date_Time,BPM
150.073,MYSE,8443,2014/08/01,2014/07/30,15:14:44,1,Day,7/30/14 15:14,23.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:14:47,1,Day,7/30/14 15:14,23.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:14:49,1,Day,7/30/14 15:14,23.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:15:44,1,Day,7/30/14 15:15,24.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:15:46,1,Day,7/30/14 15:15,24.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:15:49,1,Day,7/30/14 15:15,24.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:16:44,1,Day,7/30/14 15:16,23.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:16:46,1,Day,7/30/14 15:16,23.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:16:49,1,Day,7/30/14 15:16,23.6
150.073,MYSE,8443,2014/08/01,2014/07/30,15:17:45,1,Day,7/30/14 15:17,24
150.073,MYSE,8443,2014/08/01,2014/07/30,15:17:47,1,Day,7/30/14 15:17,24
150.073,MYSE,8443,2014/08/01,2014/07/30,15:17:50,1,Day,7/30/14 15:17,24
150.073,MYSE,8443,2014/08/01,2014/07/30,15:18:45,1,Day,7/30/14 15:18,26.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:18:47,1,Day,7/30/14 15:18,26.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:18:49,1,Day,7/30/14 15:18,26.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:19:43,1,Day,7/30/14 15:19,28.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:19:45,1,Day,7/30/14 15:19,28.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:19:47,1,Day,7/30/14 15:19,28.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:19:49,1,Day,7/30/14 15:19,28.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:20:42,1,Day,7/30/14 15:20,28.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:20:44,1,Day,7/30/14 15:20,28.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:20:46,1,Day,7/30/14 15:20,28.7
150.073,MYSE,8443,2014/08/01,2014/07/30,15:20:48,1,Day,7/30/14 15:20,28.7
150.073,MYSE,8443,2014/08/01,2014/07/30,15:21:42,1,Day,7/30/14 15:21,29.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:21:44,1,Day,7/30/14 15:21,29.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:21:46,1,Day,7/30/14 15:21,29.6
150.073,MYSE,8443,2014/08/01,2014/07/30,15:21:48,1,Day,7/30/14 15:21,29.6
150.073,MYSE,8443,2014/08/01,2014/07/30,15:22:43,1,Day,7/30/14 15:22,26.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:22:45,1,Day,7/30/14 15:22,26.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:22:47,1,Day,7/30/14 15:22,26.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:23:42,1,Day,7/30/14 15:23,25.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:23:45,1,Day,7/30/14 15:23,25.7
150.073,MYSE,8443,2014/08/01,2014/07/30,15:23:47,1,Day,7/30/14 15:23,25.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:24:43,1,Day,7/30/14 15:24,23.7
150.073,MYSE,8443,2014/08/01,2014/07/30,15:24:45,1,Day,7/30/14 15:24,23.7
150.073,MYSE,8443,2014/08/01,2014/07/30,15:24:48,1,Day,7/30/14 15:24,23.7
150.073,MYSE,8443,2014/08/01,2014/07/30,15:25:43,1,Day,7/30/14 15:25,23.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:25:46,1,Day,7/30/14 15:25,23.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:25:49,1,Day,7/30/14 15:25,23.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:26:42,1,Day,7/30/14 15:26,23.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:26:45,1,Day,7/30/14 15:26,23.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:26:47,1,Day,7/30/14 15:26,23.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:27:43,1,Day,7/30/14 15:27,22
150.073,MYSE,8443,2014/08/01,2014/07/30,15:27:46,1,Day,7/30/14 15:27,22
150.073,MYSE,8443,2014/08/01,2014/07/30,15:27:49,1,Day,7/30/14 15:27,21.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:28:44,1,Day,7/30/14 15:28,23.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:28:47,1,Day,7/30/14 15:28,23.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:28:49,1,Day,7/30/14 15:28,23.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:29:43,1,Day,7/30/14 15:29,22.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:29:45,1,Day,7/30/14 15:29,22.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:29:48,1,Day,7/30/14 15:29,22.7
150.073,MYSE,8443,2014/08/01,2014/07/30,15:30:44,1,Day,7/30/14 15:30,22
150.073,MYSE,8443,2014/08/01,2014/07/30,15:30:47,1,Day,7/30/14 15:30,21.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:31:44,1,Day,7/30/14 15:31,22
150.073,MYSE,8443,2014/08/01,2014/07/30,15:31:46,1,Day,7/30/14 15:31,22.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:32:43,1,Day,7/30/14 15:32,22.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:32:45,1,Day,7/30/14 15:32,22.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:32:48,1,Day,7/30/14 15:32,22.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:33:43,1,Day,7/30/14 15:33,21.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:33:45,1,Day,7/30/14 15:33,21.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:33:48,1,Day,7/30/14 15:33,21.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:34:43,1,Day,7/30/14 15:34,22.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:34:46,1,Day,7/30/14 15:34,22.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:34:48,1,Day,7/30/14 15:34,22.6
150.073,MYSE,8443,2014/08/01,2014/07/30,15:35:42,1,Day,7/30/14 15:35,24.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:35:44,1,Day,7/30/14 15:35,24.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:35:47,1,Day,7/30/14 15:35,24.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:36:43,1,Day,7/30/14 15:36,24.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:36:45,1,Day,7/30/14 15:36,24.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:36:48,1,Day,7/30/14 15:36,25.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:37:42,1,Day,7/30/14 15:37,25.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:37:45,1,Day,7/30/14 15:37,25
150.073,MYSE,8443,2014/08/01,2014/07/30,15:37:47,1,Day,7/30/14 15:37,24.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:38:42,1,Day,7/30/14 15:38,25.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:38:44,1,Day,7/30/14 15:38,25.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:38:47,1,Day,7/30/14 15:38,26
150.073,MYSE,8443,2014/08/01,2014/07/30,15:38:49,1,Day,7/30/14 15:38,26.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:39:42,1,Day,7/30/14 15:39,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:39:44,1,Day,7/30/14 15:39,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:39:47,1,Day,7/30/14 15:39,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:39:49,1,Day,7/30/14 15:39,27.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:40:43,1,Day,7/30/14 15:40,26.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:40:45,1,Day,7/30/14 15:40,26.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:40:48,1,Day,7/30/14 15:40,26.7
150.073,MYSE,8443,2014/08/01,2014/07/30,15:41:43,1,Day,7/30/14 15:41,25.6
150.073,MYSE,8443,2014/08/01,2014/07/30,15:41:46,1,Day,7/30/14 15:41,25.7
150.073,MYSE,8443,2014/08/01,2014/07/30,15:41:48,1,Day,7/30/14 15:41,25.6
150.073,MYSE,8443,2014/08/01,2014/07/30,15:42:42,1,Day,7/30/14 15:42,25.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:42:44,1,Day,7/30/14 15:42,25.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:42:47,1,Day,7/30/14 15:42,26
150.073,MYSE,8443,2014/08/01,2014/07/30,15:42:49,1,Day,7/30/14 15:42,26.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:43:42,1,Day,7/30/14 15:43,26.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:43:44,1,Day,7/30/14 15:43,26.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:43:46,1,Day,7/30/14 15:43,26.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:43:49,1,Day,7/30/14 15:43,26.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:44:43,1,Day,7/30/14 15:44,25.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:44:45,1,Day,7/30/14 15:44,25.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:44:48,1,Day,7/30/14 15:44,25
150.073,MYSE,8443,2014/08/01,2014/07/30,15:45:42,1,Day,7/30/14 15:45,26
150.073,MYSE,8443,2014/08/01,2014/07/30,15:45:44,1,Day,7/30/14 15:45,26.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:45:47,1,Day,7/30/14 15:45,26.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:45:49,1,Day,7/30/14 15:45,26.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:46:42,1,Day,7/30/14 15:46,25.9
150.073,MYSE,8443,2014/08/01,2014/07/30,15:46:44,1,Day,7/30/14 15:46,25.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:46:47,1,Day,7/30/14 15:46,25.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:47:42,1,Day,7/30/14 15:47,25
150.073,MYSE,8443,2014/08/01,2014/07/30,15:47:44,1,Day,7/30/14 15:47,24.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:47:46,1,Day,7/30/14 15:47,24.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:48:41,1,Day,7/30/14 15:48,24.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:48:44,1,Day,7/30/14 15:48,24.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:48:46,1,Day,7/30/14 15:48,24
150.073,MYSE,8443,2014/08/01,2014/07/30,15:49:43,1,Day,7/30/14 15:49,25.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:49:45,1,Day,7/30/14 15:49,25.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:49:48,1,Day,7/30/14 15:49,25.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:50:43,1,Day,7/30/14 15:50,26.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:50:45,1,Day,7/30/14 15:50,26.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:50:48,1,Day,7/30/14 15:50,26.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:51:41,1,Day,7/30/14 15:51,26.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:51:44,1,Day,7/30/14 15:51,26.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:51:46,1,Day,7/30/14 15:51,26.7
150.073,MYSE,8443,2014/08/01,2014/07/30,15:51:48,1,Day,7/30/14 15:51,26.8
150.073,MYSE,8443,2014/08/01,2014/07/30,15:52:43,1,Day,7/30/14 15:52,27.6
150.073,MYSE,8443,2014/08/01,2014/07/30,15:52:45,1,Day,7/30/14 15:52,27.6
150.073,MYSE,8443,2014/08/01,2014/07/30,15:52:47,1,Day,7/30/14 15:52,27.6
150.073,MYSE,8443,2014/08/01,2014/07/30,15:53:42,1,Day,7/30/14 15:53,25.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:53:44,1,Day,7/30/14 15:53,25.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:53:46,1,Day,7/30/14 15:53,25.5
150.073,MYSE,8443,2014/08/01,2014/07/30,15:54:43,1,Day,7/30/14 15:54,24.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:54:45,1,Day,7/30/14 15:54,24.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:54:48,1,Day,7/30/14 15:54,24.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:55:43,1,Day,7/30/14 15:55,25.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:55:46,1,Day,7/30/14 15:55,25.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:55:48,1,Day,7/30/14 15:55,25.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:56:42,1,Day,7/30/14 15:56,23.7
150.073,MYSE,8443,2014/08/01,2014/07/30,15:56:44,1,Day,7/30/14 15:56,23.4
150.073,MYSE,8443,2014/08/01,2014/07/30,15:56:47,1,Day,7/30/14 15:56,23.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:57:43,1,Day,7/30/14 15:57,22.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:57:46,1,Day,7/30/14 15:57,22.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:57:48,1,Day,7/30/14 15:57,22.1
150.073,MYSE,8443,2014/08/01,2014/07/30,15:58:42,1,Day,7/30/14 15:58,22.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:58:45,1,Day,7/30/14 15:58,22.3
150.073,MYSE,8443,2014/08/01,2014/07/30,15:58:48,1,Day,7/30/14 15:58,22.2
150.073,MYSE,8443,2014/08/01,2014/07/30,15:59:42,1,Day,7/30/14 15:59,21.6
150.073,MYSE,8443,2014/08/01,2014/07/30,15:59:45,1,Day,7/30/14 15:59,21.6
150.073,MYSE,8443,2014/08/01,2014/07/30,15:59:48,1,Day,7/30/14 15:59,21.7
150.073,MYSE,8443,2014/08/01,2014/07/30,16:00:44,1,Day,7/30/14 16:00,21.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:00:47,1,Day,7/30/14 16:00,21.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:01:42,1,Day,7/30/14 16:01,22.1
150.073,MYSE,8443,2014/08/01,2014/07/30,16:01:45,1,Day,7/30/14 16:01,22.1
150.073,MYSE,8443,2014/08/01,2014/07/30,16:01:48,1,Day,7/30/14 16:01,22
150.073,MYSE,8443,2014/08/01,2014/07/30,16:02:44,1,Day,7/30/14 16:02,23
150.073,MYSE,8443,2014/08/01,2014/07/30,16:02:46,1,Day,7/30/14 16:02,23
150.073,MYSE,8443,2014/08/01,2014/07/30,16:03:43,1,Day,7/30/14 16:03,23.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:03:45,1,Day,7/30/14 16:03,23.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:03:48,1,Day,7/30/14 16:03,23.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:04:43,1,Day,7/30/14 16:04,23.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:04:45,1,Day,7/30/14 16:04,23.8
150.073,MYSE,8443,2014/08/01,2014/07/30,16:04:48,1,Day,7/30/14 16:04,23.9
150.073,MYSE,8443,2014/08/01,2014/07/30,16:05:43,1,Day,7/30/14 16:05,25.7
150.073,MYSE,8443,2014/08/01,2014/07/30,16:05:46,1,Day,7/30/14 16:05,25.8
150.073,MYSE,8443,2014/08/01,2014/07/30,16:05:48,1,Day,7/30/14 16:05,25.9
150.073,MYSE,8443,2014/08/01,2014/07/30,16:06:42,1,Day,7/30/14 16:06,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:06:44,1,Day,7/30/14 16:06,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:06:46,1,Day,7/30/14 16:06,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:06:48,1,Day,7/30/14 16:06,27.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:07:42,1,Day,7/30/14 16:07,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:07:44,1,Day,7/30/14 16:07,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:07:46,1,Day,7/30/14 16:07,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:07:49,1,Day,7/30/14 16:07,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:08:41,1,Day,7/30/14 16:08,27.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:08:43,1,Day,7/30/14 16:08,27.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:08:45,1,Day,7/30/14 16:08,27.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:08:48,1,Day,7/30/14 16:08,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:09:43,1,Day,7/30/14 16:09,27.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:09:45,1,Day,7/30/14 16:09,27.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:09:47,1,Day,7/30/14 16:09,27.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:10:42,1,Day,7/30/14 16:10,27.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:10:44,1,Day,7/30/14 16:10,27.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:10:46,1,Day,7/30/14 16:10,27.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:10:48,1,Day,7/30/14 16:10,27.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:11:41,1,Day,7/30/14 16:11,25.9
150.073,MYSE,8443,2014/08/01,2014/07/30,16:11:44,1,Day,7/30/14 16:11,25.8
150.073,MYSE,8443,2014/08/01,2014/07/30,16:11:46,1,Day,7/30/14 16:11,25.8
150.073,MYSE,8443,2014/08/01,2014/07/30,16:11:48,1,Day,7/30/14 16:11,25.8
150.073,MYSE,8443,2014/08/01,2014/07/30,16:12:41,1,Day,7/30/14 16:12,25.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:12:44,1,Day,7/30/14 16:12,25.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:12:46,1,Day,7/30/14 16:12,25.1
150.073,MYSE,8443,2014/08/01,2014/07/30,16:12:48,1,Day,7/30/14 16:12,25
150.073,MYSE,8443,2014/08/01,2014/07/30,16:13:44,1,Day,7/30/14 16:13,21.9
150.073,MYSE,8443,2014/08/01,2014/07/30,16:13:46,1,Day,7/30/14 16:13,21.8
150.073,MYSE,8443,2014/08/01,2014/07/30,16:13:49,1,Day,7/30/14 16:13,21.8
150.073,MYSE,8443,2014/08/01,2014/07/30,16:14:45,1,Day,7/30/14 16:14,21.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:14:48,1,Day,7/30/14 16:14,21.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:15:43,1,Day,7/30/14 16:15,22.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:15:46,1,Day,7/30/14 16:15,22.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:15:48,1,Day,7/30/14 16:15,22.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:16:43,1,Day,7/30/14 16:16,21.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:16:46,1,Day,7/30/14 16:16,21.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:16:49,1,Day,7/30/14 16:16,21.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:17:42,1,Day,7/30/14 16:17,23.7
150.073,MYSE,8443,2014/08/01,2014/07/30,16:17:45,1,Day,7/30/14 16:17,23.9
150.073,MYSE,8443,2014/08/01,2014/07/30,16:17:48,1,Day,7/30/14 16:17,24
150.073,MYSE,8443,2014/08/01,2014/07/30,16:18:43,1,Day,7/30/14 16:18,24.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:18:46,1,Day,7/30/14 16:18,24.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:18:48,1,Day,7/30/14 16:18,24.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:19:43,1,Day,7/30/14 16:19,24.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:19:46,1,Day,7/30/14 16:19,24.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:19:48,1,Day,7/30/14 16:19,24.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:20:42,1,Day,7/30/14 16:20,24.1
150.073,MYSE,8443,2014/08/01,2014/07/30,16:20:45,1,Day,7/30/14 16:20,24.1
150.073,MYSE,8443,2014/08/01,2014/07/30,16:20:47,1,Day,7/30/14 16:20,24
150.073,MYSE,8443,2014/08/01,2014/07/30,16:21:42,1,Day,7/30/14 16:21,24.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:21:45,1,Day,7/30/14 16:21,24.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:21:47,1,Day,7/30/14 16:21,24.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:22:42,1,Day,7/30/14 16:22,23.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:22:45,1,Day,7/30/14 16:22,23.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:22:47,1,Day,7/30/14 16:22,23.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:23:43,1,Day,7/30/14 16:23,23.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:23:45,1,Day,7/30/14 16:23,23.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:23:48,1,Day,7/30/14 16:23,23.1
150.073,MYSE,8443,2014/08/01,2014/07/30,16:24:43,1,Day,7/30/14 16:24,23.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:24:45,1,Day,7/30/14 16:24,23.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:24:48,1,Day,7/30/14 16:24,23.1
150.073,MYSE,8443,2014/08/01,2014/07/30,16:25:42,1,Day,7/30/14 16:25,23
150.073,MYSE,8443,2014/08/01,2014/07/30,16:25:45,1,Day,7/30/14 16:25,23
150.073,MYSE,8443,2014/08/01,2014/07/30,16:25:48,1,Day,7/30/14 16:25,23
150.073,MYSE,8443,2014/08/01,2014/07/30,16:26:44,1,Day,7/30/14 16:26,22.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:26:47,1,Day,7/30/14 16:26,22.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:27:44,1,Day,7/30/14 16:27,23.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:27:47,1,Day,7/30/14 16:27,23.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:28:42,1,Day,7/30/14 16:28,23.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:28:45,1,Day,7/30/14 16:28,23.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:28:47,1,Day,7/30/14 16:28,23.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:29:41,1,Day,7/30/14 16:29,23.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:29:44,1,Day,7/30/14 16:29,23.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:29:46,1,Day,7/30/14 16:29,23.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:30:42,1,Day,7/30/14 16:30,23.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:30:44,1,Day,7/30/14 16:30,23.1
150.073,MYSE,8443,2014/08/01,2014/07/30,16:30:47,1,Day,7/30/14 16:30,23
150.073,MYSE,8443,2014/08/01,2014/07/30,16:31:43,1,Day,7/30/14 16:31,22
150.073,MYSE,8443,2014/08/01,2014/07/30,16:31:46,1,Day,7/30/14 16:31,22
150.073,MYSE,8443,2014/08/01,2014/07/30,16:32:41,1,Day,7/30/14 16:32,21.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:32:44,1,Day,7/30/14 16:32,21.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:32:47,1,Day,7/30/14 16:32,21.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:33:43,1,Day,7/30/14 16:33,21.8
150.073,MYSE,8443,2014/08/01,2014/07/30,16:33:46,1,Day,7/30/14 16:33,21.8
150.073,MYSE,8443,2014/08/01,2014/07/30,16:34:42,1,Day,7/30/14 16:34,21
150.073,MYSE,8443,2014/08/01,2014/07/30,16:34:45,1,Day,7/30/14 16:34,20.9
150.073,MYSE,8443,2014/08/01,2014/07/30,16:34:48,1,Day,7/30/14 16:34,20.9
150.073,MYSE,8443,2014/08/01,2014/07/30,16:35:44,1,Day,7/30/14 16:35,22
150.073,MYSE,8443,2014/08/01,2014/07/30,16:35:46,1,Day,7/30/14 16:35,22
150.073,MYSE,8443,2014/08/01,2014/07/30,16:36:43,1,Day,7/30/14 16:36,22.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:36:45,1,Day,7/30/14 16:36,22.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:36:48,1,Day,7/30/14 16:36,22.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:37:41,1,Day,7/30/14 16:37,21.2
150.073,MYSE,8443,2014/08/01,2014/07/30,16:37:44,1,Day,7/30/14 16:37,21.3
150.073,MYSE,8443,2014/08/01,2014/07/30,16:37:47,1,Day,7/30/14 16:37,21.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:38:41,1,Day,7/30/14 16:38,22.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:38:44,1,Day,7/30/14 16:38,22.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:38:46,1,Day,7/30/14 16:38,22.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:39:43,1,Day,7/30/14 16:39,21.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:39:46,1,Day,7/30/14 16:39,21.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:40:42,1,Day,7/30/14 16:40,21.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:40:45,1,Day,7/30/14 16:40,21.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:40:47,1,Day,7/30/14 16:40,21.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:41:43,1,Day,7/30/14 16:41,21.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:41:46,1,Day,7/30/14 16:41,21.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:42:42,1,Day,7/30/14 16:42,21.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:42:45,1,Day,7/30/14 16:42,21.5
150.073,MYSE,8443,2014/08/01,2014/07/30,16:42:47,1,Day,7/30/14 16:42,21.4
150.073,MYSE,8443,2014/08/01,2014/07/30,16:43:43,1,Day,7/30/14 16:43,21.6
150.073,MYSE,8443,2014/08/01,2014/07/30,16:43:46,1,Day,7/30/14 16:43,21.7
150.073,MYSE,8443,2014/08/01,2014/07/30,16:44:43,1,Day,7/30/14 16:44,22.1
150.073,MYSE,8443,2014/08/01,2014/07/30,16:44:46,1,Day,7/30/14 16:44,22.1
