Bat,Tree,HOBO,Date_Time,Temp_F,Temp_C,High-Res Temp (*F) c:1 2,High-Res Temp (*C) c:1 2,Dew Point (*F) c:1 3,Dew Point (*C) c:1 3,Abs Humidity (gm/M3) c:1 3,RH (%) c:3
151.227,GSM2014-13,861143,07/27/14 00:04:27.0,80.12,26.73,79.98,26.66,67.38,19.65,16.5,65.2
151.227,GSM2014-13,861143,07/27/14 00:34:27.0,79.41,26.34,79.1,26.17,67.4,19.67,16.6,66.8
151.227,GSM2014-13,861143,07/27/14 01:04:27.0,78.01,25.56,78.18,25.66,66.72,19.29,16.2,68.3
151.227,GSM2014-13,861143,07/27/14 01:34:27.0,76.62,24.79,76.87,24.93,68.74,20.41,17.4,76.7
151.227,GSM2014-13,861143,07/27/14 02:04:27.0,77.31,25.17,77.35,25.2,70.32,21.29,18.4,79.1
151.227,GSM2014-13,861143,07/27/14 02:34:27.0,78.01,25.56,78.27,25.71,70.1,21.16,18.2,76.7
151.227,GSM2014-13,861143,07/27/14 03:04:27.0,78.71,25.95,78.62,25.9,69.84,21.02,18,74.3
151.227,GSM2014-13,861143,07/27/14 03:34:27.0,78.01,25.56,78.1,25.61,66.08,18.93,15.9,66.8
151.227,GSM2014-13,861143,07/27/14 04:04:27.0,77.31,25.17,77.35,25.2,65.42,18.56,15.5,66.8
151.227,GSM2014-13,861143,07/27/14 04:34:27.0,77.31,25.17,77.14,25.08,65.62,18.68,15.6,67.3
151.227,GSM2014-13,861143,07/27/14 05:04:27.0,77.31,25.17,77.09,25.05,66.48,19.15,16.1,69.3
151.227,GSM2014-13,861143,07/27/14 05:34:27.0,77.31,25.17,77,25,67.08,19.49,16.4,70.8
151.227,GSM2014-13,861143,07/27/14 06:04:27.0,76.62,24.79,76.92,24.95,66.82,19.35,16.3,71.8
151.227,GSM2014-13,861143,07/27/14 06:34:27.0,76.62,24.79,76.79,24.88,67.02,19.46,16.4,72.3
151.227,GSM2014-13,861143,07/27/14 07:04:27.0,76.62,24.79,76.7,24.83,67.22,19.57,16.5,72.8
151.227,GSM2014-13,861143,07/27/14 07:34:27.0,76.62,24.79,76.57,24.76,67.42,19.68,16.7,73.3
151.227,GSM2014-13,861143,07/27/14 08:04:27.0,76.62,24.79,76.48,24.71,67.82,19.9,16.9,74.3
151.227,GSM2014-13,861143,07/27/14 08:34:27.0,76.62,24.79,76.48,24.71,68.2,20.12,17.1,75.3
151.227,GSM2014-13,861143,07/27/14 09:04:27.0,76.62,24.79,76.48,24.71,68.2,20.12,17.1,75.3
151.227,GSM2014-13,861143,07/27/14 09:34:27.0,76.62,24.79,76.66,24.81,68.6,20.33,17.3,76.3
151.227,GSM2014-13,861143,07/27/14 10:04:27.0,77.31,25.17,77.05,25.03,69.42,20.79,17.8,76.7
151.227,GSM2014-13,861143,07/27/14 10:34:27.0,78.71,25.95,78.71,25.95,60.88,16.04,13.2,54.4
151.227,GSM2014-13,861143,07/27/14 11:04:27.0,77.31,25.17,77.35,25.2,73.1,22.83,20.2,86.9
151.227,GSM2014-13,861143,07/27/14 11:34:27.0,79.41,26.34,79.24,26.24,75.34,24.08,21.7,87.4
151.227,GSM2014-13,861143,07/27/14 12:04:27.0,80.82,27.12,81,27.22,76.56,24.75,22.5,86.9
151.227,GSM2014-13,861143,07/27/14 12:34:27.0,81.53,27.52,81.22,27.34,78.14,25.63,23.7,89.5
151.227,GSM2014-13,861143,07/27/14 13:04:27.0,82.24,27.91,82.37,27.98,78.12,25.62,23.6,87.4
151.227,GSM2014-13,861143,07/27/14 13:34:27.0,83.67,28.7,83.84,28.8,77.58,25.32,23.2,82
151.227,GSM2014-13,861143,07/27/14 14:04:27.0,86.55,30.31,86.46,30.25,80.2,26.78,25.1,81.5
151.227,GSM2014-13,861143,07/27/14 14:34:27.0,86.55,30.31,86.91,30.51,77.58,25.33,23,74.8
151.227,GSM2014-13,861143,07/27/14 15:04:27.0,86.55,30.31,86.73,30.4,77.78,25.44,23.2,75.3
151.227,GSM2014-13,861143,07/27/14 15:34:27.0,86.55,30.31,86.59,30.33,76.36,24.64,22.1,71.8
151.227,GSM2014-13,861143,07/27/14 16:04:27.0,85.1,29.5,85.19,29.55,74.54,23.64,20.9,70.8
151.227,GSM2014-13,861143,07/27/14 16:34:27.0,87.28,30.71,86.96,30.53,71.24,21.8,18.6,59.1
151.227,GSM2014-13,861143,07/27/14 17:04:27.0,87.28,30.71,86.96,30.53,72.22,22.34,19.2,61.1
151.227,GSM2014-13,861143,07/27/14 17:34:27.0,86.55,30.31,86.59,30.33,69.24,20.69,17.4,56.5
151.227,GSM2014-13,861143,07/27/14 18:04:27.0,85.83,29.9,85.6,29.78,70.12,21.18,18,59.6
151.227,GSM2014-13,861143,07/27/14 18:34:27.0,84.38,29.1,84.11,28.95,71.18,21.77,18.7,64.7
151.227,GSM2014-13,861143,07/27/14 19:04:27.0,82.95,28.31,82.82,28.23,71.2,21.78,18.7,67.8
151.227,GSM2014-13,861143,07/27/14 19:34:27.0,81.53,27.52,81.62,27.57,71.54,21.97,19,71.8
151.227,GSM2014-13,861143,07/27/14 20:04:27.0,81.53,27.52,81.48,27.49,70.92,21.62,18.6,70.3
151.227,GSM2014-13,861143,07/27/14 20:34:27.0,80.82,27.12,81,27.22,71.68,22.04,19.1,73.8
151.227,GSM2014-13,861143,07/27/14 21:04:27.0,80.82,27.12,80.51,26.95,72.46,22.48,19.6,75.8
151.227,GSM2014-13,861143,07/27/14 21:34:27.0,76.62,24.79,76.57,24.76,68.74,20.41,17.4,76.7
151.227,GSM2014-13,861143,07/27/14 22:04:27.0,75.22,24.01,75.44,24.13,68.98,20.55,17.6,81
151.227,GSM2014-13,861143,07/27/14 22:34:27.0,73.84,23.24,74.14,23.41,67.14,19.52,16.6,79.6
151.227,GSM2014-13,861143,07/27/14 23:04:27.0,73.84,23.24,73.62,23.12,68.94,20.52,17.6,84.7
151.227,GSM2014-13,861143,07/27/14 23:34:27.0,73.15,22.86,73.36,22.98,68.58,20.32,17.4,85.6
151.227,GSM2014-13,861143,07/28/14 00:04:27.0,75.22,24.01,75.18,23.99,71.06,21.7,18.9,86.9
151.227,GSM2014-13,861143,07/28/14 00:34:27.0,78.01,25.56,78.36,25.75,71.18,21.77,18.9,79.6
151.227,GSM2014-13,861143,07/28/14 01:04:27.0,79.41,26.34,79.5,26.39,72.54,22.53,19.7,79.6
151.227,GSM2014-13,861143,07/28/14 01:34:27.0,71.77,22.09,71.72,22.07,70.28,21.27,18.5,95.1
151.227,GSM2014-13,861143,07/28/14 02:04:27.0,69.71,20.95,70,21.11,69.7,20.95,18.3,100.1
151.227,GSM2014-13,861143,07/28/14 02:34:27.0,69.71,20.95,70,21.11,69.7,20.95,18.3,100.8
151.227,GSM2014-13,861143,07/28/14 03:04:27.0,69.71,20.95,69.88,21.04,69.7,20.95,18.3,101.1
151.227,GSM2014-13,861143,07/28/14 03:34:27.0,69.71,20.95,69.88,21.04,69.7,20.95,18.3,100.8
151.227,GSM2014-13,861143,07/28/14 04:04:27.0,69.71,20.95,69.83,21.02,69.7,20.95,18.3,101.1
151.227,GSM2014-13,861143,07/28/14 04:34:27.0,69.71,20.95,69.88,21.04,69.7,20.95,18.3,101.4
151.227,GSM2014-13,861143,07/28/14 05:04:27.0,69.71,20.95,69.92,21.07,69.7,20.95,18.3,101.1
151.227,GSM2014-13,861143,07/28/14 05:34:27.0,69.71,20.95,69.92,21.07,69.7,20.95,18.3,101.1
151.227,GSM2014-13,861143,07/28/14 06:04:27.0,69.71,20.95,69.88,21.04,69.7,20.95,18.3,101.1
151.227,GSM2014-13,861143,07/28/14 06:34:27.0,69.71,20.95,69.58,20.88,69.7,20.95,18.3,101.4
151.227,GSM2014-13,861143,07/28/14 07:04:27.0,69.02,20.57,69.02,20.57,69.02,20.57,17.9,101.4
151.227,GSM2014-13,861143,07/28/14 07:34:27.0,69.02,20.57,68.72,20.4,69.02,20.57,17.9,101.4
151.227,GSM2014-13,861143,07/28/14 08:04:27.0,69.02,20.57,68.8,20.45,69.02,20.57,17.9,101.4
151.227,GSM2014-13,861143,07/28/14 08:34:27.0,69.02,20.57,69.15,20.64,69.02,20.57,17.9,101.4
151.227,GSM2014-13,861143,07/28/14 09:04:27.0,69.71,20.95,69.58,20.88,69.7,20.95,18.3,101.4
151.227,GSM2014-13,861143,07/28/14 09:34:27.0,69.71,20.95,69.75,20.97,69.7,20.95,18.3,101.4
151.227,GSM2014-13,861143,07/28/14 10:04:27.0,70.39,21.33,70.61,21.45,70.4,21.33,18.7,101.4
151.227,GSM2014-13,861143,07/28/14 10:34:27.0,71.08,21.71,71.08,21.71,70.3,21.28,18.6,97.4
151.227,GSM2014-13,861143,07/28/14 11:04:27.0,71.08,21.71,71.08,21.71,69.02,20.56,17.8,93.2
151.227,GSM2014-13,861143,07/28/14 11:34:27.0,71.77,22.09,72.11,22.28,68.08,20.05,17.2,88.2
151.227,GSM2014-13,861143,07/28/14 12:04:27.0,73.15,22.86,73.36,22.98,65.96,18.86,15.9,78.2
151.227,GSM2014-13,861143,07/28/14 12:34:27.0,73.15,22.86,73.06,22.81,64.68,18.15,15.2,74.8
151.227,GSM2014-13,861143,07/28/14 13:04:27.0,74.53,23.63,74.23,23.46,65.82,18.79,15.8,74.3
151.227,GSM2014-13,861143,07/28/14 13:34:27.0,73.84,23.24,73.62,23.12,66.96,19.42,16.5,79.1
151.227,GSM2014-13,861143,07/28/14 14:04:27.0,74.53,23.63,74.31,23.51,66.58,19.21,16.2,76.3
151.227,GSM2014-13,861143,07/28/14 14:34:27.0,75.92,24.4,75.83,24.35,64.52,18.06,15.1,67.8
151.227,GSM2014-13,861143,07/28/14 15:04:27.0,75.22,24.01,75.14,23.96,65.5,18.61,15.6,71.8
151.227,GSM2014-13,861143,07/28/14 15:34:27.0,75.92,24.4,75.96,24.42,63.88,17.71,14.7,66.3
151.227,GSM2014-13,861143,07/28/14 16:04:27.0,76.62,24.79,76.87,24.93,62.94,17.19,14.3,62.7
151.227,GSM2014-13,861143,07/28/14 16:34:27.0,74.53,23.63,74.83,23.8,63.6,17.56,14.6,68.8
151.227,GSM2014-13,861143,07/28/14 17:04:27.0,75.22,24.01,75.22,24.01,64.48,18.04,15.1,69.3
151.227,GSM2014-13,861143,07/28/14 17:34:27.0,75.92,24.4,75.79,24.33,63.18,17.32,14.4,64.7
151.227,GSM2014-13,861143,07/28/14 18:04:27.0,73.84,23.24,74.18,23.43,63.76,17.65,14.7,70.8
151.227,GSM2014-13,861143,07/28/14 18:34:27.0,73.15,22.86,73.32,22.95,64.48,18.05,15.1,74.3
151.227,GSM2014-13,861143,07/28/14 19:04:27.0,73.15,22.86,73.19,22.88,63.7,17.61,14.7,72.3
151.227,GSM2014-13,861143,07/28/14 19:34:27.0,72.46,22.48,72.71,22.62,64,17.78,14.9,74.8
151.227,GSM2014-13,861143,07/28/14 20:04:27.0,71.77,22.09,71.72,22.07,65.8,18.78,15.9,81.5
151.227,GSM2014-13,861143,07/28/14 20:34:27.0,71.08,21.71,70.82,21.57,63.76,17.65,14.8,77.7
151.227,GSM2014-13,861143,07/28/14 21:04:27.0,69.71,20.95,69.62,20.9,65.02,18.35,15.5,85.1
151.227,GSM2014-13,861143,07/28/14 21:34:27.0,68.33,20.19,68.5,20.28,64.86,18.26,15.5,88.7
151.227,GSM2014-13,861143,07/28/14 22:04:27.0,67.65,19.81,67.69,19.83,65.24,18.47,15.7,92
151.227,GSM2014-13,861143,07/28/14 22:34:27.0,66.96,19.42,67.09,19.49,65.18,18.43,15.7,94
151.227,GSM2014-13,861143,07/28/14 23:04:27.0,66.28,19.04,66.58,19.21,64.96,18.31,15.6,95.5
151.227,GSM2014-13,861143,07/28/14 23:34:27.0,66.28,19.04,66.53,19.19,64.26,17.92,15.2,93.2
151.227,GSM2014-13,861143,07/29/14 00:04:27.0,66.28,19.04,66.36,19.09,63.76,17.64,15,91.6
151.227,GSM2014-13,861143,07/29/14 00:34:27.0,65.59,18.66,65.68,18.71,63.34,17.41,14.8,92.4
151.227,GSM2014-13,861143,07/29/14 01:04:27.0,64.91,18.28,64.69,18.16,63.48,17.48,14.8,95.1
151.227,GSM2014-13,861143,07/29/14 01:34:27.0,64.22,17.9,64.18,17.88,63.04,17.24,14.6,95.9
151.227,GSM2014-13,861143,07/29/14 02:04:27.0,63.54,17.52,63.88,17.71,62.24,16.79,14.2,95.5
151.227,GSM2014-13,861143,07/29/14 02:34:27.0,62.85,17.14,63.15,17.31,61.66,16.48,14,95.9
151.227,GSM2014-13,861143,07/29/14 03:04:27.0,62.17,16.76,62.51,16.95,61.52,16.39,13.9,97.7
151.227,GSM2014-13,861143,07/29/14 03:34:27.0,61.48,16.38,61.82,16.57,60.94,16.08,13.7,98.1
151.227,GSM2014-13,861143,07/29/14 04:04:27.0,61.48,16.38,61.27,16.26,61.14,16.19,13.8,98.8
151.227,GSM2014-13,861143,07/29/14 04:34:27.0,60.8,16,60.75,15.97,60.54,15.86,13.5,99.1
151.227,GSM2014-13,861143,07/29/14 05:04:27.0,60.11,15.62,60.15,15.64,59.96,15.54,13.2,99.5
151.227,GSM2014-13,861143,07/29/14 05:34:27.0,60.11,15.62,59.81,15.45,59.96,15.54,13.2,99.5
151.227,GSM2014-13,861143,07/29/14 06:04:27.0,59.42,15.23,59.42,15.23,59.36,15.2,13,99.8
151.227,GSM2014-13,861143,07/29/14 06:34:27.0,59.42,15.23,59.16,15.09,59.36,15.2,13,99.8
151.227,GSM2014-13,861143,07/29/14 07:04:27.0,58.73,14.85,58.99,14.99,58.68,14.82,12.7,99.8
151.227,GSM2014-13,861143,07/29/14 07:34:27.0,59.42,15.23,59.2,15.11,59.42,15.23,13,100.1
151.227,GSM2014-13,861143,07/29/14 08:04:27.0,58.73,14.85,58.99,14.99,58.74,14.85,12.7,100.1
151.227,GSM2014-13,861143,07/29/14 08:34:27.0,59.42,15.23,59.51,15.28,59.42,15.23,13,100.5
151.227,GSM2014-13,861143,07/29/14 09:04:27.0,60.8,16,61.09,16.16,60.8,16,13.6,100.8
151.227,GSM2014-13,861143,07/29/14 09:34:27.0,63.54,17.52,63.79,17.66,63.48,17.49,14.9,99.8
151.227,GSM2014-13,861143,07/29/14 10:04:27.0,66.28,19.04,66.28,19.04,62.84,17.14,14.5,88.7
151.227,GSM2014-13,861143,07/29/14 10:34:27.0,68.33,20.19,68.12,20.07,63.24,17.36,14.6,83.8
151.227,GSM2014-13,861143,07/29/14 11:04:27.0,69.02,20.57,68.72,20.4,62.8,17.11,14.4,80.6
151.227,GSM2014-13,861143,07/29/14 11:34:27.0,68.33,20.19,68.63,20.35,62.28,16.82,14.1,81
151.227,GSM2014-13,861143,07/29/14 12:04:27.0,69.71,20.95,69.62,20.9,62.44,16.91,14.2,77.7
151.227,GSM2014-13,861143,07/29/14 12:34:27.0,71.08,21.71,70.78,21.54,59.9,15.5,12.9,67.8
151.227,GSM2014-13,861143,07/29/14 13:04:27.0,72.46,22.48,72.54,22.52,58.3,14.61,12.2,61.1
151.227,GSM2014-13,861143,07/29/14 13:34:27.0,73.84,23.24,73.62,23.12,58.9,14.95,12.4,59.6
151.227,GSM2014-13,861143,07/29/14 14:04:27.0,74.53,23.63,74.57,23.65,58.78,14.88,12.3,58
151.227,GSM2014-13,861143,07/29/14 14:34:27.0,74.53,23.63,74.53,23.63,61.42,16.35,13.6,63.7
151.227,GSM2014-13,861143,07/29/14 15:04:27.0,74.53,23.63,74.49,23.6,59.02,15.02,12.5,58.5
151.227,GSM2014-13,861143,07/29/14 15:34:27.0,75.22,24.01,74.92,23.84,59.96,15.53,12.9,59.1
151.227,GSM2014-13,861143,07/29/14 16:04:27.0,74.53,23.63,74.75,23.75,58.78,14.88,12.3,58
151.227,GSM2014-13,861143,07/29/14 16:34:27.0,73.84,23.24,74.01,23.34,60.1,15.61,13,62.2
151.227,GSM2014-13,861143,07/29/14 17:04:27.0,73.15,22.86,73.41,23,59.18,15.1,12.6,61.6
151.227,GSM2014-13,861143,07/29/14 17:34:27.0,73.15,22.86,72.89,22.72,59.18,15.1,12.6,61.6
151.227,GSM2014-13,861143,07/29/14 18:04:27.0,72.46,22.48,72.41,22.45,61,16.12,13.4,67.3
151.227,GSM2014-13,861143,07/29/14 18:34:27.0,71.08,21.71,70.86,21.59,58.82,14.89,12.4,65.2
151.227,GSM2014-13,861143,07/29/14 19:04:27.0,69.02,20.57,69.28,20.71,58.56,14.75,12.4,69.3
151.227,GSM2014-13,861143,07/29/14 19:34:27.0,67.65,19.81,67.86,19.92,60.26,15.7,13.2,77.2
151.227,GSM2014-13,861143,07/29/14 20:04:27.0,66.28,19.04,66.32,19.07,57.68,14.26,12.1,73.8
151.227,GSM2014-13,861143,07/29/14 20:34:27.0,64.91,18.28,65.16,18.42,57.6,14.22,12.1,77.2
151.227,GSM2014-13,861143,07/29/14 21:04:27.0,64.22,17.9,64.01,17.78,56.26,13.47,11.5,75.3
151.227,GSM2014-13,861143,07/29/14 21:34:27.0,62.85,17.14,62.64,17.02,57.42,14.12,12,82.4
151.227,GSM2014-13,861143,07/29/14 22:04:27.0,61.48,16.38,61.22,16.24,57.14,13.96,11.9,85.6
151.227,GSM2014-13,861143,07/29/14 22:34:27.0,60.11,15.62,59.98,15.54,56.76,13.76,11.8,88.7
151.227,GSM2014-13,861143,07/29/14 23:04:27.0,58.73,14.85,58.73,14.85,56.3,13.5,11.6,91.6
151.227,GSM2014-13,861143,07/29/14 23:34:27.0,58.04,14.47,57.91,14.4,55.98,13.32,11.5,92.8
151.227,GSM2014-13,861143,07/30/14 00:04:27.0,56.66,13.7,56.96,13.87,55.2,12.88,11.2,94.8
151.227,GSM2014-13,861143,07/30/14 00:34:27.0,56.66,13.7,56.49,13.6,55.4,13,11.3,95.5
151.227,GSM2014-13,861143,07/30/14 01:04:27.0,55.97,13.32,55.88,13.27,55.02,12.79,11.2,96.6
151.227,GSM2014-13,861143,07/30/14 01:34:27.0,55.97,13.32,55.66,13.15,54.82,12.68,11.1,95.9
151.227,GSM2014-13,861143,07/30/14 02:04:27.0,55.28,12.93,55.36,12.98,54.12,12.29,10.8,95.9
151.227,GSM2014-13,861143,07/30/14 02:34:27.0,55.28,12.93,55.01,12.79,54.32,12.4,10.9,96.6
151.227,GSM2014-13,861143,07/30/14 03:04:27.0,54.58,12.55,54.45,12.47,53.86,12.14,10.7,97.4
151.227,GSM2014-13,861143,07/30/14 03:34:27.0,53.89,12.16,54.14,12.3,53.16,11.76,10.5,97.4
151.227,GSM2014-13,861143,07/30/14 04:04:27.0,53.89,12.16,53.8,12.11,53.26,11.81,10.5,97.7
151.227,GSM2014-13,861143,07/30/14 04:34:27.0,53.19,11.77,53.49,11.94,52.66,11.48,10.3,98.1
151.227,GSM2014-13,861143,07/30/14 05:04:27.0,53.19,11.77,53.14,11.75,52.66,11.48,10.3,98.1
151.227,GSM2014-13,861143,07/30/14 05:34:27.0,52.49,11.38,52.7,11.5,51.96,11.09,10.1,98.1
151.227,GSM2014-13,861143,07/30/14 06:04:27.0,52.49,11.38,52.4,11.33,52.06,11.14,10.1,98.4
151.227,GSM2014-13,861143,07/30/14 06:34:27.0,51.79,10.99,51.87,11.04,51.36,10.75,9.8,98.4
151.227,GSM2014-13,861143,07/30/14 07:04:27.0,51.79,10.99,51.74,10.97,51.46,10.81,9.9,98.8
151.227,GSM2014-13,861143,07/30/14 07:34:27.0,51.79,10.99,51.78,10.99,51.54,10.86,9.9,99.1
151.227,GSM2014-13,861143,07/30/14 08:04:27.0,52.49,11.38,52.18,11.21,52.24,11.25,10.2,99.1
151.227,GSM2014-13,861143,07/30/14 08:34:27.0,53.19,11.77,52.97,11.65,53.14,11.74,10.5,99.8
151.227,GSM2014-13,861143,07/30/14 09:04:27.0,54.58,12.55,54.67,12.59,54.58,12.55,11,100.5
151.227,GSM2014-13,861143,07/30/14 09:34:27.0,57.35,14.09,57.39,14.11,57.36,14.09,12.1,100.1
151.227,GSM2014-13,861143,07/30/14 10:04:27.0,61.48,16.38,61.22,16.24,58.9,14.94,12.7,91.2
151.227,GSM2014-13,861143,07/30/14 10:34:27.0,64.22,17.9,64.14,17.85,58.76,14.86,12.6,82.4
151.227,GSM2014-13,861143,07/30/14 11:04:27.0,66.28,19.04,66.4,19.11,59.28,15.16,12.8,78.2
151.227,GSM2014-13,861143,07/30/14 11:34:27.0,69.02,20.57,68.72,20.4,59.74,15.41,12.9,72.3
151.227,GSM2014-13,861143,07/30/14 12:04:27.0,70.39,21.33,70.73,21.52,59.04,15.02,12.6,67.3
151.227,GSM2014-13,861143,07/30/14 12:34:27.0,71.77,22.09,71.55,21.97,59.04,15.02,12.5,64.2
151.227,GSM2014-13,861143,07/30/14 13:04:27.0,72.46,22.48,72.63,22.57,59.68,15.38,12.8,64.2
151.227,GSM2014-13,861143,07/30/14 13:34:27.0,74.53,23.63,74.49,23.6,59.02,15.02,12.5,58.5
151.227,GSM2014-13,861143,07/30/14 14:04:27.0,75.22,24.01,75.27,24.04,58.94,14.97,12.4,57
151.227,GSM2014-13,861143,07/30/14 14:34:27.0,75.22,24.01,75.53,24.18,57.64,14.25,11.8,54.4
151.227,GSM2014-13,861143,07/30/14 15:04:27.0,75.92,24.4,75.7,24.28,61.56,16.42,13.6,61.1
151.227,GSM2014-13,861143,07/30/14 15:34:27.0,75.22,24.01,75.31,24.06,61.62,16.46,13.6,62.7
151.227,GSM2014-13,861143,07/30/14 16:04:27.0,74.53,23.63,74.53,23.63,60.24,15.69,13,61.1
151.227,GSM2014-13,861143,07/30/14 16:34:27.0,74.53,23.63,74.36,23.53,60.24,15.69,13,61.1
151.227,GSM2014-13,861143,07/30/14 17:04:27.0,73.15,22.86,73.06,22.81,62.7,17.05,14.2,69.8
151.227,GSM2014-13,861143,07/30/14 17:34:27.0,72.46,22.48,72.63,22.57,62.24,16.8,14,70.3
151.227,GSM2014-13,861143,07/30/14 18:04:27.0,71.08,21.71,70.91,21.61,61.92,16.62,13.9,72.8
151.227,GSM2014-13,861143,07/30/14 18:34:27.0,70.39,21.33,70.09,21.16,62.92,17.17,14.4,77.2
151.227,GSM2014-13,861143,07/30/14 19:04:27.0,69.71,20.95,69.53,20.85,63.48,17.49,14.7,80.6
151.227,GSM2014-13,861143,07/30/14 19:34:27.0,69.02,20.57,69.28,20.71,64.82,18.24,15.4,86.5
151.227,GSM2014-13,861143,07/30/14 20:04:27.0,68.33,20.19,68.37,20.21,64.14,17.86,15.1,86.5
151.227,GSM2014-13,861143,07/30/14 20:34:27.0,66.96,19.42,67,19.45,64.44,18.02,15.3,91.6
151.227,GSM2014-13,861143,07/30/14 21:04:27.0,65.59,18.66,65.81,18.78,62.84,17.13,14.5,90.8
151.227,GSM2014-13,861143,07/30/14 21:34:27.0,64.91,18.28,64.65,18.14,62.52,16.96,14.4,92
151.227,GSM2014-13,861143,07/30/14 22:04:27.0,63.54,17.52,63.84,17.69,61.42,16.34,13.8,92.8
151.227,GSM2014-13,861143,07/30/14 22:34:27.0,62.85,17.14,62.98,17.21,60.86,16.03,13.6,93.2
151.227,GSM2014-13,861143,07/30/14 23:04:27.0,62.17,16.76,62.21,16.78,60.66,15.92,13.5,94.8
151.227,GSM2014-13,861143,07/30/14 23:34:27.0,61.48,16.38,61.78,16.54,59.98,15.54,13.2,94.8
151.227,GSM2014-13,861143,07/31/14 00:04:27.0,61.48,16.38,61.48,16.38,60.06,15.59,13.3,95.1
151.227,GSM2014-13,861143,07/31/14 00:34:27.0,60.8,16,60.84,16.02,59.38,15.21,12.9,95.1
151.227,GSM2014-13,861143,07/31/14 01:04:27.0,60.11,15.62,60.32,15.73,58.94,14.96,12.8,95.9
151.227,GSM2014-13,861143,07/31/14 01:34:27.0,59.42,15.23,59.76,15.42,58.46,14.7,12.6,96.6
151.227,GSM2014-13,861143,07/31/14 02:04:27.0,59.42,15.23,59.42,15.23,58.36,14.65,12.5,96.3
151.227,GSM2014-13,861143,07/31/14 02:34:27.0,58.73,14.85,58.86,14.92,57.88,14.38,12.3,97
151.227,GSM2014-13,861143,07/31/14 03:04:27.0,58.04,14.47,58.39,14.66,57.4,14.11,12.1,97.7
151.227,GSM2014-13,861143,07/31/14 03:34:27.0,58.04,14.47,58,14.44,57.4,14.11,12.1,97.7
151.227,GSM2014-13,861143,07/31/14 04:04:27.0,57.35,14.09,57.35,14.08,56.82,13.79,11.9,98.1
151.227,GSM2014-13,861143,07/31/14 04:34:27.0,56.66,13.7,56.88,13.82,56.22,13.45,11.6,98.4
151.227,GSM2014-13,861143,07/31/14 05:04:27.0,56.66,13.7,56.49,13.6,56.42,13.56,11.7,99.1
151.227,GSM2014-13,861143,07/31/14 05:34:27.0,55.97,13.32,56.27,13.48,55.84,13.24,11.5,99.5
151.227,GSM2014-13,861143,07/31/14 06:04:27.0,55.97,13.32,56.14,13.41,55.92,13.29,11.5,99.8
151.227,GSM2014-13,861143,07/31/14 06:34:27.0,55.97,13.32,56.14,13.41,55.92,13.29,11.5,99.8
151.227,GSM2014-13,861143,07/31/14 07:04:27.0,55.97,13.32,56.05,13.36,55.98,13.32,11.6,100.1
151.227,GSM2014-13,861143,07/31/14 07:34:27.0,56.66,13.7,56.36,13.53,56.6,13.67,11.8,99.8
151.227,GSM2014-13,861143,07/31/14 08:04:27.0,56.66,13.7,57.01,13.89,56.66,13.7,11.8,100.1
151.227,GSM2014-13,861143,07/31/14 08:34:27.0,58.04,14.47,57.74,14.3,57.98,14.44,12.4,99.8
151.227,GSM2014-13,861143,07/31/14 09:04:27.0,58.73,14.85,58.69,14.83,58.6,14.77,12.6,99.5
151.227,GSM2014-13,861143,07/31/14 09:34:27.0,60.11,15.62,59.98,15.54,59.78,15.43,13.1,98.8
151.227,GSM2014-13,861143,07/31/14 10:04:27.0,61.48,16.38,61.52,16.4,60.42,15.79,13.4,96.3
151.227,GSM2014-13,861143,07/31/14 10:34:27.0,63.54,17.52,63.41,17.45,62.46,16.93,14.4,96.3
151.227,GSM2014-13,861143,07/31/14 11:04:27.0,64.91,18.28,64.95,18.31,62.9,17.17,14.6,93.2
151.227,GSM2014-13,861143,07/31/14 11:34:27.0,66.96,19.42,66.7,19.28,62.5,16.95,14.3,85.6
151.227,GSM2014-13,861143,07/31/14 12:04:27.0,69.02,20.57,68.8,20.45,62.8,17.11,14.4,80.6
151.227,GSM2014-13,861143,07/31/14 12:34:27.0,71.08,21.71,70.82,21.57,63.4,17.44,14.6,76.7
151.227,GSM2014-13,861143,07/31/14 13:04:27.0,72.46,22.48,72.33,22.4,65.62,18.67,15.8,79.1
151.227,GSM2014-13,861143,07/31/14 13:34:27.0,73.15,22.86,73.19,22.88,63.1,17.28,14.4,70.8
151.227,GSM2014-13,861143,07/31/14 14:04:27.0,73.84,23.24,73.84,23.24,65.72,18.73,15.8,75.8
151.227,GSM2014-13,861143,07/31/14 14:34:27.0,75.22,24.01,75.48,24.16,66.48,19.16,16.2,74.3
151.227,GSM2014-13,861143,07/31/14 15:04:27.0,75.92,24.4,75.61,24.23,67.16,19.53,16.5,74.3
151.227,GSM2014-13,861143,07/31/14 15:34:27.0,75.22,24.01,75.18,23.99,67.4,19.67,16.7,76.7
151.227,GSM2014-13,861143,07/31/14 16:04:27.0,75.22,24.01,75.53,24.18,68.3,20.16,17.2,79.1
151.227,GSM2014-13,861143,07/31/14 16:34:27.0,74.53,23.63,74.49,23.6,68.32,20.17,17.2,81
151.227,GSM2014-13,861143,07/31/14 17:04:27.0,73.15,22.86,73.19,22.88,67.64,19.8,16.9,82.9
151.227,GSM2014-13,861143,07/31/14 17:34:27.0,73.15,22.86,72.89,22.72,67.78,19.88,17,83.3
