Bat,Tree,HOBO,Date_Time,Temp_F,Temp_C,High-Res Temp (*F) c:1 2,High-Res Temp (*C) c:1 2,Dew Point (*F) c:1 3,Dew Point (*C) c:1 3,Abs Humidity (gm/M3) c:1 3,RH (%) c:3
150.189,GSM2014-9,1120346,07/16/14 11:10:19.0,61.48,16.38,61.18,16.21,59.22,15.13,12.9,92.3
150.189,GSM2014-9,1120346,07/16/14 11:40:19.0,62.85,17.14,62.64,17.02,59.94,15.52,13.2,90.2
150.189,GSM2014-9,1120346,07/16/14 12:10:19.0,63.54,17.52,63.79,17.66,56.56,13.65,11.6,78
150.189,GSM2014-9,1120346,07/16/14 12:40:19.0,64.91,18.28,65.04,18.35,58.9,14.95,12.6,80.9
150.189,GSM2014-9,1120346,07/16/14 13:10:19.0,65.59,18.66,65.55,18.64,62.4,16.88,14.3,89.4
150.189,GSM2014-9,1120346,07/16/14 13:40:19.0,66.28,19.04,66.23,19.02,62.36,16.87,14.2,87.2
150.189,GSM2014-9,1120346,07/16/14 14:10:19.0,66.96,19.42,67.09,19.49,63.04,17.24,14.6,87.2
150.189,GSM2014-9,1120346,07/16/14 14:40:19.0,67.65,19.81,67.56,19.76,62.2,16.78,14.1,82.7
150.189,GSM2014-9,1120346,07/16/14 15:10:19.0,68.33,20.19,68.16,20.09,62.42,16.9,14.2,81.4
150.189,GSM2014-9,1120346,07/16/14 15:40:19.0,66.96,19.42,66.83,19.35,63.58,17.55,14.8,88.9
150.189,GSM2014-9,1120346,07/16/14 16:10:19.0,66.28,19.04,66.06,18.92,63.86,17.7,15,91.9
150.189,GSM2014-9,1120346,07/16/14 16:40:19.0,66.28,19.04,65.98,18.88,62.52,16.96,14.3,87.7
150.189,GSM2014-9,1120346,07/16/14 17:10:19.0,64.91,18.28,65.25,18.47,59.38,15.22,12.8,82.3
150.189,GSM2014-9,1120346,07/16/14 17:40:19.0,64.91,18.28,64.65,18.14,62.1,16.72,14.1,90.6
150.189,GSM2014-9,1120346,07/16/14 18:10:19.0,64.91,18.28,64.78,18.21,62.22,16.79,14.2,91
150.189,GSM2014-9,1120346,07/16/14 18:40:19.0,64.22,17.9,64.44,18.02,59.5,15.27,12.9,84.6
150.189,GSM2014-9,1120346,07/16/14 19:10:19.0,63.54,17.52,63.49,17.5,59.24,15.14,12.8,85.9
150.189,GSM2014-9,1120346,07/16/14 19:40:19.0,62.85,17.14,62.55,16.97,59.7,15.38,13,89.4
150.189,GSM2014-9,1120346,07/16/14 20:10:19.0,60.8,16,61.09,16.16,56.96,13.87,11.9,87.2
150.189,GSM2014-9,1120346,07/16/14 20:40:19.0,60.8,16,60.49,15.83,58.04,14.46,12.3,90.6
150.189,GSM2014-9,1120346,07/16/14 21:10:19.0,59.42,15.23,59.51,15.28,56.68,13.71,11.8,90.6
150.189,GSM2014-9,1120346,07/16/14 21:40:19.0,58.73,14.85,58.65,14.8,56.38,13.55,11.7,91.9
150.189,GSM2014-9,1120346,07/16/14 22:10:19.0,58.04,14.47,58.3,14.61,55.82,13.24,11.5,92.3
150.189,GSM2014-9,1120346,07/16/14 22:40:19.0,57.35,14.09,57.61,14.23,55.14,12.86,11.2,92.3
150.189,GSM2014-9,1120346,07/16/14 23:10:19.0,56.66,13.7,56.66,13.7,54.58,12.54,11,92.7
150.189,GSM2014-9,1120346,07/16/14 23:40:19.0,55.97,13.32,55.84,13.24,54.22,12.34,10.8,93.8
150.189,GSM2014-9,1120346,07/17/14 00:10:19.0,55.28,12.93,55.36,12.98,53.64,12.02,10.6,94.2
150.189,GSM2014-9,1120346,07/17/14 00:40:19.0,54.58,12.55,54.88,12.71,53.06,11.7,10.4,94.6
150.189,GSM2014-9,1120346,07/17/14 01:10:19.0,53.89,12.16,54.23,12.35,52.48,11.38,10.2,95
150.189,GSM2014-9,1120346,07/17/14 01:40:19.0,53.89,12.16,53.66,12.04,52.48,11.38,10.2,95
150.189,GSM2014-9,1120346,07/17/14 02:10:19.0,53.19,11.77,53.14,11.75,51.9,11.06,10,95.4
150.189,GSM2014-9,1120346,07/17/14 02:40:19.0,52.49,11.38,52.79,11.55,51.42,10.78,9.8,96.1
150.189,GSM2014-9,1120346,07/17/14 03:10:19.0,52.49,11.38,52.35,11.31,51.42,10.78,9.8,96.1
150.189,GSM2014-9,1120346,07/17/14 03:40:19.0,51.79,10.99,52.05,11.14,51.02,10.57,9.7,97.2
150.189,GSM2014-9,1120346,07/17/14 04:10:19.0,52.49,11.38,52.27,11.26,51.92,11.06,10,97.9
150.189,GSM2014-9,1120346,07/17/14 04:40:19.0,52.49,11.38,52.75,11.53,52.14,11.18,10.1,98.7
150.189,GSM2014-9,1120346,07/17/14 05:10:19.0,53.19,11.77,53.1,11.72,52.72,11.51,10.3,98.3
150.189,GSM2014-9,1120346,07/17/14 05:40:19.0,53.19,11.77,53.27,11.82,52.52,11.4,10.2,97.6
150.189,GSM2014-9,1120346,07/17/14 06:10:19.0,53.19,11.77,52.97,11.65,52.42,11.34,10.2,97.2
150.189,GSM2014-9,1120346,07/17/14 06:40:19.0,52.49,11.38,52.66,11.48,51.72,10.95,10,97.2
150.189,GSM2014-9,1120346,07/17/14 07:10:19.0,52.49,11.38,52.62,11.45,51.82,11.02,10,97.6
150.189,GSM2014-9,1120346,07/17/14 07:40:19.0,52.49,11.38,52.57,11.43,51.92,11.06,10,97.9
150.189,GSM2014-9,1120346,07/17/14 08:10:19.0,53.19,11.77,53.23,11.79,53,11.66,10.4,99.3
150.189,GSM2014-9,1120346,07/17/14 08:40:19.0,54.58,12.55,54.32,12.4,54.58,12.55,11,100.3
150.189,GSM2014-9,1120346,07/17/14 09:10:19.0,55.97,13.32,55.71,13.17,55.98,13.32,11.6,101
150.189,GSM2014-9,1120346,07/17/14 09:40:19.0,57.35,14.09,57.35,14.08,57.36,14.09,12.1,101.3
150.189,GSM2014-9,1120346,07/17/14 10:10:19.0,58.73,14.85,58.47,14.71,58.74,14.85,12.7,101
150.189,GSM2014-9,1120346,07/17/14 10:40:19.0,59.42,15.23,59.76,15.42,59.22,15.13,12.9,99.3
150.189,GSM2014-9,1120346,07/17/14 11:10:19.0,61.48,16.38,61.74,16.52,59.8,15.44,13.1,94.2
150.189,GSM2014-9,1120346,07/17/14 11:40:19.0,63.54,17.52,63.62,17.57,60.5,15.83,13.4,89.8
150.189,GSM2014-9,1120346,07/17/14 12:10:19.0,64.91,18.28,65.12,18.4,60.16,15.64,13.2,84.6
150.189,GSM2014-9,1120346,07/17/14 12:40:19.0,66.96,19.42,67.22,19.57,59.38,15.21,12.8,76.6
150.189,GSM2014-9,1120346,07/17/14 13:10:19.0,68.33,20.19,68.03,20.02,60.88,16.05,13.5,77.1
150.189,GSM2014-9,1120346,07/17/14 13:40:19.0,67.65,19.81,67.69,19.83,60.22,15.68,13.2,77.1
150.189,GSM2014-9,1120346,07/17/14 14:10:19.0,69.02,20.57,68.72,20.4,56.82,13.79,11.6,65.1
150.189,GSM2014-9,1120346,07/17/14 14:40:19.0,70.39,21.33,70.09,21.16,55.12,12.84,10.9,58.4
150.189,GSM2014-9,1120346,07/17/14 15:10:19.0,69.71,20.95,69.96,21.09,54.24,12.35,10.6,57.9
150.189,GSM2014-9,1120346,07/17/14 15:40:19.0,70.39,21.33,70.73,21.52,54.1,12.28,10.5,56.3
150.189,GSM2014-9,1120346,07/17/14 16:10:19.0,70.39,21.33,70.73,21.52,56.08,13.38,11.3,60.5
150.189,GSM2014-9,1120346,07/17/14 16:40:19.0,71.08,21.71,71.12,21.73,58.34,14.63,12.2,64.1
150.189,GSM2014-9,1120346,07/17/14 17:10:19.0,70.39,21.33,70.35,21.3,59.2,15.12,12.6,67.7
150.189,GSM2014-9,1120346,07/17/14 17:40:19.0,69.02,20.57,69.19,20.66,59.12,15.06,12.6,70.7
150.189,GSM2014-9,1120346,07/17/14 18:10:19.0,67.65,19.81,67.9,19.95,61.58,16.43,13.8,80.9
150.189,GSM2014-9,1120346,07/17/14 18:40:19.0,67.65,19.81,67.65,19.8,61.76,16.53,13.9,81.4
150.189,GSM2014-9,1120346,07/17/14 19:10:19.0,66.96,19.42,67.13,19.52,63.04,17.24,14.6,87.2
150.189,GSM2014-9,1120346,07/17/14 19:40:19.0,66.28,19.04,66.45,19.14,62.78,17.1,14.5,88.5
150.189,GSM2014-9,1120346,07/17/14 20:10:19.0,66.28,19.04,66.06,18.92,63.06,17.26,14.6,89.4
150.189,GSM2014-9,1120346,07/17/14 20:40:19.0,65.59,18.66,65.89,18.83,63.18,17.32,14.7,91.9
150.189,GSM2014-9,1120346,07/17/14 21:10:19.0,64.91,18.28,65.25,18.47,62.62,17.01,14.4,92.3
150.189,GSM2014-9,1120346,07/17/14 21:40:19.0,64.91,18.28,64.74,18.19,62.62,17.01,14.4,92.3
150.189,GSM2014-9,1120346,07/17/14 22:10:19.0,64.22,17.9,64.31,17.95,62.06,16.7,14.1,92.7
150.189,GSM2014-9,1120346,07/17/14 22:40:19.0,63.54,17.52,63.24,17.35,60.86,16.04,13.6,91
150.189,GSM2014-9,1120346,07/17/14 23:10:19.0,62.17,16.76,62.34,16.85,59.64,15.35,13,91.4
150.189,GSM2014-9,1120346,07/17/14 23:40:19.0,61.48,16.38,61.82,16.57,59.36,15.19,12.9,92.7
150.189,GSM2014-9,1120346,07/18/14 00:10:19.0,61.48,16.38,61.31,16.28,59.36,15.19,12.9,92.7
150.189,GSM2014-9,1120346,07/18/14 00:40:19.0,60.8,16,60.62,15.9,58.56,14.75,12.6,92.3
150.189,GSM2014-9,1120346,07/18/14 01:10:19.0,60.11,15.62,59.81,15.45,58,14.44,12.3,92.7
150.189,GSM2014-9,1120346,07/18/14 01:40:19.0,58.73,14.85,59.03,15.02,56.74,13.75,11.8,93.1
150.189,GSM2014-9,1120346,07/18/14 02:10:19.0,58.73,14.85,58.43,14.68,56.96,13.86,11.9,93.8
150.189,GSM2014-9,1120346,07/18/14 02:40:19.0,58.04,14.47,58.09,14.49,56.38,13.55,11.7,94.2
150.189,GSM2014-9,1120346,07/18/14 03:10:19.0,58.04,14.47,58.21,14.56,56.5,13.61,11.7,94.6
150.189,GSM2014-9,1120346,07/18/14 03:40:19.0,58.04,14.47,58.34,14.64,56.62,13.68,11.8,95
150.189,GSM2014-9,1120346,07/18/14 04:10:19.0,58.73,14.85,58.47,14.71,57.54,14.19,12.2,95.8
150.189,GSM2014-9,1120346,07/18/14 04:40:19.0,58.04,14.47,58.26,14.59,57.36,14.09,12.1,97.6
150.189,GSM2014-9,1120346,07/18/14 05:10:19.0,58.04,14.47,58.17,14.54,57.76,14.31,12.3,99
150.189,GSM2014-9,1120346,07/18/14 05:40:19.0,58.04,14.47,58.21,14.56,57.96,14.42,12.4,99.7
150.189,GSM2014-9,1120346,07/18/14 06:10:19.0,58.04,14.47,58.34,14.64,58.04,14.47,12.4,100
150.189,GSM2014-9,1120346,07/18/14 06:40:19.0,58.73,14.85,58.47,14.71,58.74,14.85,12.7,100.3
150.189,GSM2014-9,1120346,07/18/14 07:10:19.0,58.73,14.85,58.6,14.78,58.74,14.85,12.7,100.7
150.189,GSM2014-9,1120346,07/18/14 07:40:19.0,58.73,14.85,58.86,14.92,58.74,14.85,12.7,100.7
150.189,GSM2014-9,1120346,07/18/14 08:10:19.0,58.73,14.85,59.03,15.02,58.74,14.85,12.7,101
150.189,GSM2014-9,1120346,07/18/14 08:40:19.0,59.42,15.23,59.29,15.16,59.42,15.23,13,101.3
150.189,GSM2014-9,1120346,07/18/14 09:10:19.0,59.42,15.23,59.51,15.28,59.42,15.23,13,101
150.189,GSM2014-9,1120346,07/18/14 09:40:19.0,60.11,15.62,59.98,15.54,60.1,15.62,13.3,101.3
150.189,GSM2014-9,1120346,07/18/14 10:10:19.0,60.11,15.62,60.24,15.69,60.1,15.62,13.3,101.3
150.189,GSM2014-9,1120346,07/18/14 10:40:19.0,60.8,16,60.58,15.88,60.8,16,13.6,101.6
150.189,GSM2014-9,1120346,07/18/14 11:10:19.0,61.48,16.38,61.35,16.31,61.48,16.38,13.9,101.6
150.189,GSM2014-9,1120346,07/18/14 11:40:19.0,61.48,16.38,61.82,16.57,61.48,16.38,13.9,101.3
150.189,GSM2014-9,1120346,07/18/14 12:10:19.0,62.17,16.76,61.95,16.64,62.16,16.76,14.3,101.6
150.189,GSM2014-9,1120346,07/18/14 12:40:19.0,61.48,16.38,61.78,16.54,61.48,16.38,13.9,101.6
150.189,GSM2014-9,1120346,07/18/14 13:10:19.0,61.48,16.38,61.52,16.4,61.48,16.38,13.9,101.6
150.189,GSM2014-9,1120346,07/18/14 13:40:19.0,61.48,16.38,61.61,16.45,61.48,16.38,13.9,101.6
150.189,GSM2014-9,1120346,07/18/14 14:10:19.0,61.48,16.38,61.35,16.31,61.48,16.38,13.9,101.9
150.189,GSM2014-9,1120346,07/18/14 14:40:19.0,61.48,16.38,61.27,16.26,61.48,16.38,13.9,101.9
150.189,GSM2014-9,1120346,07/18/14 15:10:19.0,61.48,16.38,61.27,16.26,61.48,16.38,13.9,101.9
150.189,GSM2014-9,1120346,07/18/14 15:40:19.0,60.8,16,61.14,16.19,60.8,16,13.6,101.9
150.189,GSM2014-9,1120346,07/18/14 16:10:19.0,61.48,16.38,61.35,16.31,61.48,16.38,13.9,101.9
150.189,GSM2014-9,1120346,07/18/14 16:40:19.0,61.48,16.38,61.65,16.47,61.48,16.38,13.9,101.6
150.189,GSM2014-9,1120346,07/18/14 17:10:19.0,61.48,16.38,61.69,16.5,61.48,16.38,13.9,101.6
150.189,GSM2014-9,1120346,07/18/14 17:40:19.0,61.48,16.38,61.61,16.45,61.48,16.38,13.9,101.6
150.189,GSM2014-9,1120346,07/18/14 18:10:19.0,61.48,16.38,61.65,16.47,61.48,16.38,13.9,101.6
150.189,GSM2014-9,1120346,07/18/14 18:40:19.0,61.48,16.38,61.69,16.5,61.48,16.38,13.9,101.6
150.189,GSM2014-9,1120346,07/18/14 19:10:19.0,61.48,16.38,61.69,16.5,61.48,16.38,13.9,101.9
150.189,GSM2014-9,1120346,07/18/14 19:40:19.0,61.48,16.38,61.44,16.35,61.48,16.38,13.9,101.6
150.189,GSM2014-9,1120346,07/18/14 20:10:19.0,61.48,16.38,61.18,16.21,61.48,16.38,13.9,101.9
150.189,GSM2014-9,1120346,07/18/14 20:40:19.0,60.8,16,61.05,16.14,60.8,16,13.6,101.9
150.189,GSM2014-9,1120346,07/18/14 21:10:19.0,60.8,16,60.71,15.95,60.8,16,13.6,101.9
150.189,GSM2014-9,1120346,07/18/14 21:40:19.0,60.8,16,60.58,15.88,60.8,16,13.6,101.9
150.189,GSM2014-9,1120346,07/18/14 22:10:19.0,60.8,16,60.58,15.88,60.8,16,13.6,101.9
150.189,GSM2014-9,1120346,07/18/14 22:40:19.0,60.8,16,60.58,15.88,60.8,16,13.6,101.9
150.189,GSM2014-9,1120346,07/18/14 23:10:19.0,60.8,16,60.58,15.88,60.8,16,13.6,101.9
150.189,GSM2014-9,1120346,07/18/14 23:40:19.0,60.8,16,60.54,15.85,60.8,16,13.6,101.9
150.189,GSM2014-9,1120346,07/19/14 00:10:19.0,60.8,16,60.49,15.83,60.8,16,13.6,101.9
150.189,GSM2014-9,1120346,07/19/14 00:40:19.0,60.8,16,60.49,15.83,60.8,16,13.6,101.9
150.189,GSM2014-9,1120346,07/19/14 01:10:19.0,60.11,15.62,60.45,15.81,60.1,15.62,13.3,101.9
150.189,GSM2014-9,1120346,07/19/14 01:40:19.0,60.11,15.62,60.41,15.78,60.1,15.62,13.3,101.9
150.189,GSM2014-9,1120346,07/19/14 02:10:19.0,60.11,15.62,60.36,15.76,60.1,15.62,13.3,101.9
150.189,GSM2014-9,1120346,07/19/14 02:40:19.0,60.11,15.62,60.36,15.76,60.1,15.62,13.3,104
150.189,GSM2014-9,1120346,07/19/14 03:10:19.0,60.8,16,60.49,15.83,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 03:40:19.0,60.8,16,60.58,15.88,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 04:10:19.0,60.8,16,60.58,15.88,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 04:40:19.0,60.8,16,60.58,15.88,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 05:10:19.0,60.8,16,60.58,15.88,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 05:40:19.0,60.8,16,60.62,15.9,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 06:10:19.0,60.8,16,60.62,15.9,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 06:40:19.0,60.8,16,60.67,15.93,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 07:10:19.0,60.8,16,60.71,15.95,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 07:40:19.0,60.8,16,60.71,15.95,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 08:10:19.0,60.8,16,61.01,16.12,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 08:40:19.0,60.8,16,61.01,16.12,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 09:10:19.0,60.8,16,60.79,16,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 09:40:19.0,60.8,16,60.58,15.88,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 10:10:19.0,60.11,15.62,60.24,15.69,60.1,15.62,13.3,104
150.189,GSM2014-9,1120346,07/19/14 10:40:19.0,60.11,15.62,60.32,15.73,60.1,15.62,13.3,104
150.189,GSM2014-9,1120346,07/19/14 11:10:19.0,60.8,16,60.54,15.85,60.8,16,13.6,104
150.189,GSM2014-9,1120346,07/19/14 11:40:19.0,60.8,16,60.97,16.09,60.8,16,13.6,104
150.151,.,1120351,07/14/14 00:06:17.0,77.31,25.17,77.66,25.37,73.2,22.89,20.3,87.2
.,.,1120351,07/14/14 00:36:17.0,77.31,25.17,77.62,25.34,73.2,22.89,20.3,87.2
.,.,1120351,07/14/14 01:06:17.0,77.31,25.17,77.62,25.34,72.76,22.64,20,85.9
.,.,1120351,07/14/14 01:36:17.0,77.31,25.17,77.53,25.29,72.58,22.55,19.8,85.4
.,.,1120351,07/14/14 02:06:17.0,77.31,25.17,77.48,25.27,72.58,22.55,19.8,85.4
.,.,1120351,07/14/14 02:36:17.0,77.31,25.17,77.4,25.22,72.28,22.37,19.6,84.5
.,.,1120351,07/14/14 03:06:17.0,77.31,25.17,77.27,25.15,72.14,22.29,19.5,84.1
.,.,1120351,07/14/14 03:36:17.0,77.31,25.17,77.18,25.1,71.96,22.2,19.4,83.6
.,.,1120351,07/14/14 04:06:17.0,77.31,25.17,77.05,25.03,71.64,22.02,19.2,82.7
.,.,1120351,07/14/14 04:36:17.0,76.62,24.79,76.96,24.98,70.64,21.46,18.6,81.8
.,.,1120351,07/14/14 05:06:17.0,76.62,24.79,76.87,24.93,70.96,21.64,18.8,82.7
.,.,1120351,07/14/14 05:36:17.0,76.62,24.79,76.74,24.86,71.28,21.82,19,83.6
.,.,1120351,07/14/14 06:06:17.0,76.62,24.79,76.66,24.81,71.14,21.74,18.9,83.2
.,.,1120351,07/14/14 06:36:17.0,76.62,24.79,76.53,24.74,70.96,21.64,18.8,82.7
.,.,1120351,07/14/14 07:06:17.0,76.62,24.79,76.39,24.66,71.14,21.74,18.9,83.2
.,.,1120351,07/14/14 07:36:17.0,75.92,24.4,76.26,24.59,70.28,21.26,18.4,82.7
.,.,1120351,07/14/14 08:06:17.0,75.92,24.4,76.13,24.52,70.28,21.26,18.4,82.7
.,.,1120351,07/14/14 08:36:17.0,75.92,24.4,76,24.45,70.46,21.36,18.5,83.2
.,.,1120351,07/14/14 09:06:17.0,75.92,24.4,75.92,24.4,70.46,21.36,18.5,83.2
.,.,1120351,07/14/14 09:36:17.0,75.92,24.4,75.83,24.35,70.46,21.36,18.5,83.2
.,.,1120351,07/14/14 10:06:17.0,75.92,24.4,75.74,24.3,70.46,21.36,18.5,83.2
.,.,1120351,07/14/14 10:36:17.0,75.92,24.4,75.7,24.28,70.6,21.44,18.6,83.6
.,.,1120351,07/14/14 11:06:17.0,75.92,24.4,75.7,24.28,70.9,21.62,18.8,84.5
.,.,1120351,07/14/14 11:36:17.0,75.92,24.4,75.7,24.28,71.66,22.04,19.3,86.7
.,.,1120351,07/14/14 12:06:17.0,75.92,24.4,75.74,24.3,72.54,22.52,19.9,89.3
.,.,1120351,07/14/14 12:36:17.0,75.92,24.4,75.87,24.37,73.22,22.91,20.3,91.4
.,.,1120351,07/14/14 13:06:17.0,75.92,24.4,75.96,24.42,74.38,23.55,21.1,95
.,.,1120351,07/14/14 13:36:17.0,77.31,25.17,77.4,25.22,73.64,23.14,20.6,88.5
.,.,1120351,07/14/14 14:06:17.0,75.22,24.01,75.18,23.99,58.36,14.64,12.1,55.8
.,.,1120351,07/14/14 14:36:17.0,78.71,25.95,78.4,25.78,69.76,20.98,18,74.1
.,.,1120351,07/14/14 15:06:17.0,83.67,28.7,83.49,28.6,68.54,20.3,17.1,60.5
.,.,1120351,07/14/14 15:36:17.0,86.55,30.31,86.41,30.23,69.4,20.77,17.5,56.8
.,.,1120351,07/14/14 16:06:17.0,88.01,31.12,88.1,31.16,71.32,21.84,18.6,57.9
.,.,1120351,07/14/14 16:36:17.0,86.55,30.31,86.77,30.43,72.68,22.6,19.6,63.5
.,.,1120351,07/14/14 17:06:17.0,85.83,29.9,85.82,29.9,73.18,22.88,19.9,66.1
.,.,1120351,07/14/14 17:36:17.0,83.67,28.7,83.44,28.58,76.46,24.7,22.3,79
.,.,1120351,07/14/14 18:06:17.0,82.95,28.31,83.22,28.45,74.44,23.58,20.9,75.6
.,.,1120351,07/14/14 18:36:17.0,83.67,28.7,83.58,28.65,74.94,23.85,21.2,75.1
.,.,1120351,07/14/14 19:06:17.0,83.67,28.7,83.44,28.58,73.92,23.29,20.5,72.6
.,.,1120351,07/14/14 19:36:17.0,81.53,27.52,81.26,27.37,73.46,23.03,20.3,76.6
.,.,1120351,07/14/14 20:06:17.0,76.62,24.79,76.92,24.95,72.34,22.42,19.7,86.7
.,.,1120351,07/14/14 20:36:17.0,74.53,23.63,74.75,23.75,72.5,22.5,19.9,93.4
.,.,1120351,07/14/14 21:06:17.0,73.15,22.86,73.49,23.05,71.96,22.21,19.6,96.1
150.151,GSM2014-11,1120351,07/14/14 21:36:17.0,72.46,22.48,72.54,22.52,71.74,22.08,19.5,97.6
150.151,GSM2014-11,1120351,07/14/14 22:06:17.0,71.77,22.09,71.98,22.21,71.48,21.93,19.3,99
150.151,GSM2014-11,1120351,07/14/14 22:36:17.0,71.77,22.09,71.59,22,71.66,22.03,19.4,99.6
150.151,GSM2014-11,1120351,07/14/14 23:06:17.0,71.08,21.71,71.29,21.83,71.08,21.71,19.1,100
150.151,GSM2014-11,1120351,07/14/14 23:36:17.0,71.08,21.71,71.12,21.73,71.08,21.71,19.1,100.3
150.151,GSM2014-11,1120351,07/15/14 00:06:17.0,71.08,21.71,70.99,21.66,71.08,21.71,19.1,100.6
150.151,GSM2014-11,1120351,07/15/14 00:36:17.0,70.39,21.33,70.65,21.47,70.18,21.22,18.5,99.3
150.151,GSM2014-11,1120351,07/15/14 01:06:17.0,69.02,20.57,69.28,20.71,68.08,20.04,17.3,96.8
150.151,GSM2014-11,1120351,07/15/14 01:36:17.0,68.33,20.19,68.29,20.16,68.34,20.19,17.5,100.6
150.151,GSM2014-11,1120351,07/15/14 02:06:17.0,67.65,19.81,67.78,19.88,67.64,19.81,17.1,101.6
150.151,GSM2014-11,1120351,07/15/14 02:36:17.0,67.65,19.81,67.56,19.76,67.64,19.81,17.1,102.8
150.151,GSM2014-11,1120351,07/15/14 03:06:17.0,67.65,19.81,67.35,19.64,67.64,19.81,17.1,102.8
150.151,GSM2014-11,1120351,07/15/14 03:36:17.0,66.96,19.42,66.92,19.4,66.96,19.42,16.7,102.5
150.151,GSM2014-11,1120351,07/15/14 04:06:17.0,66.28,19.04,66.62,19.23,66.28,19.04,16.3,102.8
150.151,GSM2014-11,1120351,07/15/14 04:36:17.0,66.28,19.04,66.32,19.07,66.28,19.04,16.3,102.8
150.151,GSM2014-11,1120351,07/15/14 05:06:17.0,66.28,19.04,65.98,18.88,66.28,19.04,16.3,102.8
150.151,GSM2014-11,1120351,07/15/14 05:36:17.0,65.59,18.66,65.85,18.8,65.6,18.66,16,103.1
150.151,GSM2014-11,1120351,07/15/14 06:06:17.0,65.59,18.66,65.72,18.73,65.6,18.66,16,103.4
150.151,GSM2014-11,1120351,07/15/14 06:36:17.0,65.59,18.66,65.38,18.54,65.6,18.66,16,103.1
150.151,GSM2014-11,1120351,07/15/14 07:06:17.0,64.91,18.28,65.25,18.47,64.9,18.28,15.6,103.4
150.151,GSM2014-11,1120351,07/15/14 07:36:17.0,65.59,18.66,65.38,18.54,65.6,18.66,16,103.7
150.151,GSM2014-11,1120351,07/15/14 08:06:17.0,65.59,18.66,65.81,18.78,65.6,18.66,16,104
150.151,GSM2014-11,1120351,07/15/14 08:36:17.0,66.28,19.04,66.62,19.23,66.28,19.04,16.3,104
150.151,GSM2014-11,1120351,07/15/14 09:06:17.0,67.65,19.81,67.56,19.76,67.64,19.81,17.1,103.4
150.151,GSM2014-11,1120351,07/15/14 09:36:17.0,68.33,20.19,68.42,20.23,68.34,20.19,17.5,100.3
150.151,GSM2014-11,1120351,07/15/14 10:06:17.0,69.71,20.95,69.83,21.02,68.54,20.3,17.5,96.1
150.151,GSM2014-11,1120351,07/15/14 10:36:17.0,71.77,22.09,71.72,22.07,68.32,20.18,17.3,88.9
150.151,GSM2014-11,1120351,07/15/14 11:06:17.0,72.46,22.48,72.33,22.4,69.56,20.86,18.1,90.6
150.151,GSM2014-11,1120351,07/15/14 11:36:17.0,73.15,22.86,73.15,22.86,69.12,20.62,17.8,87.2
150.151,GSM2014-11,1120351,07/15/14 12:06:17.0,73.15,22.86,73.49,23.05,68.36,20.2,17.3,85
150.151,GSM2014-11,1120351,07/15/14 12:36:17.0,73.15,22.86,72.97,22.76,69.24,20.69,17.9,87.6
150.151,GSM2014-11,1120351,07/15/14 13:06:17.0,72.46,22.48,72.67,22.6,68,20,17.1,85.9
150.151,GSM2014-11,1120351,07/15/14 13:36:17.0,73.84,23.24,73.88,23.27,69.04,20.58,17.7,85
150.151,GSM2014-11,1120351,07/15/14 14:06:17.0,74.53,23.63,74.57,23.65,67.92,19.95,17,79.9
150.151,GSM2014-11,1120351,07/15/14 14:36:17.0,75.92,24.4,75.7,24.28,67.08,19.48,16.5,74.1
150.151,GSM2014-11,1120351,07/15/14 15:06:17.0,75.92,24.4,75.87,24.37,66.12,18.96,15.9,71.7
150.151,GSM2014-11,1120351,07/15/14 15:36:17.0,76.62,24.79,76.31,24.62,66.78,19.33,16.3,71.7
150.151,GSM2014-11,1120351,07/15/14 16:06:17.0,74.53,23.63,74.83,23.8,63.74,17.63,14.7,69.1
150.151,GSM2014-11,1120351,07/15/14 16:36:17.0,73.15,22.86,72.93,22.74,65.7,18.72,15.8,77.5
150.151,GSM2014-11,1120351,07/15/14 17:06:17.0,72.46,22.48,72.2,22.33,67.38,19.66,16.8,84.1
150.151,GSM2014-11,1120351,07/15/14 17:36:17.0,72.46,22.48,72.5,22.5,66.22,19.01,16.1,80.8
150.151,GSM2014-11,1120351,07/15/14 18:06:17.0,71.77,22.09,71.77,22.09,66.84,19.36,16.5,84.5
150.151,GSM2014-11,1120351,07/15/14 18:36:17.0,71.08,21.71,71.25,21.81,67.08,19.49,16.6,87.2
150.151,GSM2014-11,1120351,07/15/14 19:06:17.0,71.08,21.71,71.21,21.78,67.78,19.87,17,89.3
