ref,Frequency,Datalogger,Download Date,Date,Time,Channel,BPM,Antenna,Power,Activity,Tree,Time Change,Time>1min,BPM Change
63,151.786,8443,5/13/15,5/1/15,12:48:20,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
64,151.786,8443,5/13/15,5/1/15,12:48:22,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
65,151.786,8443,5/13/15,5/1/15,12:48:38,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:16,0,0
66,151.786,8443,5/13/15,5/1/15,12:48:40,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
67,151.786,8443,5/13/15,5/1/15,12:48:43,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
68,151.786,8443,5/13/15,5/1/15,12:48:58,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
69,151.786,8443,5/13/15,5/1/15,12:49:00,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
70,151.786,8443,5/13/15,5/1/15,12:49:03,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
71,151.786,8443,5/13/15,5/1/15,12:49:15,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:12,0,0
72,151.786,8443,5/13/15,5/1/15,12:49:18,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
73,151.786,8443,5/13/15,5/1/15,12:49:21,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
74,151.786,8443,5/13/15,5/1/15,12:49:36,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
75,151.786,8443,5/13/15,5/1/15,12:49:38,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
76,151.786,8443,5/13/15,5/1/15,12:49:41,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
77,151.786,8443,5/13/15,5/1/15,12:49:56,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
78,151.786,8443,5/13/15,5/1/15,12:49:58,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
79,151.786,8443,5/13/15,5/1/15,12:50:01,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
80,151.786,8443,5/13/15,5/1/15,12:50:16,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
81,151.786,8443,5/13/15,5/1/15,12:50:19,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
82,151.786,8443,5/13/15,5/1/15,12:50:21,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
83,151.786,8443,5/13/15,5/1/15,12:50:36,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
84,151.786,8443,5/13/15,5/1/15,12:50:39,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
85,151.786,8443,5/13/15,5/1/15,12:50:41,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
86,151.786,8443,5/13/15,5/1/15,12:50:57,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:16,0,0
87,151.786,8443,5/13/15,5/1/15,12:50:59,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
88,151.786,8443,5/13/15,5/1/15,12:51:02,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
89,151.786,8443,5/13/15,5/1/15,12:51:17,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
90,151.786,8443,5/13/15,5/1/15,12:51:19,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
91,151.786,8443,5/13/15,5/1/15,12:51:22,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
92,151.786,8443,5/13/15,5/1/15,12:51:37,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
93,151.786,8443,5/13/15,5/1/15,12:51:40,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
94,151.786,8443,5/13/15,5/1/15,12:51:42,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
95,151.786,8443,5/13/15,5/1/15,12:51:57,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
96,151.786,8443,5/13/15,5/1/15,12:52:00,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
97,151.786,8443,5/13/15,5/1/15,12:52:02,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
98,151.786,8443,5/13/15,5/1/15,12:52:17,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
99,151.786,8443,5/13/15,5/1/15,12:52:20,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
100,151.786,8443,5/13/15,5/1/15,12:52:23,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
101,151.786,8443,5/13/15,5/1/15,12:52:38,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
102,151.786,8443,5/13/15,5/1/15,12:52:40,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
103,151.786,8443,5/13/15,5/1/15,12:52:43,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
104,151.786,8443,5/13/15,5/1/15,12:52:55,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:12,0,0
105,151.786,8443,5/13/15,5/1/15,12:52:58,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
106,151.786,8443,5/13/15,5/1/15,12:53:00,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
107,151.786,8443,5/13/15,5/1/15,12:53:16,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:16,0,0
108,151.786,8443,5/13/15,5/1/15,12:53:18,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
109,151.786,8443,5/13/15,5/1/15,12:53:21,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
110,151.786,8443,5/13/15,5/1/15,12:53:36,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
111,151.786,8443,5/13/15,5/1/15,12:53:38,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
112,151.786,8443,5/13/15,5/1/15,12:53:41,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
113,151.786,8443,5/13/15,5/1/15,12:53:56,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
114,151.786,8443,5/13/15,5/1/15,12:53:59,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
115,151.786,8443,5/13/15,5/1/15,12:54:01,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
116,151.786,8443,5/13/15,5/1/15,12:54:16,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
117,151.786,8443,5/13/15,5/1/15,12:54:19,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
118,151.786,8443,5/13/15,5/1/15,12:54:21,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
119,151.786,8443,5/13/15,5/1/15,12:54:36,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
120,151.786,8443,5/13/15,5/1/15,12:54:39,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
121,151.786,8443,5/13/15,5/1/15,12:54:42,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
122,151.786,8443,5/13/15,5/1/15,12:54:57,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
123,151.786,8443,5/13/15,5/1/15,12:54:59,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
124,151.786,8443,5/13/15,5/1/15,12:55:02,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
125,151.786,8443,5/13/15,5/1/15,12:55:17,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
126,151.786,8443,5/13/15,5/1/15,12:55:19,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
127,151.786,8443,5/13/15,5/1/15,12:55:22,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
128,151.786,8443,5/13/15,5/1/15,12:55:37,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
129,151.786,8443,5/13/15,5/1/15,12:55:40,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
130,151.786,8443,5/13/15,5/1/15,12:55:42,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
131,151.786,8443,5/13/15,5/1/15,12:55:57,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
132,151.786,8443,5/13/15,5/1/15,12:56:00,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
133,151.786,8443,5/13/15,5/1/15,12:56:02,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
134,151.786,8443,5/13/15,5/1/15,12:56:18,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:16,0,0
135,151.786,8443,5/13/15,5/1/15,12:56:20,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
136,151.786,8443,5/13/15,5/1/15,12:56:23,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
137,151.786,8443,5/13/15,5/1/15,12:56:38,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
138,151.786,8443,5/13/15,5/1/15,12:56:40,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
139,151.786,8443,5/13/15,5/1/15,12:56:55,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
140,151.786,8443,5/13/15,5/1/15,12:56:58,4,23.7,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
141,151.786,8443,5/13/15,5/1/15,12:57:00,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
142,151.786,8443,5/13/15,5/1/15,12:57:16,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:16,0,0
143,151.786,8443,5/13/15,5/1/15,12:57:18,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
144,151.786,8443,5/13/15,5/1/15,12:57:21,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
145,151.786,8443,5/13/15,5/1/15,12:57:36,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
146,151.786,8443,5/13/15,5/1/15,12:57:38,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
147,151.786,8443,5/13/15,5/1/15,12:57:41,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
148,151.786,8443,5/13/15,5/1/15,12:57:56,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
149,151.786,8443,5/13/15,5/1/15,12:57:59,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
150,151.786,8443,5/13/15,5/1/15,12:58:01,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
151,151.786,8443,5/13/15,5/1/15,12:58:16,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
152,151.786,8443,5/13/15,5/1/15,12:58:19,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
153,151.786,8443,5/13/15,5/1/15,12:58:21,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
154,151.786,8443,5/13/15,5/1/15,12:58:36,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
155,151.786,8443,5/13/15,5/1/15,12:58:39,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
156,151.786,8443,5/13/15,5/1/15,12:58:42,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
157,151.786,8443,5/13/15,5/1/15,12:58:57,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
158,151.786,8443,5/13/15,5/1/15,12:58:59,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
159,151.786,8443,5/13/15,5/1/15,12:59:02,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
160,151.786,8443,5/13/15,5/1/15,12:59:17,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
161,151.786,8443,5/13/15,5/1/15,12:59:19,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
162,151.786,8443,5/13/15,5/1/15,12:59:22,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
163,151.786,8443,5/13/15,5/1/15,12:59:37,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
164,151.786,8443,5/13/15,5/1/15,12:59:40,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
165,151.786,8443,5/13/15,5/1/15,12:59:42,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
166,151.786,8443,5/13/15,5/1/15,12:59:57,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
167,151.786,8443,5/13/15,5/1/15,13:00:00,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
168,151.786,8443,5/13/15,5/1/15,13:00:02,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
169,151.786,8443,5/13/15,5/1/15,13:00:17,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
170,151.786,8443,5/13/15,5/1/15,13:00:20,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
171,151.786,8443,5/13/15,5/1/15,13:00:23,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
172,151.786,8443,5/13/15,5/1/15,13:00:38,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
173,151.786,8443,5/13/15,5/1/15,13:00:40,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
174,151.786,8443,5/13/15,5/1/15,13:00:55,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
175,151.786,8443,5/13/15,5/1/15,13:00:58,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
176,151.786,8443,5/13/15,5/1/15,13:01:00,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
177,151.786,8443,5/13/15,5/1/15,13:01:16,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:16,0,0
178,151.786,8443,5/13/15,5/1/15,13:01:18,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
179,151.786,8443,5/13/15,5/1/15,13:01:21,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
180,151.786,8443,5/13/15,5/1/15,13:01:36,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
181,151.786,8443,5/13/15,5/1/15,13:01:38,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
182,151.786,8443,5/13/15,5/1/15,13:01:41,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
183,151.786,8443,5/13/15,5/1/15,13:01:56,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
184,151.786,8443,5/13/15,5/1/15,13:01:58,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
185,151.786,8443,5/13/15,5/1/15,13:02:01,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
186,151.786,8443,5/13/15,5/1/15,13:02:16,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
187,151.786,8443,5/13/15,5/1/15,13:02:19,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
188,151.786,8443,5/13/15,5/1/15,13:02:21,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
189,151.786,8443,5/13/15,5/1/15,13:02:36,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
190,151.786,8443,5/13/15,5/1/15,13:02:39,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
191,151.786,8443,5/13/15,5/1/15,13:02:41,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
192,151.786,8443,5/13/15,5/1/15,13:02:56,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
193,151.786,8443,5/13/15,5/1/15,13:02:59,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
194,151.786,8443,5/13/15,5/1/15,13:03:01,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
195,151.786,8443,5/13/15,5/1/15,13:03:17,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:16,0,0
196,151.786,8443,5/13/15,5/1/15,13:03:19,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
197,151.786,8443,5/13/15,5/1/15,13:03:22,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
198,151.786,8443,5/13/15,5/1/15,13:03:37,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
199,151.786,8443,5/13/15,5/1/15,13:03:39,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
200,151.786,8443,5/13/15,5/1/15,13:03:42,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
201,151.786,8443,5/13/15,5/1/15,13:03:57,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
202,151.786,8443,5/13/15,5/1/15,13:04:00,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
203,151.786,8443,5/13/15,5/1/15,13:04:02,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
204,151.786,8443,5/13/15,5/1/15,13:04:17,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
205,151.786,8443,5/13/15,5/1/15,13:04:20,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
206,151.786,8443,5/13/15,5/1/15,13:04:22,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
207,151.786,8443,5/13/15,5/1/15,13:04:37,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
208,151.786,8443,5/13/15,5/1/15,13:04:40,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
209,151.786,8443,5/13/15,5/1/15,13:04:42,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
210,151.786,8443,5/13/15,5/1/15,13:04:57,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
211,151.786,8443,5/13/15,5/1/15,13:05:00,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
212,151.786,8443,5/13/15,5/1/15,13:05:03,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
213,151.786,8443,5/13/15,5/1/15,13:05:15,4,24,AH0,255,Roosting,GSM2015-01,0:00:12,0,0
214,151.786,8443,5/13/15,5/1/15,13:05:18,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
215,151.786,8443,5/13/15,5/1/15,13:05:20,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
216,151.786,8443,5/13/15,5/1/15,13:05:35,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
217,151.786,8443,5/13/15,5/1/15,13:05:38,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
218,151.786,8443,5/13/15,5/1/15,13:05:40,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
219,151.786,8443,5/13/15,5/1/15,13:05:55,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
220,151.786,8443,5/13/15,5/1/15,13:05:58,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
221,151.786,8443,5/13/15,5/1/15,13:06:01,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
222,151.786,8443,5/13/15,5/1/15,13:06:16,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:15,0,0
223,151.786,8443,5/13/15,5/1/15,13:06:18,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:02,0,0
224,151.786,8443,5/13/15,5/1/15,13:06:21,4,23.8,AH0,255,Roosting,GSM2015-01,0:00:03,0,0
