ref,Frequency,Datalogger,Download Date,Date,Time,Channel,BPM,Antenna,Power,Activity,Tree,Time Change,Time>1min,BPM Change
125,151.467,8323,6/23/15,6/19/15,15:47:19,15,34.3,AH0,255,,,0:00:02,0,0
126,151.467,8323,6/23/15,6/19/15,15:47:21,15,34.3,AH0,255,,,0:00:02,0,0
127,151.467,8323,6/23/15,6/19/15,15:47:33,15,34.3,AH0,255,,,0:00:12,0,0
128,151.467,8323,6/23/15,6/19/15,15:47:35,15,34.3,AH0,255,,,0:00:02,0,0
129,151.467,8323,6/23/15,6/19/15,15:47:37,15,34.3,AH0,255,,,0:00:02,0,0
130,151.467,8323,6/23/15,6/19/15,15:47:38,15,34.3,AH0,255,,,0:00:01,0,0
131,151.467,8323,6/23/15,6/19/15,15:47:40,15,34.3,AH0,255,,,0:00:02,0,0
132,151.467,8323,6/23/15,6/19/15,15:47:54,15,34.3,AH0,255,,,0:00:14,0,0
133,151.467,8323,6/23/15,6/19/15,15:47:56,15,34.3,AH0,255,,,0:00:02,0,0
134,151.467,8323,6/23/15,6/19/15,15:47:58,15,34.3,AH0,255,,,0:00:02,0,0
135,151.467,8323,6/23/15,6/19/15,15:47:59,15,34.3,AH0,255,,,0:00:01,0,0
136,151.467,8323,6/23/15,6/19/15,15:48:13,15,34.3,AH0,255,,,0:00:14,0,0
137,151.467,8323,6/23/15,6/19/15,15:48:15,15,34.3,AH0,255,,,0:00:02,0,0
138,151.467,8323,6/23/15,6/19/15,15:48:17,15,34.3,AH0,255,,,0:00:02,0,0
139,151.467,8323,6/23/15,6/19/15,15:48:19,15,34.3,AH0,255,,,0:00:02,0,0
140,151.467,8323,6/23/15,6/19/15,15:48:20,15,34.3,AH0,255,,,0:00:01,0,0
141,151.467,8323,6/23/15,6/19/15,15:48:34,15,34.3,AH0,255,,,0:00:14,0,0
142,151.467,8323,6/23/15,6/19/15,15:48:36,15,34.3,AH0,255,,,0:00:02,0,0
143,151.467,8323,6/23/15,6/19/15,15:48:38,15,34.3,AH0,255,,,0:00:02,0,0
144,151.467,8323,6/23/15,6/19/15,15:48:40,15,34.3,AH0,255,,,0:00:02,0,0
145,151.467,8323,6/23/15,6/19/15,15:48:54,15,34.3,AH0,255,,,0:00:14,0,0
146,151.467,8323,6/23/15,6/19/15,15:48:55,15,34.3,AH0,255,,,0:00:01,0,0
147,151.467,8323,6/23/15,6/19/15,15:48:57,15,34.3,AH0,255,,,0:00:02,0,0
148,151.467,8323,6/23/15,6/19/15,15:48:59,15,34.3,AH0,255,,,0:00:02,0,0
149,151.467,8323,6/23/15,6/19/15,15:49:01,15,34.3,AH0,255,,,0:00:02,0,0
150,151.467,8323,6/23/15,6/19/15,15:49:13,15,34.3,AH0,255,,,0:00:12,0,0
151,151.467,8323,6/23/15,6/19/15,15:49:15,15,34.3,AH0,255,,,0:00:02,0,0
152,151.467,8323,6/23/15,6/19/15,15:49:16,15,34.3,AH0,255,,,0:00:01,0,0
153,151.467,8323,6/23/15,6/19/15,15:49:18,15,34.3,AH0,255,,,0:00:02,0,0
154,151.467,8323,6/23/15,6/19/15,15:49:20,15,34.3,AH0,255,,,0:00:02,0,0
155,151.467,8323,6/23/15,6/19/15,15:49:34,15,34.2,AH0,255,,,0:00:14,0,0
156,151.467,8323,6/23/15,6/19/15,15:49:36,15,34.2,AH0,255,,,0:00:02,0,0
157,151.467,8323,6/23/15,6/19/15,15:49:37,15,34.2,AH0,255,,,0:00:01,0,0
158,151.467,8323,6/23/15,6/19/15,15:49:39,15,34.2,AH0,255,,,0:00:02,0,0
159,151.467,8323,6/23/15,6/19/15,15:49:41,15,34.1,AH0,255,,,0:00:02,0,0
160,151.467,8323,6/23/15,6/19/15,15:49:53,15,34,AH0,255,,,0:00:12,0,0
161,151.467,8323,6/23/15,6/19/15,15:49:55,15,34,AH0,255,,,0:00:02,0,0
162,151.467,8323,6/23/15,6/19/15,15:49:57,15,34,AH0,255,,,0:00:02,0,0
163,151.467,8323,6/23/15,6/19/15,15:49:59,15,34.1,AH0,255,,,0:00:02,0,0
164,151.467,8323,6/23/15,6/19/15,15:50:00,15,34.1,AH0,255,,,0:00:01,0,0
165,151.467,8323,6/23/15,6/19/15,15:50:14,15,34.1,AH0,255,,,0:00:14,0,0
166,151.467,8323,6/23/15,6/19/15,15:50:16,15,34.1,AH0,255,,,0:00:02,0,0
167,151.467,8323,6/23/15,6/19/15,15:50:18,15,34.1,AH0,255,,,0:00:02,0,0
168,151.467,8323,6/23/15,6/19/15,15:50:20,15,34.1,AH0,255,,,0:00:02,0,0
169,151.467,8323,6/23/15,6/19/15,15:50:34,15,34,AH0,255,,,0:00:14,0,0
170,151.467,8323,6/23/15,6/19/15,15:50:36,15,34,AH0,255,,,0:00:02,0,0
171,151.467,8323,6/23/15,6/19/15,15:50:37,15,34,AH0,255,,,0:00:01,0,0
172,151.467,8323,6/23/15,6/19/15,15:50:39,15,34,AH0,255,,,0:00:02,0,0
173,151.467,8323,6/23/15,6/19/15,15:50:41,15,34,AH0,255,,,0:00:02,0,0
174,151.467,8323,6/23/15,6/19/15,15:50:53,15,34,AH0,255,,,0:00:12,0,0
175,151.467,8323,6/23/15,6/19/15,15:50:55,15,34,AH0,255,,,0:00:02,0,0
176,151.467,8323,6/23/15,6/19/15,15:50:57,15,34.1,AH0,255,,,0:00:02,0,0
177,151.467,8323,6/23/15,6/19/15,15:50:59,15,34.1,AH0,255,,,0:00:02,0,0
178,151.467,8323,6/23/15,6/19/15,15:51:00,15,34.1,AH0,255,,,0:00:01,0,0
179,151.467,8323,6/23/15,6/19/15,15:51:14,15,34.1,AH0,255,,,0:00:14,0,0
180,151.467,8323,6/23/15,6/19/15,15:51:16,15,34.1,AH0,255,,,0:00:02,0,0
181,151.467,8323,6/23/15,6/19/15,15:51:18,15,34.1,AH0,255,,,0:00:02,0,0
182,151.467,8323,6/23/15,6/19/15,15:51:20,15,34.1,AH0,255,,,0:00:02,0,0
183,151.467,8323,6/23/15,6/19/15,15:51:34,15,34.1,AH0,255,,,0:00:14,0,0
184,151.467,8323,6/23/15,6/19/15,15:51:35,15,34.1,AH0,255,,,0:00:01,0,0
185,151.467,8323,6/23/15,6/19/15,15:51:37,15,34.1,AH0,255,,,0:00:02,0,0
186,151.467,8323,6/23/15,6/19/15,15:51:39,15,34,AH0,255,,,0:00:02,0,0
187,151.467,8323,6/23/15,6/19/15,15:51:41,15,34,AH0,255,,,0:00:02,0,0
188,151.467,8323,6/23/15,6/19/15,15:51:53,15,34.1,AH0,255,,,0:00:12,0,0
189,151.467,8323,6/23/15,6/19/15,15:51:55,15,34.1,AH0,255,,,0:00:02,0,0
190,151.467,8323,6/23/15,6/19/15,15:51:57,15,34.1,AH0,255,,,0:00:02,0,0
191,151.467,8323,6/23/15,6/19/15,15:51:58,15,34.1,AH0,255,,,0:00:01,0,0
192,151.467,8323,6/23/15,6/19/15,15:52:00,15,34.1,AH0,255,,,0:00:02,0,0
193,151.467,8323,6/23/15,6/19/15,15:52:14,15,34.1,AH0,255,,,0:00:14,0,0
194,151.467,8323,6/23/15,6/19/15,15:52:16,15,34.1,AH0,255,,,0:00:02,0,0
195,151.467,8323,6/23/15,6/19/15,15:52:18,15,34.1,AH0,255,,,0:00:02,0,0
196,151.467,8323,6/23/15,6/19/15,15:52:19,15,34.1,AH0,255,,,0:00:01,0,0
197,151.467,8323,6/23/15,6/19/15,15:52:34,15,34.1,AH0,255,,,0:00:15,0,0
198,151.467,8323,6/23/15,6/19/15,15:52:35,15,34.1,AH0,255,,,0:00:01,0,0
199,151.467,8323,6/23/15,6/19/15,15:52:37,15,34.2,AH0,255,,,0:00:02,0,0
200,151.467,8323,6/23/15,6/19/15,15:52:39,15,34.2,AH0,255,,,0:00:02,0,0
201,151.467,8323,6/23/15,6/19/15,15:52:41,15,34.2,AH0,255,,,0:00:02,0,0
202,151.467,8323,6/23/15,6/19/15,15:52:53,15,34.2,AH0,255,,,0:00:12,0,0
203,151.467,8323,6/23/15,6/19/15,15:52:55,15,34.1,AH0,255,,,0:00:02,0,0
204,151.467,8323,6/23/15,6/19/15,15:52:56,15,34.1,AH0,255,,,0:00:01,0,0
205,151.467,8323,6/23/15,6/19/15,15:52:58,15,34.2,AH0,255,,,0:00:02,0,0
206,151.467,8323,6/23/15,6/19/15,15:53:00,15,34.2,AH0,255,,,0:00:02,0,0
207,151.467,8323,6/23/15,6/19/15,15:53:14,15,34.1,AH0,255,,,0:00:14,0,0
208,151.467,8323,6/23/15,6/19/15,15:53:16,15,34.1,AH0,255,,,0:00:02,0,0
209,151.467,8323,6/23/15,6/19/15,15:53:17,15,34.1,AH0,255,,,0:00:01,0,0
210,151.467,8323,6/23/15,6/19/15,15:53:19,15,34.1,AH0,255,,,0:00:02,0,0
211,151.467,8323,6/23/15,6/19/15,15:53:21,15,34.1,AH0,255,,,0:00:02,0,0
212,151.467,8323,6/23/15,6/19/15,15:53:33,15,34.1,AH0,255,,,0:00:12,0,0
213,151.467,8323,6/23/15,6/19/15,15:53:35,15,34.1,AH0,255,,,0:00:02,0,0
214,151.467,8323,6/23/15,6/19/15,15:53:37,15,34.1,AH0,255,,,0:00:02,0,0
215,151.467,8323,6/23/15,6/19/15,15:53:39,15,34.1,AH0,255,,,0:00:02,0,0
216,151.467,8323,6/23/15,6/19/15,15:53:40,15,34.1,AH0,255,,,0:00:01,0,0
217,151.467,8323,6/23/15,6/19/15,15:53:54,15,34.1,AH0,255,,,0:00:14,0,0
218,151.467,8323,6/23/15,6/19/15,15:53:56,15,34.1,AH0,255,,,0:00:02,0,0
219,151.467,8323,6/23/15,6/19/15,15:53:58,15,34.1,AH0,255,,,0:00:02,0,0
220,151.467,8323,6/23/15,6/19/15,15:54:00,15,34.1,AH0,255,,,0:00:02,0,0
221,151.467,8323,6/23/15,6/19/15,15:54:14,15,34.1,AH0,255,,,0:00:14,0,0
222,151.467,8323,6/23/15,6/19/15,15:54:16,15,34.1,AH0,255,,,0:00:02,0,0
223,151.467,8323,6/23/15,6/19/15,15:54:17,15,34.1,AH0,255,,,0:00:01,0,0
224,151.467,8323,6/23/15,6/19/15,15:54:19,15,34.1,AH0,255,,,0:00:02,0,0
225,151.467,8323,6/23/15,6/19/15,15:54:21,15,34.1,AH0,255,,,0:00:02,0,0
226,151.467,8323,6/23/15,6/19/15,15:54:33,15,34,AH0,255,,,0:00:12,0,0
227,151.467,8323,6/23/15,6/19/15,15:54:35,15,34,AH0,255,,,0:00:02,0,0
228,151.467,8323,6/23/15,6/19/15,15:54:37,15,34,AH0,255,,,0:00:02,0,0
229,151.467,8323,6/23/15,6/19/15,15:54:38,15,34,AH0,255,,,0:00:01,0,0
230,151.467,8323,6/23/15,6/19/15,15:54:40,15,34,AH0,255,,,0:00:02,0,0
231,151.467,8323,6/23/15,6/19/15,15:54:54,15,34,AH0,255,,,0:00:14,0,0
232,151.467,8323,6/23/15,6/19/15,15:54:56,15,34,AH0,255,,,0:00:02,0,0
233,151.467,8323,6/23/15,6/19/15,15:54:58,15,34,AH0,255,,,0:00:02,0,0
234,151.467,8323,6/23/15,6/19/15,15:55:00,15,34,AH0,255,,,0:00:02,0,0
235,151.467,8323,6/23/15,6/19/15,15:55:14,15,34,AH0,255,,,0:00:14,0,0
236,151.467,8323,6/23/15,6/19/15,15:55:16,15,34,AH0,255,,,0:00:02,0,0
237,151.467,8323,6/23/15,6/19/15,15:55:17,15,34,AH0,255,,,0:00:01,0,0
238,151.467,8323,6/23/15,6/19/15,15:55:19,15,34,AH0,255,,,0:00:02,0,0
239,151.467,8323,6/23/15,6/19/15,15:55:21,15,34,AH0,255,,,0:00:02,0,0
240,151.467,8323,6/23/15,6/19/15,15:55:33,15,34,AH0,255,,,0:00:12,0,0
241,151.467,8323,6/23/15,6/19/15,15:55:35,15,34,AH0,255,,,0:00:02,0,0
242,151.467,8323,6/23/15,6/19/15,15:55:37,15,34,AH0,255,,,0:00:02,0,0
243,151.467,8323,6/23/15,6/19/15,15:55:38,15,34,AH0,255,,,0:00:01,0,0
244,151.467,8323,6/23/15,6/19/15,15:55:40,15,34,AH0,255,,,0:00:02,0,0
245,151.467,8323,6/23/15,6/19/15,15:55:54,15,33.9,AH0,255,,,0:00:14,0,0
246,151.467,8323,6/23/15,6/19/15,15:55:56,15,33.9,AH0,255,,,0:00:02,0,0
247,151.467,8323,6/23/15,6/19/15,15:55:58,15,33.9,AH0,255,,,0:00:02,0,0
248,151.467,8323,6/23/15,6/19/15,15:56:00,15,33.9,AH0,255,,,0:00:02,0,0
249,151.467,8323,6/23/15,6/19/15,15:56:14,15,33.9,AH0,255,,,0:00:14,0,0
250,151.467,8323,6/23/15,6/19/15,15:56:16,15,33.9,AH0,255,,,0:00:02,0,0
251,151.467,8323,6/23/15,6/19/15,15:56:17,15,33.9,AH0,255,,,0:00:01,0,0
252,151.467,8323,6/23/15,6/19/15,15:56:19,15,33.9,AH0,255,,,0:00:02,0,0
253,151.467,8323,6/23/15,6/19/15,15:56:21,15,33.9,AH0,255,,,0:00:02,0,0
254,151.467,8323,6/23/15,6/19/15,15:56:33,15,33.9,AH0,255,,,0:00:12,0,0
255,151.467,8323,6/23/15,6/19/15,15:56:35,15,33.9,AH0,255,,,0:00:02,0,0
256,151.467,8323,6/23/15,6/19/15,15:56:37,15,33.9,AH0,255,,,0:00:02,0,0
257,151.467,8323,6/23/15,6/19/15,15:56:39,15,33.9,AH0,255,,,0:00:02,0,0
258,151.467,8323,6/23/15,6/19/15,15:56:40,15,33.9,AH0,255,,,0:00:01,0,0
259,151.467,8323,6/23/15,6/19/15,15:56:53,15,33.9,AH0,255,,,0:00:13,0,0
260,151.467,8323,6/23/15,6/19/15,15:56:55,15,33.9,AH0,255,,,0:00:02,0,0
261,151.467,8323,6/23/15,6/19/15,15:56:56,15,33.9,AH0,255,,,0:00:01,0,0
262,151.467,8323,6/23/15,6/19/15,15:56:58,15,33.9,AH0,255,,,0:00:02,0,0
263,151.467,8323,6/23/15,6/19/15,15:57:00,15,33.9,AH0,255,,,0:00:02,0,0
264,151.467,8323,6/23/15,6/19/15,15:57:14,15,33.9,AH0,255,,,0:00:14,0,0
265,151.467,8323,6/23/15,6/19/15,15:57:16,15,33.9,AH0,255,,,0:00:02,0,0
266,151.467,8323,6/23/15,6/19/15,15:57:18,15,33.9,AH0,255,,,0:00:02,0,0
267,151.467,8323,6/23/15,6/19/15,15:57:19,15,33.9,AH0,255,,,0:00:01,0,0
268,151.467,8323,6/23/15,6/19/15,15:57:34,15,33.9,AH0,255,,,0:00:15,0,0
269,151.467,8323,6/23/15,6/19/15,15:57:35,15,33.9,AH0,255,,,0:00:01,0,0
270,151.467,8323,6/23/15,6/19/15,15:57:37,15,33.9,AH0,255,,,0:00:02,0,0
271,151.467,8323,6/23/15,6/19/15,15:57:39,15,33.9,AH0,255,,,0:00:02,0,0
272,151.467,8323,6/23/15,6/19/15,15:57:41,15,33.9,AH0,255,,,0:00:02,0,0
273,151.467,8323,6/23/15,6/19/15,15:57:53,15,33.9,AH0,255,,,0:00:12,0,0
274,151.467,8323,6/23/15,6/19/15,15:57:55,15,33.9,AH0,255,,,0:00:02,0,0
275,151.467,8323,6/23/15,6/19/15,15:57:57,15,33.9,AH0,255,,,0:00:02,0,0
276,151.467,8323,6/23/15,6/19/15,15:57:58,15,33.9,AH0,255,,,0:00:01,0,0
