ref,Frequency,Datalogger,Download Date,Date,Time,Channel,BPM,Antenna,Power,Activity,Tree,Time Change,Time>1min,BPM Change
47,150.937,8443,6/25/15,6/23/15,20:44:09,18,31.2,AH0,228,Roosting,GSM2015-22,0:00:14,0,0
48,150.937,8443,6/25/15,6/23/15,20:44:11,18,31.2,AH0,226,Roosting,GSM2015-22,0:00:02,0,0
49,150.937,8443,6/25/15,6/23/15,20:44:12,18,31.3,AH0,228,Roosting,GSM2015-22,0:00:01,0,0
50,150.937,8443,6/25/15,6/23/15,20:44:14,18,31.2,AH0,226,Roosting,GSM2015-22,0:00:02,0,0
51,150.937,8443,6/25/15,6/23/15,20:44:16,18,31.3,AH0,234,Roosting,GSM2015-22,0:00:02,0,0
52,150.937,8443,6/25/15,6/23/15,20:44:30,18,31.2,AH0,232,Roosting,GSM2015-22,0:00:14,0,0
53,150.937,8443,6/25/15,6/23/15,20:44:32,18,31.2,AH0,238,Roosting,GSM2015-22,0:00:02,0,0
54,150.937,8443,6/25/15,6/23/15,20:44:34,18,31.2,AH0,232,Roosting,GSM2015-22,0:00:02,0,0
55,150.937,8443,6/25/15,6/23/15,20:44:36,18,31.2,AH0,232,Roosting,GSM2015-22,0:00:02,0,0
56,150.937,8443,6/25/15,6/23/15,20:44:49,18,31.2,AH0,238,Roosting,GSM2015-22,0:00:13,0,0
57,150.937,8443,6/25/15,6/23/15,20:44:51,18,31.3,AH0,237,Roosting,GSM2015-22,0:00:02,0,0
58,150.937,8443,6/25/15,6/23/15,20:44:53,18,31.3,AH0,241,Roosting,GSM2015-22,0:00:02,0,0
59,150.937,8443,6/25/15,6/23/15,20:44:55,18,31.3,AH0,237,Roosting,GSM2015-22,0:00:02,0,0
60,150.937,8443,6/25/15,6/23/15,20:45:10,18,31.3,AH0,238,Roosting,GSM2015-22,0:00:15,0,0
61,150.937,8443,6/25/15,6/23/15,20:45:12,18,31.3,AH0,234,Roosting,GSM2015-22,0:00:02,0,0
62,150.937,8443,6/25/15,6/23/15,20:45:14,18,31.3,AH0,238,Roosting,GSM2015-22,0:00:02,0,0
63,150.937,8443,6/25/15,6/23/15,20:45:16,18,31.3,AH0,241,Roosting,GSM2015-22,0:00:02,0,0
64,150.937,8443,6/25/15,6/23/15,20:45:29,18,31.3,AH0,240,Roosting,GSM2015-22,0:00:13,0,0
65,150.937,8443,6/25/15,6/23/15,20:45:31,18,31.3,AH0,252,Roosting,GSM2015-22,0:00:02,0,0
66,150.937,8443,6/25/15,6/23/15,20:45:33,18,31.3,AH0,234,Roosting,GSM2015-22,0:00:02,0,0
67,150.937,8443,6/25/15,6/23/15,20:45:35,18,31.3,AH0,234,Roosting,GSM2015-22,0:00:02,0,0
68,150.937,8443,6/25/15,6/23/15,20:45:48,18,31.3,AH0,240,Roosting,GSM2015-22,0:00:13,0,0
69,150.937,8443,6/25/15,6/23/15,20:45:50,18,31.3,AH0,237,Roosting,GSM2015-22,0:00:02,0,0
70,150.937,8443,6/25/15,6/23/15,20:45:52,18,31.3,AH0,234,Roosting,GSM2015-22,0:00:02,0,0
71,150.937,8443,6/25/15,6/23/15,20:45:54,18,31.3,AH0,236,Roosting,GSM2015-22,0:00:02,0,0
72,150.937,8443,6/25/15,6/23/15,20:45:56,18,31.3,AH0,240,Roosting,GSM2015-22,0:00:02,0,0
73,150.937,8443,6/25/15,6/23/15,20:46:09,18,31.4,AH0,240,Roosting,GSM2015-22,0:00:13,0,0
74,150.937,8443,6/25/15,6/23/15,20:46:11,18,31.4,AH0,243,Roosting,GSM2015-22,0:00:02,0,0
75,150.937,8443,6/25/15,6/23/15,20:46:13,18,31.4,AH0,237,Roosting,GSM2015-22,0:00:02,0,0
76,150.937,8443,6/25/15,6/23/15,20:46:15,18,31.4,AH0,242,Roosting,GSM2015-22,0:00:02,0,0
77,150.937,8443,6/25/15,6/23/15,20:46:29,18,31.3,AH0,240,Roosting,GSM2015-22,0:00:14,0,0
78,150.937,8443,6/25/15,6/23/15,20:46:31,18,31.3,AH0,244,Roosting,GSM2015-22,0:00:02,0,0
79,150.937,8443,6/25/15,6/23/15,20:46:32,18,31.3,AH0,241,Roosting,GSM2015-22,0:00:01,0,0
80,150.937,8443,6/25/15,6/23/15,20:46:34,18,31.3,AH0,239,Roosting,GSM2015-22,0:00:02,0,0
81,150.937,8443,6/25/15,6/23/15,20:46:36,18,31.3,AH0,239,Roosting,GSM2015-22,0:00:02,0,0
82,150.937,8443,6/25/15,6/23/15,20:46:50,18,31.2,AH0,237,Roosting,GSM2015-22,0:00:14,0,0
83,150.937,8443,6/25/15,6/23/15,20:46:52,18,31.2,AH0,238,Roosting,GSM2015-22,0:00:02,0,0
84,150.937,8443,6/25/15,6/23/15,20:46:54,18,31.2,AH0,240,Roosting,GSM2015-22,0:00:02,0,0
85,150.937,8443,6/25/15,6/23/15,20:46:55,18,31.2,AH0,240,Roosting,GSM2015-22,0:00:01,0,0
86,150.937,8443,6/25/15,6/23/15,20:47:09,18,31.2,AH0,234,Roosting,GSM2015-22,0:00:14,0,0
87,150.937,8443,6/25/15,6/23/15,20:47:11,18,31.2,AH0,235,Roosting,GSM2015-22,0:00:02,0,0
88,150.937,8443,6/25/15,6/23/15,20:47:13,18,31.2,AH0,235,Roosting,GSM2015-22,0:00:02,0,0
89,150.937,8443,6/25/15,6/23/15,20:47:15,18,31.2,AH0,231,Roosting,GSM2015-22,0:00:02,0,0
90,150.937,8443,6/25/15,6/23/15,20:47:30,18,31.3,AH0,227,Roosting,GSM2015-22,0:00:15,0,0
91,150.937,8443,6/25/15,6/23/15,20:47:32,18,31.3,AH0,225,Roosting,GSM2015-22,0:00:02,0,0
92,150.937,8443,6/25/15,6/23/15,20:47:34,18,31.3,AH0,228,Roosting,GSM2015-22,0:00:02,0,0
93,150.937,8443,6/25/15,6/23/15,20:47:36,18,31.3,AH0,228,Roosting,GSM2015-22,0:00:02,0,0
94,150.937,8443,6/25/15,6/23/15,20:47:49,18,31.3,AH0,228,Roosting,GSM2015-22,0:00:13,0,0
95,150.937,8443,6/25/15,6/23/15,20:47:51,18,31.3,AH0,228,Roosting,GSM2015-22,0:00:02,0,0
96,150.937,8443,6/25/15,6/23/15,20:47:53,18,31.3,AH0,228,Roosting,GSM2015-22,0:00:02,0,0
97,150.937,8443,6/25/15,6/23/15,20:47:55,18,31.3,AH0,230,Roosting,GSM2015-22,0:00:02,0,0
98,150.937,8443,6/25/15,6/23/15,20:48:08,18,31.4,AH0,230,Roosting,GSM2015-22,0:00:13,0,0
99,150.937,8443,6/25/15,6/23/15,20:48:10,18,31.4,AH0,230,Roosting,GSM2015-22,0:00:02,0,0
100,150.937,8443,6/25/15,6/23/15,20:48:12,18,31.4,AH0,225,Roosting,GSM2015-22,0:00:02,0,0
101,150.937,8443,6/25/15,6/23/15,20:48:14,18,31.4,AH0,229,Roosting,GSM2015-22,0:00:02,0,0
102,150.937,8443,6/25/15,6/23/15,20:48:16,18,31.4,AH0,228,Roosting,GSM2015-22,0:00:02,0,0
103,150.937,8443,6/25/15,6/23/15,20:48:29,18,31.4,AH0,233,Roosting,GSM2015-22,0:00:13,0,0
104,150.937,8443,6/25/15,6/23/15,20:48:31,18,31.4,AH0,232,Roosting,GSM2015-22,0:00:02,0,0
105,150.937,8443,6/25/15,6/23/15,20:48:33,18,31.4,AH0,232,Roosting,GSM2015-22,0:00:02,0,0
106,150.937,8443,6/25/15,6/23/15,20:48:35,18,31.4,AH0,235,Roosting,GSM2015-22,0:00:02,0,0
107,150.937,8443,6/25/15,6/23/15,20:48:49,18,31.4,AH0,229,Roosting,GSM2015-22,0:00:14,0,0
108,150.937,8443,6/25/15,6/23/15,20:48:50,18,31.4,AH0,230,Roosting,GSM2015-22,0:00:01,0,0
109,150.937,8443,6/25/15,6/23/15,20:48:52,18,31.4,AH0,229,Roosting,GSM2015-22,0:00:02,0,0
110,150.937,8443,6/25/15,6/23/15,20:48:54,18,31.4,AH0,231,Roosting,GSM2015-22,0:00:02,0,0
111,150.937,8443,6/25/15,6/23/15,20:48:56,18,31.4,AH0,229,Roosting,GSM2015-22,0:00:02,0,0
112,150.937,8443,6/25/15,6/23/15,20:49:10,18,31.4,AH0,226,Roosting,GSM2015-22,0:00:14,0,0
113,150.937,8443,6/25/15,6/23/15,20:49:11,18,31.4,AH0,226,Roosting,GSM2015-22,0:00:01,0,0
114,150.937,8443,6/25/15,6/23/15,20:49:13,18,31.4,AH0,224,Roosting,GSM2015-22,0:00:02,0,0
115,150.937,8443,6/25/15,6/23/15,20:49:15,18,31.4,AH0,224,Roosting,GSM2015-22,0:00:02,0,0
116,150.937,8443,6/25/15,6/23/15,20:49:29,18,31.4,AH0,226,Roosting,GSM2015-22,0:00:14,0,0
117,150.937,8443,6/25/15,6/23/15,20:49:31,18,31.4,AH0,225,Roosting,GSM2015-22,0:00:02,0,0
118,150.937,8443,6/25/15,6/23/15,20:49:32,18,31.5,AH0,226,Roosting,GSM2015-22,0:00:01,0,0
119,150.937,8443,6/25/15,6/23/15,20:49:34,18,31.5,AH0,225,Roosting,GSM2015-22,0:00:02,0,0
120,150.937,8443,6/25/15,6/23/15,20:49:50,18,31.5,AH0,224,Roosting,GSM2015-22,0:00:16,0,0
121,150.937,8443,6/25/15,6/23/15,20:49:52,18,31.5,AH0,224,Roosting,GSM2015-22,0:00:02,0,0
122,150.937,8443,6/25/15,6/23/15,20:49:53,18,31.5,AH0,224,Roosting,GSM2015-22,0:00:01,0,0
123,150.937,8443,6/25/15,6/23/15,20:49:55,18,31.5,AH0,225,Roosting,GSM2015-22,0:00:02,0,0
124,150.937,8443,6/25/15,6/23/15,20:50:09,18,31.5,AH0,227,Roosting,GSM2015-22,0:00:14,0,0
125,150.937,8443,6/25/15,6/23/15,20:50:11,18,31.5,AH0,226,Roosting,GSM2015-22,0:00:02,0,0
126,150.937,8443,6/25/15,6/23/15,20:50:13,18,31.5,AH0,222,Roosting,GSM2015-22,0:00:02,0,0
127,150.937,8443,6/25/15,6/23/15,20:50:14,18,31.5,AH0,223,Roosting,GSM2015-22,0:00:01,0,0
128,150.937,8443,6/25/15,6/23/15,20:50:30,18,31.5,AH0,223,Roosting,GSM2015-22,0:00:16,0,0
129,150.937,8443,6/25/15,6/23/15,20:50:32,18,31.5,AH0,224,Roosting,GSM2015-22,0:00:02,0,0
130,150.937,8443,6/25/15,6/23/15,20:50:34,18,31.5,AH0,229,Roosting,GSM2015-22,0:00:02,0,0
131,150.937,8443,6/25/15,6/23/15,20:50:35,18,31.5,AH0,229,Roosting,GSM2015-22,0:00:01,0,0
132,150.937,8443,6/25/15,6/23/15,20:50:49,18,31.5,AH0,226,Roosting,GSM2015-22,0:00:14,0,0
133,150.937,8443,6/25/15,6/23/15,20:50:51,18,31.4,AH0,224,Roosting,GSM2015-22,0:00:02,0,0
134,150.937,8443,6/25/15,6/23/15,20:50:53,18,31.5,AH0,225,Roosting,GSM2015-22,0:00:02,0,0
135,150.937,8443,6/25/15,6/23/15,20:50:55,18,31.4,AH0,224,Roosting,GSM2015-22,0:00:02,0,0
136,150.937,8443,6/25/15,6/23/15,20:51:10,18,31.4,AH0,224,Roosting,GSM2015-22,0:00:15,0,0
137,150.937,8443,6/25/15,6/23/15,20:51:12,18,31.5,AH0,221,Roosting,GSM2015-22,0:00:02,0,0
138,150.937,8443,6/25/15,6/23/15,20:51:14,18,31.5,AH0,220,Roosting,GSM2015-22,0:00:02,0,0
139,150.937,8443,6/25/15,6/23/15,20:51:15,18,31.4,AH0,220,Roosting,GSM2015-22,0:00:01,0,0
140,150.937,8443,6/25/15,6/23/15,20:51:29,18,31.5,AH0,223,Roosting,GSM2015-22,0:00:14,0,0
141,150.937,8443,6/25/15,6/23/15,20:51:31,18,31.5,AH0,222,Roosting,GSM2015-22,0:00:02,0,0
142,150.937,8443,6/25/15,6/23/15,20:51:33,18,31.5,AH0,220,Roosting,GSM2015-22,0:00:02,0,0
143,150.937,8443,6/25/15,6/23/15,20:51:35,18,31.5,AH0,223,Roosting,GSM2015-22,0:00:02,0,0
144,150.937,8443,6/25/15,6/23/15,20:51:50,18,31.5,AH0,223,Roosting,GSM2015-22,0:00:15,0,0
145,150.937,8443,6/25/15,6/23/15,20:51:52,18,31.5,AH0,222,Roosting,GSM2015-22,0:00:02,0,0
146,150.937,8443,6/25/15,6/23/15,20:51:54,18,31.5,AH0,225,Roosting,GSM2015-22,0:00:02,0,0
147,150.937,8443,6/25/15,6/23/15,20:51:56,18,31.5,AH0,225,Roosting,GSM2015-22,0:00:02,0,0
148,150.937,8443,6/25/15,6/23/15,20:52:09,18,31.5,AH0,222,Roosting,GSM2015-22,0:00:13,0,0
149,150.937,8443,6/25/15,6/23/15,20:52:11,18,31.5,AH0,224,Roosting,GSM2015-22,0:00:02,0,0
150,150.937,8443,6/25/15,6/23/15,20:52:13,18,31.5,AH0,226,Roosting,GSM2015-22,0:00:02,0,0
151,150.937,8443,6/25/15,6/23/15,20:52:15,18,31.5,AH0,224,Roosting,GSM2015-22,0:00:02,0,0
152,150.937,8443,6/25/15,6/23/15,20:52:30,18,31.5,AH0,225,Roosting,GSM2015-22,0:00:15,0,0
153,150.937,8443,6/25/15,6/23/15,20:52:32,18,31.5,AH0,223,Roosting,GSM2015-22,0:00:02,0,0
154,150.937,8443,6/25/15,6/23/15,20:52:34,18,31.5,AH0,228,Roosting,GSM2015-22,0:00:02,0,0
155,150.937,8443,6/25/15,6/23/15,20:52:36,18,31.5,AH0,229,Roosting,GSM2015-22,0:00:02,0,0
156,150.937,8443,6/25/15,6/23/15,20:52:49,18,31.5,AH0,230,Roosting,GSM2015-22,0:00:13,0,0
157,150.937,8443,6/25/15,6/23/15,20:52:51,18,31.5,AH0,226,Roosting,GSM2015-22,0:00:02,0,0
158,150.937,8443,6/25/15,6/23/15,20:52:53,18,31.5,AH0,228,Roosting,GSM2015-22,0:00:02,0,0
159,150.937,8443,6/25/15,6/23/15,20:52:55,18,31.5,AH0,227,Roosting,GSM2015-22,0:00:02,0,0
160,150.937,8443,6/25/15,6/23/15,20:53:10,18,31.5,AH0,224,Roosting,GSM2015-22,0:00:15,0,0
161,150.937,8443,6/25/15,6/23/15,20:53:12,18,31.5,AH0,226,Roosting,GSM2015-22,0:00:02,0,0
162,150.937,8443,6/25/15,6/23/15,20:53:14,18,31.5,AH0,226,Roosting,GSM2015-22,0:00:02,0,0
163,150.937,8443,6/25/15,6/23/15,20:53:16,18,31.5,AH0,224,Roosting,GSM2015-22,0:00:02,0,0
164,150.937,8443,6/25/15,6/23/15,20:53:29,18,31.6,AH0,240,Roosting,GSM2015-22,0:00:13,0,0
165,150.937,8443,6/25/15,6/23/15,20:53:31,18,31.6,AH0,253,Roosting,GSM2015-22,0:00:02,0,0
166,150.937,8443,6/25/15,6/23/15,20:53:33,18,31.6,AH0,249,Roosting,GSM2015-22,0:00:02,0,0
167,150.937,8443,6/25/15,6/23/15,20:53:35,18,31.6,AH0,251,Roosting,GSM2015-22,0:00:02,0,0
168,150.937,8443,6/25/15,6/23/15,20:53:50,18,31.4,AH0,253,Roosting,GSM2015-22,0:00:15,0,0
169,150.937,8443,6/25/15,6/23/15,20:53:52,18,31.4,AH0,252,Roosting,GSM2015-22,0:00:02,0,0
170,150.937,8443,6/25/15,6/23/15,20:53:54,18,31.4,AH0,252,Roosting,GSM2015-22,0:00:02,0,0
171,150.937,8443,6/25/15,6/23/15,20:53:55,18,31.4,AH0,251,Roosting,GSM2015-22,0:00:01,0,0
172,150.937,8443,6/25/15,6/23/15,20:54:09,18,31.3,AH0,251,Roosting,GSM2015-22,0:00:14,0,0
173,150.937,8443,6/25/15,6/23/15,20:54:11,18,31.3,AH0,252,Roosting,GSM2015-22,0:00:02,0,0
174,150.937,8443,6/25/15,6/23/15,20:54:13,18,31.3,AH0,252,Roosting,GSM2015-22,0:00:02,0,0
175,150.937,8443,6/25/15,6/23/15,20:54:15,18,31.4,AH0,247,Roosting,GSM2015-22,0:00:02,0,0
176,150.937,8443,6/25/15,6/23/15,20:54:30,18,31.2,AH0,253,Roosting,GSM2015-22,0:00:15,0,0
177,150.937,8443,6/25/15,6/23/15,20:54:32,18,31.1,AH0,254,Roosting,GSM2015-22,0:00:02,0,0
178,150.937,8443,6/25/15,6/23/15,20:54:34,18,31.1,AH0,253,Roosting,GSM2015-22,0:00:02,0,0
179,150.937,8443,6/25/15,6/23/15,20:54:36,18,31.1,AH0,253,Roosting,GSM2015-22,0:00:02,0,0
180,150.937,8443,6/25/15,6/23/15,20:54:49,18,31,AH0,251,Roosting,GSM2015-22,0:00:13,0,0
181,150.937,8443,6/25/15,6/23/15,20:54:51,18,31,AH0,254,Roosting,GSM2015-22,0:00:02,0,0
182,150.937,8443,6/25/15,6/23/15,20:54:53,18,31,AH0,251,Roosting,GSM2015-22,0:00:02,0,0
183,150.937,8443,6/25/15,6/23/15,20:54:55,18,31,AH0,253,Roosting,GSM2015-22,0:00:02,0,0
184,150.937,8443,6/25/15,6/23/15,20:55:09,18,30.9,AH0,253,Roosting,GSM2015-22,0:00:14,0,0
185,150.937,8443,6/25/15,6/23/15,20:55:11,18,30.9,AH0,251,Roosting,GSM2015-22,0:00:02,0,0
186,150.937,8443,6/25/15,6/23/15,20:55:13,18,30.9,AH0,250,Roosting,GSM2015-22,0:00:02,0,0
187,150.937,8443,6/25/15,6/23/15,20:55:15,18,31,AH0,246,Roosting,GSM2015-22,0:00:02,0,0
188,150.937,8443,6/25/15,6/23/15,20:55:30,18,31.3,AH0,234,Roosting,GSM2015-22,0:00:15,0,0
189,150.937,8443,6/25/15,6/23/15,20:55:32,18,31.3,AH0,234,Roosting,GSM2015-22,0:00:02,0,0
190,150.937,8443,6/25/15,6/23/15,20:55:34,18,31.3,AH0,234,Roosting,GSM2015-22,0:00:02,0,0
191,150.937,8443,6/25/15,6/23/15,20:55:36,18,31.3,AH0,238,Roosting,GSM2015-22,0:00:02,0,0
192,150.937,8443,6/25/15,6/23/15,20:55:49,18,31.3,AH0,239,Roosting,GSM2015-22,0:00:13,0,0
193,150.937,8443,6/25/15,6/23/15,20:55:51,18,31.3,AH0,241,Roosting,GSM2015-22,0:00:02,0,0
194,150.937,8443,6/25/15,6/23/15,20:55:53,18,31.3,AH0,240,Roosting,GSM2015-22,0:00:02,0,0
195,150.937,8443,6/25/15,6/23/15,20:55:55,18,31.4,AH0,237,Roosting,GSM2015-22,0:00:02,0,0
196,150.937,8443,6/25/15,6/23/15,20:56:08,18,31.4,AH0,236,Roosting,GSM2015-22,0:00:13,0,0
197,150.937,8443,6/25/15,6/23/15,20:56:10,18,31.4,AH0,239,Roosting,GSM2015-22,0:00:02,0,0
198,150.937,8443,6/25/15,6/23/15,20:56:12,18,31.5,AH0,240,Roosting,GSM2015-22,0:00:02,0,0
199,150.937,8443,6/25/15,6/23/15,20:56:14,18,31.5,AH0,236,Roosting,GSM2015-22,0:00:02,0,0
200,150.937,8443,6/25/15,6/23/15,20:56:16,18,31.5,AH0,235,Roosting,GSM2015-22,0:00:02,0,0
201,150.937,8443,6/25/15,6/23/15,20:56:29,18,31.4,AH0,237,Roosting,GSM2015-22,0:00:13,0,0
202,150.937,8443,6/25/15,6/23/15,20:56:31,18,31.5,AH0,238,Roosting,GSM2015-22,0:00:02,0,0
203,150.937,8443,6/25/15,6/23/15,20:56:33,18,31.5,AH0,235,Roosting,GSM2015-22,0:00:02,0,0
204,150.937,8443,6/25/15,6/23/15,20:56:35,18,31.5,AH0,237,Roosting,GSM2015-22,0:00:02,0,0
205,150.937,8443,6/25/15,6/23/15,20:56:48,18,31.6,AH0,239,Roosting,GSM2015-22,0:00:13,0,0
206,150.937,8443,6/25/15,6/23/15,20:56:50,18,31.6,AH0,237,Roosting,GSM2015-22,0:00:02,0,0
207,150.937,8443,6/25/15,6/23/15,20:56:52,18,31.6,AH0,233,Roosting,GSM2015-22,0:00:02,0,0
208,150.937,8443,6/25/15,6/23/15,20:56:54,18,31.6,AH0,233,Roosting,GSM2015-22,0:00:02,0,0
209,150.937,8443,6/25/15,6/23/15,20:56:56,18,31.5,AH0,235,Roosting,GSM2015-22,0:00:02,0,0
210,150.937,8443,6/25/15,6/23/15,20:57:09,18,31.5,AH0,228,Roosting,GSM2015-22,0:00:13,0,0
211,150.937,8443,6/25/15,6/23/15,20:57:11,18,31.5,AH0,229,Roosting,GSM2015-22,0:00:02,0,0
212,150.937,8443,6/25/15,6/23/15,20:57:13,18,31.5,AH0,225,Roosting,GSM2015-22,0:00:02,0,0
213,150.937,8443,6/25/15,6/23/15,20:57:15,18,31.6,AH0,226,Roosting,GSM2015-22,0:00:02,0,0
214,150.937,8443,6/25/15,6/23/15,20:57:28,18,31.7,AH0,255,Roosting,GSM2015-22,0:00:13,0,0
215,150.937,8443,6/25/15,6/23/15,20:57:30,18,31.7,AH0,252,Roosting,GSM2015-22,0:00:02,0,0
216,150.937,8443,6/25/15,6/23/15,20:57:32,18,31.6,AH0,253,Roosting,GSM2015-22,0:00:02,0,0
217,150.937,8443,6/25/15,6/23/15,20:57:34,18,31.7,AH0,254,Roosting,GSM2015-22,0:00:02,0,0
218,150.937,8443,6/25/15,6/23/15,20:57:36,18,31.7,AH0,254,Roosting,GSM2015-22,0:00:02,0,0
219,150.937,8443,6/25/15,6/23/15,20:57:49,18,31.5,AH0,246,Roosting,GSM2015-22,0:00:13,0,0
220,150.937,8443,6/25/15,6/23/15,20:57:51,18,31.5,AH0,235,Roosting,GSM2015-22,0:00:02,0,0
221,150.937,8443,6/25/15,6/23/15,20:57:53,18,31.5,AH0,249,Roosting,GSM2015-22,0:00:02,0,0
222,150.937,8443,6/25/15,6/23/15,20:57:55,18,31.5,AH0,254,Roosting,GSM2015-22,0:00:02,0,0
223,150.937,8443,6/25/15,6/23/15,20:58:10,18,31.4,AH0,228,Roosting,GSM2015-22,0:00:15,0,0
224,150.937,8443,6/25/15,6/23/15,20:58:12,18,31.3,AH0,234,Roosting,GSM2015-22,0:00:02,0,0
